"year_week","sexo","agrp","dpt_cdc","prov_cdc","n"
"2020-12-06","F","18-44","LORETO","ALTO AMAZONAS",1
"2020-12-06","F","18-44","PIURA","AYABACA",1
"2020-12-06","F","18-44","PIURA","PIURA",1
"2020-12-06","F","18-44","PIURA","SULLANA",1
"2020-12-06","F","18-44","PUNO","YUNGUYO",1
"2020-12-06","F","18-44","TUMBES","TUMBES",1
"2020-12-06","F","45-64","ANCASH","CARHUAZ",1
"2020-12-06","F","45-64","APURIMAC","CHINCHEROS",1
"2020-12-06","F","45-64","AREQUIPA","AREQUIPA",1
"2020-12-06","F","45-64","AREQUIPA","CAMANA",2
"2020-12-06","F","45-64","AREQUIPA","ISLAY",1
"2020-12-06","F","45-64","CAJAMARCA","CAJAMARCA",1
"2020-12-06","F","45-64","CAJAMARCA","JAEN",1
"2020-12-06","F","45-64","CALLAO","CALLAO",2
"2020-12-06","F","45-64","HUANCAVELICA","HUANCAVELICA",1
"2020-12-06","F","45-64","HUANUCO","AMBO",1
"2020-12-06","F","45-64","HUANUCO","HUANUCO",2
"2020-12-06","F","45-64","ICA","CHINCHA",1
"2020-12-06","F","45-64","ICA","ICA",2
"2020-12-06","F","45-64","JUNIN","JAUJA",1
"2020-12-06","F","45-64","JUNIN","YAULI",1
"2020-12-06","F","45-64","LA LIBERTAD","GRAN CHIMU",1
"2020-12-06","F","45-64","LA LIBERTAD","SANCHEZ CARRION",1
"2020-12-06","F","45-64","LA LIBERTAD","TRUJILLO",1
"2020-12-06","F","45-64","LA LIBERTAD","VIRU",1
"2020-12-06","F","45-64","LAMBAYEQUE","CHICLAYO",3
"2020-12-06","F","45-64","LAMBAYEQUE","LAMBAYEQUE",1
"2020-12-06","F","45-64","LIMA","BARRANCA",1
"2020-12-06","F","45-64","LIMA","HUAROCHIRI",1
"2020-12-06","F","45-64","LIMA","HUAURA",1
"2020-12-06","F","45-64","LIMA","LIMA",7
"2020-12-06","F","45-64","PIURA","AYABACA",1
"2020-12-06","F","45-64","PIURA","MORROPON",1
"2020-12-06","F","45-64","PIURA","PIURA",4
"2020-12-06","F","45-64","PIURA","SECHURA",2
"2020-12-06","F","45-64","PIURA","SULLANA",1
"2020-12-06","F","45-64","PIURA","TALARA",2
"2020-12-06","F","45-64","PUNO","AZANGARO",1
"2020-12-06","F","45-64","PUNO","SAN ROMAN",1
"2020-12-06","F","45-64","TACNA","TACNA",2
"2020-12-06","F","45-64","UCAYALI","CORONEL PORTILLO",1
"2020-12-06","F","65+","AMAZONAS","CHACHAPOYAS",1
"2020-12-06","F","65+","AMAZONAS","LUYA",1
"2020-12-06","F","65+","AMAZONAS","RODRIGUEZ DE MENDOZA",1
"2020-12-06","F","65+","ANCASH","SANTA",3
"2020-12-06","F","65+","APURIMAC","ABANCAY",1
"2020-12-06","F","65+","APURIMAC","CHINCHEROS",1
"2020-12-06","F","65+","AREQUIPA","AREQUIPA",3
"2020-12-06","F","65+","AREQUIPA","CARAVELI",1
"2020-12-06","F","65+","AREQUIPA","ISLAY",1
"2020-12-06","F","65+","AYACUCHO","HUAMANGA",1
"2020-12-06","F","65+","AYACUCHO","LUCANAS",1
"2020-12-06","F","65+","AYACUCHO","PARINACOCHAS",1
"2020-12-06","F","65+","CAJAMARCA","CAJAMARCA",3
"2020-12-06","F","65+","CALLAO","CALLAO",4
"2020-12-06","F","65+","CUSCO","CUSCO",2
"2020-12-06","F","65+","CUSCO","ESPINAR",1
"2020-12-06","F","65+","CUSCO","PARURO",1
"2020-12-06","F","65+","HUANCAVELICA","HUANCAVELICA",1
"2020-12-06","F","65+","HUANUCO","AMBO",1
"2020-12-06","F","65+","HUANUCO","HUANUCO",2
"2020-12-06","F","65+","HUANUCO","LEONCIO PRADO",1
"2020-12-06","F","65+","ICA","CHINCHA",1
"2020-12-06","F","65+","ICA","ICA",1
"2020-12-06","F","65+","ICA","PISCO",2
"2020-12-06","F","65+","JUNIN","HUANCAYO",4
"2020-12-06","F","65+","JUNIN","SATIPO",2
"2020-12-06","F","65+","LA LIBERTAD","OTUZCO",1
"2020-12-06","F","65+","LA LIBERTAD","TRUJILLO",6
"2020-12-06","F","65+","LAMBAYEQUE","CHICLAYO",4
"2020-12-06","F","65+","LAMBAYEQUE","FERREÑAFE",5
"2020-12-06","F","65+","LIMA","BARRANCA",2
"2020-12-06","F","65+","LIMA","HUARAL",1
"2020-12-06","F","65+","LIMA","HUAURA",1
"2020-12-06","F","65+","LIMA","LIMA",7
"2020-12-06","F","65+","LIMA","OYON",1
"2020-12-06","F","65+","LIMA","YAUYOS",1
"2020-12-06","F","65+","MOQUEGUA","ILO",1
"2020-12-06","F","65+","MOQUEGUA","MARISCAL NIETO",1
"2020-12-06","F","65+","PASCO","DANIEL ALCIDES CARRION",1
"2020-12-06","F","65+","PASCO","PASCO",1
"2020-12-06","F","65+","PIURA","AYABACA",1
"2020-12-06","F","65+","PIURA","HUANCABAMBA",1
"2020-12-06","F","65+","PIURA","MORROPON",2
"2020-12-06","F","65+","PIURA","PAITA",1
"2020-12-06","F","65+","PIURA","PIURA",7
"2020-12-06","F","65+","PIURA","SECHURA",1
"2020-12-06","F","65+","PIURA","SULLANA",2
"2020-12-06","F","65+","PIURA","TALARA",2
"2020-12-06","F","65+","PUNO","AZANGARO",1
"2020-12-06","F","65+","PUNO","MELGAR",1
"2020-12-06","F","65+","PUNO","SANDIA",1
"2020-12-06","F","65+","TUMBES","TUMBES",1
"2020-12-06","F","65+","UCAYALI","CORONEL PORTILLO",1
"2020-12-06","M","0-17","ANCASH","SANTA",1
"2020-12-06","M","0-17","APURIMAC","COTABAMBAS",1
"2020-12-06","M","18-44","ANCASH","SANTA",2
"2020-12-06","M","18-44","AREQUIPA","AREQUIPA",3
"2020-12-06","M","18-44","AYACUCHO","CANGALLO",1
"2020-12-06","M","18-44","AYACUCHO","HUAMANGA",1
"2020-12-06","M","18-44","CAJAMARCA","CAJAMARCA",1
"2020-12-06","M","18-44","CAJAMARCA","JAEN",1
"2020-12-06","M","18-44","CAJAMARCA","SAN MIGUEL",1
"2020-12-06","M","18-44","ICA","ICA",1
"2020-12-06","M","18-44","JUNIN","SATIPO",1
"2020-12-06","M","18-44","LA LIBERTAD","PACASMAYO",1
"2020-12-06","M","18-44","LA LIBERTAD","TRUJILLO",1
"2020-12-06","M","18-44","LA LIBERTAD","VIRU",1
"2020-12-06","M","18-44","LIMA","LIMA",6
"2020-12-06","M","18-44","LORETO","LORETO",1
"2020-12-06","M","18-44","PIURA","HUANCABAMBA",1
"2020-12-06","M","18-44","PIURA","MORROPON",1
"2020-12-06","M","18-44","PIURA","PIURA",1
"2020-12-06","M","18-44","UCAYALI","CORONEL PORTILLO",1
"2020-12-06","M","45-64","ANCASH","SANTA",1
"2020-12-06","M","45-64","APURIMAC","ABANCAY",2
"2020-12-06","M","45-64","APURIMAC","ANDAHUAYLAS",1
"2020-12-06","M","45-64","AREQUIPA","AREQUIPA",1
"2020-12-06","M","45-64","AREQUIPA","CAYLLOMA",1
"2020-12-06","M","45-64","AYACUCHO","LUCANAS",1
"2020-12-06","M","45-64","CAJAMARCA","CHOTA",1
"2020-12-06","M","45-64","CAJAMARCA","HUALGAYOC",1
"2020-12-06","M","45-64","CAJAMARCA","JAEN",1
"2020-12-06","M","45-64","CALLAO","CALLAO",4
"2020-12-06","M","45-64","CUSCO","ANTA",1
"2020-12-06","M","45-64","CUSCO","CUSCO",1
"2020-12-06","M","45-64","HUANUCO","HUAMALIES",1
"2020-12-06","M","45-64","HUANUCO","HUANUCO",2
"2020-12-06","M","45-64","ICA","ICA",1
"2020-12-06","M","45-64","ICA","PISCO",2
"2020-12-06","M","45-64","JUNIN","TARMA",1
"2020-12-06","M","45-64","LA LIBERTAD","PACASMAYO",1
"2020-12-06","M","45-64","LA LIBERTAD","TRUJILLO",2
"2020-12-06","M","45-64","LAMBAYEQUE","CHICLAYO",7
"2020-12-06","M","45-64","LAMBAYEQUE","FERREÑAFE",1
"2020-12-06","M","45-64","LAMBAYEQUE","LAMBAYEQUE",2
"2020-12-06","M","45-64","LIMA","HUAURA",1
"2020-12-06","M","45-64","LIMA","LIMA",7
"2020-12-06","M","45-64","LORETO","MAYNAS",1
"2020-12-06","M","45-64","MADRE DE DIOS","TAMBOPATA",1
"2020-12-06","M","45-64","PASCO","PASCO",1
"2020-12-06","M","45-64","PIURA","MORROPON",3
"2020-12-06","M","45-64","PIURA","PIURA",5
"2020-12-06","M","45-64","PIURA","SECHURA",2
"2020-12-06","M","45-64","PIURA","SULLANA",2
"2020-12-06","M","45-64","PIURA","TALARA",1
"2020-12-06","M","45-64","PUNO","SAN ROMAN",1
"2020-12-06","M","45-64","TUMBES","CONTRALMIRANTE VILLAR",1
"2020-12-06","M","45-64","UCAYALI","CORONEL PORTILLO",1
"2020-12-06","M","45-64","UCAYALI","PADRE ABAD",1
"2020-12-06","M","65+","ANCASH","HUARI",1
"2020-12-06","M","65+","ANCASH","SANTA",5
"2020-12-06","M","65+","APURIMAC","ABANCAY",1
"2020-12-06","M","65+","APURIMAC","ANDAHUAYLAS",1
"2020-12-06","M","65+","APURIMAC","AYMARAES",2
"2020-12-06","M","65+","APURIMAC","COTABAMBAS",2
"2020-12-06","M","65+","AREQUIPA","AREQUIPA",5
"2020-12-06","M","65+","AREQUIPA","CAMANA",1
"2020-12-06","M","65+","AYACUCHO","HUAMANGA",1
"2020-12-06","M","65+","CAJAMARCA","CAJAMARCA",2
"2020-12-06","M","65+","CAJAMARCA","CHOTA",1
"2020-12-06","M","65+","CAJAMARCA","JAEN",3
"2020-12-06","M","65+","CAJAMARCA","SAN PABLO",1
"2020-12-06","M","65+","CAJAMARCA","SANTA CRUZ",1
"2020-12-06","M","65+","CALLAO","CALLAO",7
"2020-12-06","M","65+","CUSCO","CANCHIS",1
"2020-12-06","M","65+","CUSCO","CUSCO",1
"2020-12-06","M","65+","CUSCO","PARURO",1
"2020-12-06","M","65+","CUSCO","QUISPICANCHI",2
"2020-12-06","M","65+","HUANCAVELICA","ANGARAES",1
"2020-12-06","M","65+","HUANUCO","HUANUCO",3
"2020-12-06","M","65+","ICA","CHINCHA",5
"2020-12-06","M","65+","ICA","ICA",1
"2020-12-06","M","65+","ICA","NAZCA",1
"2020-12-06","M","65+","JUNIN","CHANCHAMAYO",1
"2020-12-06","M","65+","JUNIN","CHUPACA",1
"2020-12-06","M","65+","JUNIN","CONCEPCION",1
"2020-12-06","M","65+","JUNIN","HUANCAYO",2
"2020-12-06","M","65+","JUNIN","YAULI",1
"2020-12-06","M","65+","LA LIBERTAD","CHEPEN",2
"2020-12-06","M","65+","LA LIBERTAD","SANTIAGO DE CHUCO",1
"2020-12-06","M","65+","LA LIBERTAD","TRUJILLO",6
"2020-12-06","M","65+","LA LIBERTAD","VIRU",1
"2020-12-06","M","65+","LAMBAYEQUE","CHICLAYO",7
"2020-12-06","M","65+","LAMBAYEQUE","FERREÑAFE",2
"2020-12-06","M","65+","LAMBAYEQUE","LAMBAYEQUE",4
"2020-12-06","M","65+","LIMA","CAÑETE",3
"2020-12-06","M","65+","LIMA","HUARAL",1
"2020-12-06","M","65+","LIMA","HUAROCHIRI",2
"2020-12-06","M","65+","LIMA","HUAURA",2
"2020-12-06","M","65+","LIMA","LIMA",7
"2020-12-06","M","65+","LORETO","ALTO AMAZONAS",1
"2020-12-06","M","65+","LORETO","DATEM DEL MARAÑON",1
"2020-12-06","M","65+","LORETO","MAYNAS",1
"2020-12-06","M","65+","LORETO","UCAYALI",1
"2020-12-06","M","65+","MADRE DE DIOS","TAMBOPATA",1
"2020-12-06","M","65+","MOQUEGUA","ILO",1
"2020-12-06","M","65+","MOQUEGUA","MARISCAL NIETO",1
"2020-12-06","M","65+","PASCO","PASCO",1
"2020-12-06","M","65+","PIURA","HUANCABAMBA",2
"2020-12-06","M","65+","PIURA","MORROPON",4
"2020-12-06","M","65+","PIURA","PAITA",1
"2020-12-06","M","65+","PIURA","PIURA",6
"2020-12-06","M","65+","PIURA","SECHURA",3
"2020-12-06","M","65+","PIURA","SULLANA",5
"2020-12-06","M","65+","PIURA","TALARA",3
"2020-12-06","M","65+","PUNO","AZANGARO",2
"2020-12-06","M","65+","PUNO","CHUCUITO",1
"2020-12-06","M","65+","PUNO","MOHO",1
"2020-12-06","M","65+","PUNO","PUNO",2
"2020-12-06","M","65+","PUNO","SAN ROMAN",1
"2020-12-06","M","65+","PUNO","YUNGUYO",1
"2020-12-06","M","65+","SAN MARTIN","MOYOBAMBA",1
"2020-12-06","M","65+","TACNA","TACNA",1
"2020-12-06","M","65+","TUMBES","CONTRALMIRANTE VILLAR",1
"2020-12-06","M","65+","TUMBES","TUMBES",4
"2020-12-06","M","65+","UCAYALI","CORONEL PORTILLO",1
"2020-12-13","F","0-17","CALLAO","CALLAO",1
"2020-12-13","F","0-17","LIMA","HUARAL",1
"2020-12-13","F","0-17","LIMA","LIMA",1
"2020-12-13","F","18-44","ICA","CHINCHA",1
"2020-12-13","F","18-44","LIMA","HUARAL",1
"2020-12-13","F","18-44","LIMA","LIMA",6
"2020-12-13","F","18-44","PIURA","MORROPON",1
"2020-12-13","F","18-44","PIURA","SECHURA",1
"2020-12-13","F","18-44","PIURA","TALARA",2
"2020-12-13","F","18-44","SAN MARTIN","BELLAVISTA",1
"2020-12-13","F","18-44","SAN MARTIN","MOYOBAMBA",1
"2020-12-13","F","45-64","ANCASH","HUARAZ",1
"2020-12-13","F","45-64","ANCASH","SANTA",2
"2020-12-13","F","45-64","APURIMAC","ABANCAY",1
"2020-12-13","F","45-64","AREQUIPA","AREQUIPA",1
"2020-12-13","F","45-64","AREQUIPA","ISLAY",1
"2020-12-13","F","45-64","CALLAO","CALLAO",1
"2020-12-13","F","45-64","CUSCO","CUSCO",1
"2020-12-13","F","45-64","CUSCO","LA CONVENCION",1
"2020-12-13","F","45-64","HUANUCO","AMBO",1
"2020-12-13","F","45-64","HUANUCO","HUANUCO",1
"2020-12-13","F","45-64","ICA","CHINCHA",1
"2020-12-13","F","45-64","ICA","ICA",1
"2020-12-13","F","45-64","ICA","PALPA",1
"2020-12-13","F","45-64","LA LIBERTAD","TRUJILLO",1
"2020-12-13","F","45-64","LAMBAYEQUE","CHICLAYO",1
"2020-12-13","F","45-64","LAMBAYEQUE","FERREÑAFE",1
"2020-12-13","F","45-64","LAMBAYEQUE","LAMBAYEQUE",1
"2020-12-13","F","45-64","LIMA","HUARAL",1
"2020-12-13","F","45-64","LIMA","LIMA",6
"2020-12-13","F","45-64","LORETO","MAYNAS",2
"2020-12-13","F","45-64","MADRE DE DIOS","TAMBOPATA",1
"2020-12-13","F","45-64","PASCO","PASCO",1
"2020-12-13","F","45-64","PIURA","PIURA",6
"2020-12-13","F","45-64","PIURA","SECHURA",1
"2020-12-13","F","45-64","PIURA","SULLANA",2
"2020-12-13","F","45-64","PUNO","MELGAR",1
"2020-12-13","F","45-64","PUNO","SAN ROMAN",1
"2020-12-13","F","45-64","TACNA","TACNA",1
"2020-12-13","F","45-64","TUMBES","TUMBES",1
"2020-12-13","F","65+","ANCASH","HUARAZ",1
"2020-12-13","F","65+","ANCASH","SANTA",4
"2020-12-13","F","65+","ANCASH","YUNGAY",1
"2020-12-13","F","65+","APURIMAC","ABANCAY",1
"2020-12-13","F","65+","APURIMAC","CHINCHEROS",1
"2020-12-13","F","65+","AREQUIPA","AREQUIPA",5
"2020-12-13","F","65+","AYACUCHO","HUANTA",1
"2020-12-13","F","65+","AYACUCHO","LA MAR",1
"2020-12-13","F","65+","AYACUCHO","LUCANAS",2
"2020-12-13","F","65+","CAJAMARCA","CAJAMARCA",3
"2020-12-13","F","65+","CAJAMARCA","CELENDIN",1
"2020-12-13","F","65+","CAJAMARCA","CUTERVO",1
"2020-12-13","F","65+","CAJAMARCA","SANTA CRUZ",1
"2020-12-13","F","65+","CALLAO","CALLAO",7
"2020-12-13","F","65+","CUSCO","ANTA",1
"2020-12-13","F","65+","CUSCO","CUSCO",1
"2020-12-13","F","65+","HUANCAVELICA","CHURCAMPA",1
"2020-12-13","F","65+","HUANUCO","HUAMALIES",1
"2020-12-13","F","65+","HUANUCO","HUANUCO",3
"2020-12-13","F","65+","HUANUCO","LEONCIO PRADO",1
"2020-12-13","F","65+","ICA","CHINCHA",3
"2020-12-13","F","65+","ICA","ICA",5
"2020-12-13","F","65+","ICA","PISCO",1
"2020-12-13","F","65+","JUNIN","CHANCHAMAYO",1
"2020-12-13","F","65+","JUNIN","CHUPACA",1
"2020-12-13","F","65+","JUNIN","CONCEPCION",1
"2020-12-13","F","65+","JUNIN","HUANCAYO",4
"2020-12-13","F","65+","JUNIN","TARMA",1
"2020-12-13","F","65+","LA LIBERTAD","ASCOPE",1
"2020-12-13","F","65+","LA LIBERTAD","PACASMAYO",3
"2020-12-13","F","65+","LA LIBERTAD","SANCHEZ CARRION",1
"2020-12-13","F","65+","LA LIBERTAD","TRUJILLO",2
"2020-12-13","F","65+","LAMBAYEQUE","CHICLAYO",7
"2020-12-13","F","65+","LAMBAYEQUE","FERREÑAFE",1
"2020-12-13","F","65+","LAMBAYEQUE","LAMBAYEQUE",1
"2020-12-13","F","65+","LIMA","BARRANCA",2
"2020-12-13","F","65+","LIMA","CAÑETE",1
"2020-12-13","F","65+","LIMA","HUAROCHIRI",1
"2020-12-13","F","65+","LIMA","HUAURA",1
"2020-12-13","F","65+","LIMA","LIMA",7
"2020-12-13","F","65+","MADRE DE DIOS","TAMBOPATA",1
"2020-12-13","F","65+","PASCO","PASCO",1
"2020-12-13","F","65+","PIURA","HUANCABAMBA",1
"2020-12-13","F","65+","PIURA","MORROPON",2
"2020-12-13","F","65+","PIURA","PIURA",5
"2020-12-13","F","65+","PIURA","SECHURA",2
"2020-12-13","F","65+","PIURA","SULLANA",1
"2020-12-13","F","65+","PIURA","TALARA",1
"2020-12-13","F","65+","PUNO","LAMPA",1
"2020-12-13","F","65+","PUNO","PUNO",1
"2020-12-13","F","65+","PUNO","SAN ROMAN",2
"2020-12-13","F","65+","TUMBES","CONTRALMIRANTE VILLAR",1
"2020-12-13","F","65+","TUMBES","TUMBES",1
"2020-12-13","F","65+","UCAYALI","CORONEL PORTILLO",1
"2020-12-13","M","0-17","ANCASH","SANTA",1
"2020-12-13","M","0-17","AYACUCHO","HUAMANGA",1
"2020-12-13","M","0-17","CUSCO","CUSCO",1
"2020-12-13","M","0-17","LA LIBERTAD","JULCAN",1
"2020-12-13","M","0-17","LAMBAYEQUE","CHICLAYO",1
"2020-12-13","M","0-17","LIMA","HUARAL",1
"2020-12-13","M","0-17","LIMA","LIMA",1
"2020-12-13","M","0-17","TUMBES","TUMBES",1
"2020-12-13","M","0-17","UCAYALI","CORONEL PORTILLO",1
"2020-12-13","M","18-44","ANCASH","SANTA",1
"2020-12-13","M","18-44","APURIMAC","ABANCAY",1
"2020-12-13","M","18-44","APURIMAC","ANDAHUAYLAS",1
"2020-12-13","M","18-44","AREQUIPA","AREQUIPA",1
"2020-12-13","M","18-44","CAJAMARCA","CHOTA",1
"2020-12-13","M","18-44","CALLAO","CALLAO",2
"2020-12-13","M","18-44","CUSCO","CUSCO",2
"2020-12-13","M","18-44","CUSCO","LA CONVENCION",1
"2020-12-13","M","18-44","HUANUCO","HUANUCO",2
"2020-12-13","M","18-44","ICA","ICA",1
"2020-12-13","M","18-44","JUNIN","SATIPO",1
"2020-12-13","M","18-44","LA LIBERTAD","CHEPEN",1
"2020-12-13","M","18-44","LA LIBERTAD","PACASMAYO",1
"2020-12-13","M","18-44","LA LIBERTAD","TRUJILLO",1
"2020-12-13","M","18-44","LAMBAYEQUE","CHICLAYO",1
"2020-12-13","M","18-44","LIMA","LIMA",6
"2020-12-13","M","18-44","LORETO","MAYNAS",1
"2020-12-13","M","18-44","MADRE DE DIOS","TAMBOPATA",1
"2020-12-13","M","18-44","MOQUEGUA","MARISCAL NIETO",1
"2020-12-13","M","18-44","PASCO","PASCO",1
"2020-12-13","M","18-44","PIURA","HUANCABAMBA",1
"2020-12-13","M","18-44","PIURA","PIURA",3
"2020-12-13","M","18-44","PUNO","PUNO",2
"2020-12-13","M","18-44","TACNA","TACNA",1
"2020-12-13","M","18-44","TUMBES","ZARUMILLA",1
"2020-12-13","M","45-64","AMAZONAS","UTCUBAMBA",1
"2020-12-13","M","45-64","ANCASH","CASMA",1
"2020-12-13","M","45-64","ANCASH","HUAYLAS",1
"2020-12-13","M","45-64","ANCASH","SANTA",3
"2020-12-13","M","45-64","AREQUIPA","AREQUIPA",3
"2020-12-13","M","45-64","AREQUIPA","CAMANA",1
"2020-12-13","M","45-64","AYACUCHO","HUAMANGA",1
"2020-12-13","M","45-64","CAJAMARCA","CAJAMARCA",1
"2020-12-13","M","45-64","CALLAO","CALLAO",6
"2020-12-13","M","45-64","CUSCO","CANCHIS",1
"2020-12-13","M","45-64","CUSCO","CHUMBIVILCAS",1
"2020-12-13","M","45-64","CUSCO","CUSCO",1
"2020-12-13","M","45-64","CUSCO","LA CONVENCION",1
"2020-12-13","M","45-64","HUANCAVELICA","ANGARAES",2
"2020-12-13","M","45-64","HUANUCO","DOS DE MAYO",1
"2020-12-13","M","45-64","HUANUCO","HUANUCO",2
"2020-12-13","M","45-64","HUANUCO","PUERTO INCA",1
"2020-12-13","M","45-64","ICA","CHINCHA",1
"2020-12-13","M","45-64","ICA","ICA",3
"2020-12-13","M","45-64","ICA","PISCO",2
"2020-12-13","M","45-64","JUNIN","CHANCHAMAYO",1
"2020-12-13","M","45-64","LA LIBERTAD","ASCOPE",2
"2020-12-13","M","45-64","LA LIBERTAD","CHEPEN",2
"2020-12-13","M","45-64","LA LIBERTAD","PACASMAYO",2
"2020-12-13","M","45-64","LA LIBERTAD","TRUJILLO",3
"2020-12-13","M","45-64","LAMBAYEQUE","CHICLAYO",6
"2020-12-13","M","45-64","LAMBAYEQUE","FERREÑAFE",1
"2020-12-13","M","45-64","LAMBAYEQUE","LAMBAYEQUE",3
"2020-12-13","M","45-64","LIMA","BARRANCA",1
"2020-12-13","M","45-64","LIMA","CAÑETE",1
"2020-12-13","M","45-64","LIMA","HUAURA",1
"2020-12-13","M","45-64","LIMA","LIMA",7
"2020-12-13","M","45-64","LIMA","OYON",1
"2020-12-13","M","45-64","LORETO","ALTO AMAZONAS",1
"2020-12-13","M","45-64","MADRE DE DIOS","TAMBOPATA",1
"2020-12-13","M","45-64","MOQUEGUA","ILO",2
"2020-12-13","M","45-64","MOQUEGUA","MARISCAL NIETO",2
"2020-12-13","M","45-64","PASCO","PASCO",1
"2020-12-13","M","45-64","PIURA","HUANCABAMBA",1
"2020-12-13","M","45-64","PIURA","MORROPON",1
"2020-12-13","M","45-64","PIURA","PAITA",1
"2020-12-13","M","45-64","PIURA","PIURA",5
"2020-12-13","M","45-64","PIURA","SECHURA",1
"2020-12-13","M","45-64","PIURA","SULLANA",2
"2020-12-13","M","45-64","PIURA","TALARA",1
"2020-12-13","M","45-64","PUNO","AZANGARO",1
"2020-12-13","M","45-64","PUNO","CARABAYA",1
"2020-12-13","M","45-64","PUNO","SAN ROMAN",1
"2020-12-13","M","45-64","PUNO","SANDIA",1
"2020-12-13","M","45-64","TACNA","TACNA",1
"2020-12-13","M","45-64","TUMBES","TUMBES",1
"2020-12-13","M","45-64","UCAYALI","CORONEL PORTILLO",2
"2020-12-13","M","65+","AMAZONAS","UTCUBAMBA",1
"2020-12-13","M","65+","ANCASH","BOLOGNESI",1
"2020-12-13","M","65+","ANCASH","HUARAZ",1
"2020-12-13","M","65+","ANCASH","HUAYLAS",1
"2020-12-13","M","65+","ANCASH","SANTA",6
"2020-12-13","M","65+","ANCASH","YUNGAY",1
"2020-12-13","M","65+","APURIMAC","ABANCAY",2
"2020-12-13","M","65+","APURIMAC","GRAU",1
"2020-12-13","M","65+","AREQUIPA","AREQUIPA",6
"2020-12-13","M","65+","AREQUIPA","CAMANA",1
"2020-12-13","M","65+","AREQUIPA","CARAVELI",1
"2020-12-13","M","65+","AREQUIPA","CAYLLOMA",2
"2020-12-13","M","65+","AREQUIPA","CONDESUYOS",1
"2020-12-13","M","65+","AYACUCHO","HUAMANGA",2
"2020-12-13","M","65+","AYACUCHO","LA MAR",1
"2020-12-13","M","65+","AYACUCHO","PAUCAR DEL SARA SARA",1
"2020-12-13","M","65+","CAJAMARCA","CAJABAMBA",1
"2020-12-13","M","65+","CAJAMARCA","CAJAMARCA",1
"2020-12-13","M","65+","CAJAMARCA","CELENDIN",3
"2020-12-13","M","65+","CAJAMARCA","HUALGAYOC",2
"2020-12-13","M","65+","CAJAMARCA","JAEN",1
"2020-12-13","M","65+","CAJAMARCA","SAN IGNACIO",1
"2020-12-13","M","65+","CALLAO","CALLAO",6
"2020-12-13","M","65+","CUSCO","QUISPICANCHI",1
"2020-12-13","M","65+","HUANCAVELICA","HUAYTARA",1
"2020-12-13","M","65+","HUANUCO","AMBO",1
"2020-12-13","M","65+","HUANUCO","HUAMALIES",2
"2020-12-13","M","65+","HUANUCO","HUANUCO",1
"2020-12-13","M","65+","ICA","CHINCHA",3
"2020-12-13","M","65+","ICA","ICA",4
"2020-12-13","M","65+","ICA","NAZCA",2
"2020-12-13","M","65+","ICA","PALPA",1
"2020-12-13","M","65+","ICA","PISCO",3
"2020-12-13","M","65+","JUNIN","CHANCHAMAYO",2
"2020-12-13","M","65+","JUNIN","HUANCAYO",3
"2020-12-13","M","65+","JUNIN","TARMA",1
"2020-12-13","M","65+","JUNIN","YAULI",1
"2020-12-13","M","65+","LA LIBERTAD","ASCOPE",1
"2020-12-13","M","65+","LA LIBERTAD","CHEPEN",1
"2020-12-13","M","65+","LA LIBERTAD","GRAN CHIMU",1
"2020-12-13","M","65+","LA LIBERTAD","TRUJILLO",7
"2020-12-13","M","65+","LAMBAYEQUE","CHICLAYO",5
"2020-12-13","M","65+","LAMBAYEQUE","FERREÑAFE",3
"2020-12-13","M","65+","LAMBAYEQUE","LAMBAYEQUE",3
"2020-12-13","M","65+","LIMA","BARRANCA",1
"2020-12-13","M","65+","LIMA","CAÑETE",1
"2020-12-13","M","65+","LIMA","HUAURA",3
"2020-12-13","M","65+","LIMA","LIMA",7
"2020-12-13","M","65+","LORETO","MAYNAS",1
"2020-12-13","M","65+","LORETO","REQUENA",1
"2020-12-13","M","65+","MOQUEGUA","ILO",4
"2020-12-13","M","65+","MOQUEGUA","MARISCAL NIETO",1
"2020-12-13","M","65+","PASCO","OXAPAMPA",1
"2020-12-13","M","65+","PASCO","PASCO",1
"2020-12-13","M","65+","PIURA","AYABACA",1
"2020-12-13","M","65+","PIURA","HUANCABAMBA",1
"2020-12-13","M","65+","PIURA","MORROPON",3
"2020-12-13","M","65+","PIURA","PAITA",1
"2020-12-13","M","65+","PIURA","PIURA",7
"2020-12-13","M","65+","PIURA","SECHURA",2
"2020-12-13","M","65+","PIURA","SULLANA",3
"2020-12-13","M","65+","PIURA","TALARA",2
"2020-12-13","M","65+","PUNO","PUNO",3
"2020-12-13","M","65+","PUNO","YUNGUYO",1
"2020-12-13","M","65+","SAN MARTIN","SAN MARTIN",1
"2020-12-13","M","65+","TUMBES","CONTRALMIRANTE VILLAR",1
"2020-12-13","M","65+","TUMBES","TUMBES",3
"2020-12-13","M","65+","TUMBES","ZARUMILLA",1
"2020-12-13","M","65+","UCAYALI","CORONEL PORTILLO",4
"2020-12-20","F","0-17","AMAZONAS","CONDORCANQUI",1
"2020-12-20","F","0-17","LIMA","LIMA",1
"2020-12-20","F","18-44","AMAZONAS","UTCUBAMBA",1
"2020-12-20","F","18-44","AREQUIPA","AREQUIPA",2
"2020-12-20","F","18-44","AREQUIPA","ISLAY",1
"2020-12-20","F","18-44","ICA","PISCO",1
"2020-12-20","F","18-44","JUNIN","HUANCAYO",1
