"year_week","sexo","agrp","dpt_cdc","prov_cdc","n"
"2020-11-15","M","65+","LA LIBERTAD","SANTIAGO DE CHUCO",1
"2020-11-15","M","65+","LA LIBERTAD","TRUJILLO",5
"2020-11-15","M","65+","LA LIBERTAD","VIRU",3
"2020-11-15","M","65+","LAMBAYEQUE","CHICLAYO",7
"2020-11-15","M","65+","LAMBAYEQUE","FERREÑAFE",2
"2020-11-15","M","65+","LAMBAYEQUE","LAMBAYEQUE",1
"2020-11-15","M","65+","LIMA","BARRANCA",2
"2020-11-15","M","65+","LIMA","HUARAL",1
"2020-11-15","M","65+","LIMA","HUAURA",3
"2020-11-15","M","65+","LIMA","LIMA",7
"2020-11-15","M","65+","LORETO","MAYNAS",1
"2020-11-15","M","65+","MOQUEGUA","ILO",2
"2020-11-15","M","65+","MOQUEGUA","MARISCAL NIETO",1
"2020-11-15","M","65+","PIURA","HUANCABAMBA",1
"2020-11-15","M","65+","PIURA","MORROPON",5
"2020-11-15","M","65+","PIURA","PIURA",7
"2020-11-15","M","65+","PIURA","SECHURA",1
"2020-11-15","M","65+","PIURA","SULLANA",2
"2020-11-15","M","65+","PIURA","TALARA",1
"2020-11-15","M","65+","PUNO","SAN ROMAN",1
"2020-11-15","M","65+","PUNO","SANDIA",1
"2020-11-15","M","65+","SAN MARTIN","RIOJA",1
"2020-11-15","M","65+","TUMBES","CONTRALMIRANTE VILLAR",1
"2020-11-15","M","65+","TUMBES","TUMBES",2
"2020-11-15","M","65+","TUMBES","ZARUMILLA",1
"2020-11-15","M","65+","UCAYALI","CORONEL PORTILLO",3
"2020-11-22","F","0-17","LIMA","LIMA",2
"2020-11-22","F","0-17","PIURA","PIURA",2
"2020-11-22","F","0-17","PIURA","TALARA",1
"2020-11-22","F","0-17","SAN MARTIN","LAMAS",1
"2020-11-22","F","0-17","SAN MARTIN","TOCACHE",1
"2020-11-22","F","18-44","APURIMAC","ABANCAY",2
"2020-11-22","F","18-44","CUSCO","URUBAMBA",1
"2020-11-22","F","18-44","JUNIN","TARMA",1
"2020-11-22","F","18-44","LAMBAYEQUE","CHICLAYO",1
"2020-11-22","F","18-44","LIMA","LIMA",5
"2020-11-22","F","18-44","MADRE DE DIOS","TAMBOPATA",1
"2020-11-22","F","18-44","PASCO","PASCO",1
"2020-11-22","F","18-44","PIURA","MORROPON",1
"2020-11-22","F","18-44","PIURA","PIURA",1
"2020-11-22","F","45-64","AMAZONAS","BAGUA",1
"2020-11-22","F","45-64","AMAZONAS","UTCUBAMBA",1
"2020-11-22","F","45-64","ANCASH","SANTA",3
"2020-11-22","F","45-64","AREQUIPA","AREQUIPA",1
"2020-11-22","F","45-64","AREQUIPA","CASTILLA",1
"2020-11-22","F","45-64","AYACUCHO","HUANTA",1
"2020-11-22","F","45-64","CALLAO","CALLAO",2
"2020-11-22","F","45-64","HUANCAVELICA","HUANCAVELICA",1
"2020-11-22","F","45-64","HUANUCO","HUAMALIES",1
"2020-11-22","F","45-64","HUANUCO","HUANUCO",1
"2020-11-22","F","45-64","HUANUCO","MARAÑON",1
"2020-11-22","F","45-64","ICA","CHINCHA",1
"2020-11-22","F","45-64","ICA","ICA",1
"2020-11-22","F","45-64","ICA","NAZCA",1
"2020-11-22","F","45-64","JUNIN","CHANCHAMAYO",1
"2020-11-22","F","45-64","JUNIN","HUANCAYO",1
"2020-11-22","F","45-64","LA LIBERTAD","SANCHEZ CARRION",1
"2020-11-22","F","45-64","LA LIBERTAD","TRUJILLO",1
"2020-11-22","F","45-64","LAMBAYEQUE","CHICLAYO",2
"2020-11-22","F","45-64","LAMBAYEQUE","LAMBAYEQUE",2
"2020-11-22","F","45-64","LIMA","CAÑETE",1
"2020-11-22","F","45-64","LIMA","LIMA",7
"2020-11-22","F","45-64","PIURA","MORROPON",2
"2020-11-22","F","45-64","PIURA","PIURA",2
"2020-11-22","F","45-64","PIURA","SECHURA",1
"2020-11-22","F","45-64","PIURA","SULLANA",1
"2020-11-22","F","45-64","PIURA","TALARA",1
"2020-11-22","F","45-64","PUNO","SAN ROMAN",1
"2020-11-22","F","45-64","SAN MARTIN","LAMAS",1
"2020-11-22","F","45-64","SAN MARTIN","MARISCAL CACERES",1
"2020-11-22","F","45-64","TACNA","TACNA",1
"2020-11-22","F","45-64","TUMBES","TUMBES",1
"2020-11-22","F","45-64","UCAYALI","CORONEL PORTILLO",2
"2020-11-22","F","65+","ANCASH","BOLOGNESI",1
"2020-11-22","F","65+","ANCASH","SANTA",3
"2020-11-22","F","65+","APURIMAC","ABANCAY",1
"2020-11-22","F","65+","APURIMAC","ANDAHUAYLAS",1
"2020-11-22","F","65+","APURIMAC","CHINCHEROS",1
"2020-11-22","F","65+","AREQUIPA","AREQUIPA",3
"2020-11-22","F","65+","AREQUIPA","CAMANA",1
"2020-11-22","F","65+","CAJAMARCA","CAJABAMBA",1
"2020-11-22","F","65+","CAJAMARCA","CAJAMARCA",1
"2020-11-22","F","65+","CAJAMARCA","JAEN",1
"2020-11-22","F","65+","CAJAMARCA","SAN IGNACIO",1
"2020-11-22","F","65+","CAJAMARCA","SAN MIGUEL",1
"2020-11-22","F","65+","CALLAO","CALLAO",5
"2020-11-22","F","65+","CUSCO","ACOMAYO",1
"2020-11-22","F","65+","CUSCO","CANCHIS",1
"2020-11-22","F","65+","CUSCO","LA CONVENCION",1
"2020-11-22","F","65+","CUSCO","QUISPICANCHI",1
"2020-11-22","F","65+","HUANCAVELICA","ACOBAMBA",1
"2020-11-22","F","65+","ICA","CHINCHA",4
"2020-11-22","F","65+","ICA","ICA",3
"2020-11-22","F","65+","ICA","PISCO",2
"2020-11-22","F","65+","JUNIN","HUANCAYO",2
"2020-11-22","F","65+","JUNIN","JAUJA",1
"2020-11-22","F","65+","JUNIN","SATIPO",1
"2020-11-22","F","65+","LA LIBERTAD","TRUJILLO",4
"2020-11-22","F","65+","LAMBAYEQUE","CHICLAYO",5
"2020-11-22","F","65+","LAMBAYEQUE","FERREÑAFE",1
"2020-11-22","F","65+","LAMBAYEQUE","LAMBAYEQUE",4
"2020-11-22","F","65+","LIMA","BARRANCA",1
"2020-11-22","F","65+","LIMA","CAÑETE",1
"2020-11-22","F","65+","LIMA","HUARAL",2
"2020-11-22","F","65+","LIMA","HUAROCHIRI",1
"2020-11-22","F","65+","LIMA","HUAURA",2
"2020-11-22","F","65+","LIMA","LIMA",7
"2020-11-22","F","65+","LORETO","DATEM DEL MARAÑON",1
"2020-11-22","F","65+","PASCO","OXAPAMPA",2
"2020-11-22","F","65+","PIURA","MORROPON",3
"2020-11-22","F","65+","PIURA","PIURA",5
"2020-11-22","F","65+","PIURA","SECHURA",1
"2020-11-22","F","65+","PIURA","SULLANA",1
"2020-11-22","F","65+","PIURA","TALARA",1
"2020-11-22","F","65+","PUNO","AZANGARO",1
"2020-11-22","F","65+","PUNO","PUNO",1
"2020-11-22","F","65+","PUNO","SANDIA",1
"2020-11-22","F","65+","SAN MARTIN","LAMAS",1
"2020-11-22","F","65+","TACNA","TACNA",1
"2020-11-22","F","65+","TUMBES","CONTRALMIRANTE VILLAR",1
"2020-11-22","F","65+","TUMBES","TUMBES",3
"2020-11-22","F","65+","TUMBES","ZARUMILLA",1
"2020-11-22","F","65+","UCAYALI","CORONEL PORTILLO",1
"2020-11-22","M","0-17","AYACUCHO","HUAMANGA",1
"2020-11-22","M","0-17","JUNIN","HUANCAYO",1
"2020-11-22","M","18-44","APURIMAC","ABANCAY",2
"2020-11-22","M","18-44","AREQUIPA","AREQUIPA",2
"2020-11-22","M","18-44","CAJAMARCA","CELENDIN",1
"2020-11-22","M","18-44","CUSCO","PARURO",1
"2020-11-22","M","18-44","LA LIBERTAD","CHEPEN",2
"2020-11-22","M","18-44","LA LIBERTAD","VIRU",1
"2020-11-22","M","18-44","LAMBAYEQUE","CHICLAYO",1
"2020-11-22","M","18-44","LAMBAYEQUE","LAMBAYEQUE",1
"2020-11-22","M","18-44","LIMA","BARRANCA",1
"2020-11-22","M","18-44","LIMA","LIMA",5
"2020-11-22","M","18-44","LORETO","DATEM DEL MARAÑON",1
"2020-11-22","M","18-44","PIURA","PIURA",3
"2020-11-22","M","18-44","PUNO","SAN ROMAN",1
"2020-11-22","M","45-64","ANCASH","CASMA",1
"2020-11-22","M","45-64","ANCASH","HUARAZ",1
"2020-11-22","M","45-64","APURIMAC","ANDAHUAYLAS",1
"2020-11-22","M","45-64","AREQUIPA","AREQUIPA",2
"2020-11-22","M","45-64","AREQUIPA","CARAVELI",2
"2020-11-22","M","45-64","CAJAMARCA","SAN PABLO",1
"2020-11-22","M","45-64","CALLAO","CALLAO",3
"2020-11-22","M","45-64","CUSCO","LA CONVENCION",1
"2020-11-22","M","45-64","ICA","CHINCHA",3
"2020-11-22","M","45-64","JUNIN","HUANCAYO",2
"2020-11-22","M","45-64","JUNIN","JUNIN",1
"2020-11-22","M","45-64","JUNIN","YAULI",1
"2020-11-22","M","45-64","LA LIBERTAD","ASCOPE",2
"2020-11-22","M","45-64","LA LIBERTAD","OTUZCO",1
"2020-11-22","M","45-64","LA LIBERTAD","PACASMAYO",1
"2020-11-22","M","45-64","LA LIBERTAD","TRUJILLO",3
"2020-11-22","M","45-64","LAMBAYEQUE","CHICLAYO",6
"2020-11-22","M","45-64","LAMBAYEQUE","FERREÑAFE",2
"2020-11-22","M","45-64","LAMBAYEQUE","LAMBAYEQUE",2
"2020-11-22","M","45-64","LIMA","BARRANCA",1
"2020-11-22","M","45-64","LIMA","CAÑETE",1
"2020-11-22","M","45-64","LIMA","HUARAL",2
"2020-11-22","M","45-64","LIMA","HUAURA",1
"2020-11-22","M","45-64","LIMA","LIMA",7
"2020-11-22","M","45-64","LORETO","ALTO AMAZONAS",1
"2020-11-22","M","45-64","LORETO","MAYNAS",1
"2020-11-22","M","45-64","MOQUEGUA","MARISCAL NIETO",1
"2020-11-22","M","45-64","PASCO","OXAPAMPA",2
"2020-11-22","M","45-64","PASCO","PASCO",2
"2020-11-22","M","45-64","PIURA","AYABACA",1
"2020-11-22","M","45-64","PIURA","HUANCABAMBA",1
"2020-11-22","M","45-64","PIURA","MORROPON",3
"2020-11-22","M","45-64","PIURA","PIURA",4
"2020-11-22","M","45-64","PIURA","TALARA",3
"2020-11-22","M","45-64","PUNO","EL COLLAO",1
"2020-11-22","M","45-64","PUNO","SAN ROMAN",1
"2020-11-22","M","45-64","TACNA","TACNA",1
"2020-11-22","M","45-64","TUMBES","TUMBES",1
"2020-11-22","M","45-64","UCAYALI","CORONEL PORTILLO",1
"2020-11-22","M","65+","AMAZONAS","BAGUA",1
"2020-11-22","M","65+","AMAZONAS","CHACHAPOYAS",1
"2020-11-22","M","65+","AMAZONAS","UTCUBAMBA",1
"2020-11-22","M","65+","ANCASH","MARISCAL LUZURIAGA",1
"2020-11-22","M","65+","ANCASH","SANTA",5
"2020-11-22","M","65+","APURIMAC","ABANCAY",1
"2020-11-22","M","65+","APURIMAC","AYMARAES",1
"2020-11-22","M","65+","AREQUIPA","AREQUIPA",4
"2020-11-22","M","65+","AREQUIPA","CAMANA",1
"2020-11-22","M","65+","AYACUCHO","HUAMANGA",1
"2020-11-22","M","65+","AYACUCHO","VICTOR FAJARDO",1
"2020-11-22","M","65+","CAJAMARCA","CAJAMARCA",1
"2020-11-22","M","65+","CAJAMARCA","CHOTA",1
"2020-11-22","M","65+","CAJAMARCA","CONTUMAZA",1
"2020-11-22","M","65+","CAJAMARCA","CUTERVO",1
"2020-11-22","M","65+","CAJAMARCA","JAEN",1
"2020-11-22","M","65+","CALLAO","CALLAO",5
"2020-11-22","M","65+","CUSCO","CUSCO",2
"2020-11-22","M","65+","CUSCO","LA CONVENCION",1
"2020-11-22","M","65+","HUANCAVELICA","CHURCAMPA",1
"2020-11-22","M","65+","HUANUCO","HUACAYBAMBA",1
"2020-11-22","M","65+","HUANUCO","HUAMALIES",2
"2020-11-22","M","65+","HUANUCO","HUANUCO",1
"2020-11-22","M","65+","HUANUCO","PACHITEA",1
"2020-11-22","M","65+","ICA","CHINCHA",4
"2020-11-22","M","65+","ICA","ICA",3
"2020-11-22","M","65+","ICA","PALPA",1
"2020-11-22","M","65+","ICA","PISCO",2
"2020-11-22","M","65+","JUNIN","CHANCHAMAYO",1
"2020-11-22","M","65+","JUNIN","CHUPACA",1
"2020-11-22","M","65+","JUNIN","CONCEPCION",1
"2020-11-22","M","65+","JUNIN","HUANCAYO",1
"2020-11-22","M","65+","LA LIBERTAD","ASCOPE",1
"2020-11-22","M","65+","LA LIBERTAD","CHEPEN",2
"2020-11-22","M","65+","LA LIBERTAD","OTUZCO",1
"2020-11-22","M","65+","LA LIBERTAD","PACASMAYO",1
"2020-11-22","M","65+","LA LIBERTAD","TRUJILLO",4
"2020-11-22","M","65+","LAMBAYEQUE","CHICLAYO",6
"2020-11-22","M","65+","LAMBAYEQUE","FERREÑAFE",3
"2020-11-22","M","65+","LAMBAYEQUE","LAMBAYEQUE",5
"2020-11-22","M","65+","LIMA","BARRANCA",1
"2020-11-22","M","65+","LIMA","CAÑETE",2
"2020-11-22","M","65+","LIMA","HUARAL",1
"2020-11-22","M","65+","LIMA","HUAROCHIRI",2
"2020-11-22","M","65+","LIMA","HUAURA",1
"2020-11-22","M","65+","LIMA","LIMA",7
"2020-11-22","M","65+","LORETO","MAYNAS",1
"2020-11-22","M","65+","MADRE DE DIOS","TAMBOPATA",1
"2020-11-22","M","65+","MOQUEGUA","MARISCAL NIETO",2
"2020-11-22","M","65+","PASCO","DANIEL ALCIDES CARRION",1
"2020-11-22","M","65+","PASCO","OXAPAMPA",2
"2020-11-22","M","65+","PIURA","MORROPON",5
"2020-11-22","M","65+","PIURA","PAITA",1
"2020-11-22","M","65+","PIURA","PIURA",7
"2020-11-22","M","65+","PIURA","SULLANA",3
"2020-11-22","M","65+","PIURA","TALARA",1
"2020-11-22","M","65+","PUNO","EL COLLAO",1
"2020-11-22","M","65+","SAN MARTIN","LAMAS",1
"2020-11-22","M","65+","SAN MARTIN","MARISCAL CACERES",1
"2020-11-22","M","65+","SAN MARTIN","MOYOBAMBA",1
"2020-11-22","M","65+","SAN MARTIN","PICOTA",1
"2020-11-22","M","65+","SAN MARTIN","RIOJA",1
"2020-11-22","M","65+","SAN MARTIN","TOCACHE",1
"2020-11-22","M","65+","TACNA","TACNA",2
"2020-11-22","M","65+","TUMBES","CONTRALMIRANTE VILLAR",1
"2020-11-22","M","65+","TUMBES","ZARUMILLA",2
"2020-11-22","M","65+","UCAYALI","CORONEL PORTILLO",1
"2020-11-22","M","65+","UCAYALI","PADRE ABAD",1
"2020-11-29","F","0-17","PIURA","PIURA",1
"2020-11-29","F","0-17","PIURA","SULLANA",1
"2020-11-29","F","18-44","AREQUIPA","ISLAY",1
"2020-11-29","F","18-44","AYACUCHO","LA MAR",1
"2020-11-29","F","18-44","CALLAO","CALLAO",1
"2020-11-29","F","18-44","HUANUCO","PUERTO INCA",1
"2020-11-29","F","18-44","ICA","ICA",1
"2020-11-29","F","18-44","ICA","PISCO",1
"2020-11-29","F","18-44","LIMA","CAÑETE",1
"2020-11-29","F","18-44","LIMA","HUARAL",1
"2020-11-29","F","18-44","LIMA","LIMA",5
"2020-11-29","F","18-44","MOQUEGUA","ILO",1
"2020-11-29","F","18-44","PIURA","PIURA",2
"2020-11-29","F","45-64","ANCASH","HUARAZ",1
"2020-11-29","F","45-64","ANCASH","SANTA",2
"2020-11-29","F","45-64","AREQUIPA","CAMANA",1
"2020-11-29","F","45-64","CAJAMARCA","CAJAMARCA",1
"2020-11-29","F","45-64","CUSCO","CUSCO",1
"2020-11-29","F","45-64","ICA","ICA",1
"2020-11-29","F","45-64","ICA","NAZCA",1
"2020-11-29","F","45-64","JUNIN","CONCEPCION",1
"2020-11-29","F","45-64","JUNIN","HUANCAYO",2
"2020-11-29","F","45-64","LA LIBERTAD","ASCOPE",2
"2020-11-29","F","45-64","LA LIBERTAD","PACASMAYO",1
"2020-11-29","F","45-64","LA LIBERTAD","TRUJILLO",2
"2020-11-29","F","45-64","LAMBAYEQUE","CHICLAYO",2
"2020-11-29","F","45-64","LAMBAYEQUE","LAMBAYEQUE",2
"2020-11-29","F","45-64","LIMA","LIMA",7
"2020-11-29","F","45-64","MOQUEGUA","ILO",1
"2020-11-29","F","45-64","PIURA","HUANCABAMBA",1
"2020-11-29","F","45-64","PIURA","PAITA",2
"2020-11-29","F","45-64","PIURA","PIURA",4
"2020-11-29","F","45-64","PIURA","SECHURA",1
"2020-11-29","F","45-64","PUNO","SAN ROMAN",1
"2020-11-29","F","65+","AMAZONAS","BONGARA",1
"2020-11-29","F","65+","ANCASH","CASMA",2
"2020-11-29","F","65+","ANCASH","HUARAZ",1
"2020-11-29","F","65+","ANCASH","SANTA",3
"2020-11-29","F","65+","APURIMAC","ANDAHUAYLAS",1
"2020-11-29","F","65+","APURIMAC","CHINCHEROS",1
"2020-11-29","F","65+","AREQUIPA","AREQUIPA",5
"2020-11-29","F","65+","AREQUIPA","CARAVELI",1
"2020-11-29","F","65+","AREQUIPA","CASTILLA",1
"2020-11-29","F","65+","AREQUIPA","ISLAY",1
"2020-11-29","F","65+","CAJAMARCA","CAJAMARCA",1
"2020-11-29","F","65+","CAJAMARCA","CELENDIN",1
"2020-11-29","F","65+","CAJAMARCA","CUTERVO",1
"2020-11-29","F","65+","CAJAMARCA","SAN MARCOS",1
"2020-11-29","F","65+","CALLAO","CALLAO",5
"2020-11-29","F","65+","CUSCO","CUSCO",3
"2020-11-29","F","65+","CUSCO","LA CONVENCION",1
"2020-11-29","F","65+","CUSCO","QUISPICANCHI",1
"2020-11-29","F","65+","HUANUCO","HUANUCO",5
"2020-11-29","F","65+","ICA","ICA",2
"2020-11-29","F","65+","ICA","NAZCA",1
"2020-11-29","F","65+","JUNIN","CONCEPCION",1
"2020-11-29","F","65+","JUNIN","HUANCAYO",3
"2020-11-29","F","65+","LA LIBERTAD","CHEPEN",1
"2020-11-29","F","65+","LA LIBERTAD","PACASMAYO",1
"2020-11-29","F","65+","LA LIBERTAD","TRUJILLO",6
"2020-11-29","F","65+","LAMBAYEQUE","CHICLAYO",5
"2020-11-29","F","65+","LAMBAYEQUE","LAMBAYEQUE",2
"2020-11-29","F","65+","LIMA","HUARAL",2
"2020-11-29","F","65+","LIMA","HUAURA",1
"2020-11-29","F","65+","LIMA","LIMA",7
"2020-11-29","F","65+","LIMA","OYON",1
"2020-11-29","F","65+","LORETO","ALTO AMAZONAS",1
"2020-11-29","F","65+","PASCO","OXAPAMPA",2
"2020-11-29","F","65+","PASCO","PASCO",2
"2020-11-29","F","65+","PIURA","AYABACA",1
"2020-11-29","F","65+","PIURA","HUANCABAMBA",1
"2020-11-29","F","65+","PIURA","MORROPON",4
"2020-11-29","F","65+","PIURA","PAITA",1
"2020-11-29","F","65+","PIURA","PIURA",5
"2020-11-29","F","65+","PIURA","SULLANA",4
"2020-11-29","F","65+","SAN MARTIN","EL DORADO",1
"2020-11-29","F","65+","SAN MARTIN","MOYOBAMBA",1
"2020-11-29","F","65+","SAN MARTIN","RIOJA",1
"2020-11-29","F","65+","SAN MARTIN","TOCACHE",1
"2020-11-29","F","65+","TUMBES","TUMBES",2
"2020-11-29","F","65+","TUMBES","ZARUMILLA",1
"2020-11-29","F","65+","UCAYALI","ATALAYA",1
"2020-11-29","F","65+","UCAYALI","CORONEL PORTILLO",1
"2020-11-29","M","0-17","CALLAO","CALLAO",1
"2020-11-29","M","0-17","HUANCAVELICA","CHURCAMPA",1
"2020-11-29","M","18-44","APURIMAC","AYMARAES",1
"2020-11-29","M","18-44","AREQUIPA","AREQUIPA",2
"2020-11-29","M","18-44","AYACUCHO","HUAMANGA",1
"2020-11-29","M","18-44","CALLAO","CALLAO",1
"2020-11-29","M","18-44","CUSCO","CANCHIS",1
"2020-11-29","M","18-44","HUANUCO","PUERTO INCA",1
"2020-11-29","M","18-44","ICA","CHINCHA",2
"2020-11-29","M","18-44","LA LIBERTAD","TRUJILLO",1
"2020-11-29","M","18-44","LAMBAYEQUE","CHICLAYO",4
"2020-11-29","M","18-44","LIMA","LIMA",7
"2020-11-29","M","18-44","MOQUEGUA","ILO",1
"2020-11-29","M","18-44","PIURA","MORROPON",1
"2020-11-29","M","18-44","PIURA","PIURA",2
"2020-11-29","M","18-44","PIURA","SECHURA",1
"2020-11-29","M","18-44","PIURA","SULLANA",1
"2020-11-29","M","18-44","PUNO","AZANGARO",1
"2020-11-29","M","18-44","PUNO","HUANCANE",1
"2020-11-29","M","18-44","SAN MARTIN","SAN MARTIN",1
"2020-11-29","M","18-44","TACNA","TACNA",1
"2020-11-29","M","45-64","ANCASH","HUARAZ",1
"2020-11-29","M","45-64","ANCASH","HUARI",1
"2020-11-29","M","45-64","ANCASH","SANTA",2
"2020-11-29","M","45-64","APURIMAC","AYMARAES",1
"2020-11-29","M","45-64","AREQUIPA","AREQUIPA",2
"2020-11-29","M","45-64","AREQUIPA","ISLAY",1
"2020-11-29","M","45-64","AYACUCHO","VILCAS HUAMAN",1
"2020-11-29","M","45-64","CAJAMARCA","CAJAMARCA",1
"2020-11-29","M","45-64","CAJAMARCA","CUTERVO",1
"2020-11-29","M","45-64","CAJAMARCA","JAEN",1
"2020-11-29","M","45-64","CALLAO","CALLAO",3
"2020-11-29","M","45-64","CUSCO","ANTA",1
"2020-11-29","M","45-64","CUSCO","CUSCO",2
"2020-11-29","M","45-64","CUSCO","ESPINAR",1
"2020-11-29","M","45-64","CUSCO","LA CONVENCION",1
"2020-11-29","M","45-64","ICA","CHINCHA",1
"2020-11-29","M","45-64","ICA","ICA",1
"2020-11-29","M","45-64","ICA","PISCO",3
"2020-11-29","M","45-64","JUNIN","CONCEPCION",1
"2020-11-29","M","45-64","JUNIN","SATIPO",1
"2020-11-29","M","45-64","LA LIBERTAD","ASCOPE",1
"2020-11-29","M","45-64","LA LIBERTAD","TRUJILLO",4
"2020-11-29","M","45-64","LAMBAYEQUE","CHICLAYO",5
"2020-11-29","M","45-64","LAMBAYEQUE","FERREÑAFE",2
"2020-11-29","M","45-64","LIMA","HUAURA",1
"2020-11-29","M","45-64","LIMA","LIMA",7
"2020-11-29","M","45-64","LORETO","ALTO AMAZONAS",1
"2020-11-29","M","45-64","PASCO","OXAPAMPA",1
"2020-11-29","M","45-64","PIURA","MORROPON",3
"2020-11-29","M","45-64","PIURA","PIURA",7
"2020-11-29","M","45-64","PIURA","SECHURA",1
"2020-11-29","M","45-64","PIURA","SULLANA",3
"2020-11-29","M","45-64","PIURA","TALARA",3
"2020-11-29","M","45-64","PUNO","YUNGUYO",1
"2020-11-29","M","45-64","SAN MARTIN","BELLAVISTA",1
"2020-11-29","M","45-64","SAN MARTIN","SAN MARTIN",1
"2020-11-29","M","45-64","UCAYALI","CORONEL PORTILLO",1
"2020-11-29","M","65+","AMAZONAS","BAGUA",1
"2020-11-29","M","65+","ANCASH","CASMA",2
"2020-11-29","M","65+","ANCASH","HUARAZ",2
"2020-11-29","M","65+","ANCASH","HUARI",2
"2020-11-29","M","65+","ANCASH","SANTA",4
"2020-11-29","M","65+","APURIMAC","ANDAHUAYLAS",2
"2020-11-29","M","65+","APURIMAC","CHINCHEROS",1
"2020-11-29","M","65+","AREQUIPA","AREQUIPA",5
"2020-11-29","M","65+","AREQUIPA","ISLAY",1
"2020-11-29","M","65+","AYACUCHO","HUAMANGA",2
"2020-11-29","M","65+","AYACUCHO","PARINACOCHAS",1
"2020-11-29","M","65+","AYACUCHO","PAUCAR DEL SARA SARA",1
"2020-11-29","M","65+","CAJAMARCA","CAJABAMBA",2
"2020-11-29","M","65+","CAJAMARCA","CAJAMARCA",1
"2020-11-29","M","65+","CAJAMARCA","CUTERVO",2
"2020-11-29","M","65+","CAJAMARCA","HUALGAYOC",1
"2020-11-29","M","65+","CAJAMARCA","JAEN",1
"2020-11-29","M","65+","CAJAMARCA","SAN IGNACIO",1
"2020-11-29","M","65+","CAJAMARCA","SAN MARCOS",1
"2020-11-29","M","65+","CAJAMARCA","SANTA CRUZ",2
"2020-11-29","M","65+","CALLAO","CALLAO",5
"2020-11-29","M","65+","CUSCO","CALCA",1
"2020-11-29","M","65+","CUSCO","CANCHIS",1
"2020-11-29","M","65+","CUSCO","CUSCO",2
"2020-11-29","M","65+","CUSCO","LA CONVENCION",1
"2020-11-29","M","65+","CUSCO","QUISPICANCHI",3
"2020-11-29","M","65+","CUSCO","URUBAMBA",1
"2020-11-29","M","65+","HUANUCO","AMBO",1
"2020-11-29","M","65+","HUANUCO","HUANUCO",3
"2020-11-29","M","65+","ICA","CHINCHA",1
"2020-11-29","M","65+","ICA","ICA",2
"2020-11-29","M","65+","ICA","NAZCA",1
"2020-11-29","M","65+","ICA","PISCO",3
"2020-11-29","M","65+","JUNIN","CHANCHAMAYO",2
"2020-11-29","M","65+","JUNIN","CHUPACA",2
"2020-11-29","M","65+","JUNIN","HUANCAYO",3
"2020-11-29","M","65+","JUNIN","TARMA",1
"2020-11-29","M","65+","JUNIN","YAULI",1
"2020-11-29","M","65+","LA LIBERTAD","CHEPEN",1
"2020-11-29","M","65+","LA LIBERTAD","GRAN CHIMU",1
"2020-11-29","M","65+","LA LIBERTAD","TRUJILLO",4
"2020-11-29","M","65+","LAMBAYEQUE","CHICLAYO",4
"2020-11-29","M","65+","LAMBAYEQUE","FERREÑAFE",2
"2020-11-29","M","65+","LAMBAYEQUE","LAMBAYEQUE",3
"2020-11-29","M","65+","LIMA","BARRANCA",1
"2020-11-29","M","65+","LIMA","CAÑETE",2
"2020-11-29","M","65+","LIMA","HUARAL",1
"2020-11-29","M","65+","LIMA","HUAURA",1
"2020-11-29","M","65+","LIMA","LIMA",7
"2020-11-29","M","65+","LORETO","MAYNAS",1
"2020-11-29","M","65+","MOQUEGUA","ILO",1
"2020-11-29","M","65+","MOQUEGUA","MARISCAL NIETO",1
"2020-11-29","M","65+","PASCO","PASCO",1
"2020-11-29","M","65+","PIURA","AYABACA",1
"2020-11-29","M","65+","PIURA","HUANCABAMBA",2
"2020-11-29","M","65+","PIURA","MORROPON",6
"2020-11-29","M","65+","PIURA","PAITA",1
"2020-11-29","M","65+","PIURA","PIURA",6
"2020-11-29","M","65+","PIURA","SULLANA",4
"2020-11-29","M","65+","PUNO","HUANCANE",1
"2020-11-29","M","65+","PUNO","MELGAR",1
"2020-11-29","M","65+","PUNO","PUNO",1
"2020-11-29","M","65+","PUNO","SANDIA",1
"2020-11-29","M","65+","SAN MARTIN","MARISCAL CACERES",1
"2020-11-29","M","65+","SAN MARTIN","MOYOBAMBA",1
"2020-11-29","M","65+","SAN MARTIN","SAN MARTIN",1
"2020-11-29","M","65+","SAN MARTIN","TOCACHE",3
"2020-11-29","M","65+","TACNA","TACNA",1
"2020-11-29","M","65+","TUMBES","TUMBES",3
"2020-11-29","M","65+","UCAYALI","CORONEL PORTILLO",2
"2020-12-06","F","0-17","LIMA","LIMA",2
"2020-12-06","F","0-17","PIURA","PIURA",1
"2020-12-06","F","0-17","SAN MARTIN","PICOTA",1
"2020-12-06","F","0-17","SAN MARTIN","RIOJA",1
"2020-12-06","F","18-44","ANCASH","ASUNCION",1
"2020-12-06","F","18-44","AREQUIPA","AREQUIPA",2
"2020-12-06","F","18-44","AYACUCHO","HUAMANGA",1
"2020-12-06","F","18-44","CALLAO","CALLAO",2
"2020-12-06","F","18-44","CUSCO","CUSCO",2
"2020-12-06","F","18-44","CUSCO","QUISPICANCHI",1
"2020-12-06","F","18-44","ICA","ICA",1
"2020-12-06","F","18-44","JUNIN","YAULI",1
"2020-12-06","F","18-44","LAMBAYEQUE","CHICLAYO",1
"2020-12-06","F","18-44","LIMA","HUAURA",1
"2020-12-06","F","18-44","LIMA","LIMA",5
