"year","week","sexo","agrp","dpt_cdc","n"
2021,26,"M","65+","UCAYALI",2
2021,27,"F","0-17","LAMBAYEQUE",1
2021,27,"F","18-44","ANCASH",1
2021,27,"F","18-44","AREQUIPA",12
2021,27,"F","18-44","AYACUCHO",1
2021,27,"F","18-44","CAJAMARCA",4
2021,27,"F","18-44","CALLAO",1
2021,27,"F","18-44","CUSCO",1
2021,27,"F","18-44","HUANUCO",1
2021,27,"F","18-44","ICA",1
2021,27,"F","18-44","JUNIN",2
2021,27,"F","18-44","LA LIBERTAD",3
2021,27,"F","18-44","LAMBAYEQUE",1
2021,27,"F","18-44","LIMA",12
2021,27,"F","18-44","LORETO",2
2021,27,"F","18-44","MOQUEGUA",3
2021,27,"F","18-44","PUNO",2
2021,27,"F","18-44","SAN MARTIN",2
2021,27,"F","18-44","UCAYALI",1
2021,27,"F","45-64","AMAZONAS",2
2021,27,"F","45-64","ANCASH",8
2021,27,"F","45-64","APURIMAC",1
2021,27,"F","45-64","AREQUIPA",34
2021,27,"F","45-64","CAJAMARCA",3
2021,27,"F","45-64","CALLAO",3
2021,27,"F","45-64","CUSCO",4
2021,27,"F","45-64","HUANCAVELICA",1
2021,27,"F","45-64","HUANUCO",2
2021,27,"F","45-64","ICA",10
2021,27,"F","45-64","JUNIN",9
2021,27,"F","45-64","LA LIBERTAD",4
2021,27,"F","45-64","LAMBAYEQUE",5
2021,27,"F","45-64","LIMA",41
2021,27,"F","45-64","LORETO",8
2021,27,"F","45-64","PIURA",6
2021,27,"F","45-64","PUNO",10
2021,27,"F","45-64","SAN MARTIN",1
2021,27,"F","45-64","TACNA",3
2021,27,"F","45-64","UCAYALI",1
2021,27,"F","65+","AMAZONAS",2
2021,27,"F","65+","ANCASH",5
2021,27,"F","65+","APURIMAC",3
2021,27,"F","65+","AREQUIPA",41
2021,27,"F","65+","AYACUCHO",2
2021,27,"F","65+","CAJAMARCA",11
2021,27,"F","65+","CALLAO",5
2021,27,"F","65+","CUSCO",9
2021,27,"F","65+","HUANCAVELICA",2
2021,27,"F","65+","ICA",7
2021,27,"F","65+","JUNIN",9
2021,27,"F","65+","LA LIBERTAD",9
2021,27,"F","65+","LAMBAYEQUE",4
2021,27,"F","65+","LIMA",48
2021,27,"F","65+","LORETO",5
2021,27,"F","65+","MOQUEGUA",1
2021,27,"F","65+","PASCO",1
2021,27,"F","65+","PIURA",4
2021,27,"F","65+","PUNO",6
2021,27,"F","65+","SAN MARTIN",3
2021,27,"F","65+","TACNA",2
2021,27,"F","65+","TUMBES",1
2021,27,"M","0-17","ANCASH",1
2021,27,"M","0-17","CALLAO",1
2021,27,"M","0-17","LIMA",1
2021,27,"M","0-17","LORETO",1
2021,27,"M","0-17","PIURA",1
2021,27,"M","0-17","PUNO",1
2021,27,"M","18-44","ANCASH",1
2021,27,"M","18-44","APURIMAC",2
2021,27,"M","18-44","AREQUIPA",9
2021,27,"M","18-44","AYACUCHO",3
2021,27,"M","18-44","CAJAMARCA",2
2021,27,"M","18-44","CALLAO",2
2021,27,"M","18-44","CUSCO",1
2021,27,"M","18-44","HUANUCO",1
2021,27,"M","18-44","ICA",2
2021,27,"M","18-44","LA LIBERTAD",3
2021,27,"M","18-44","LAMBAYEQUE",1
2021,27,"M","18-44","LIMA",16
2021,27,"M","18-44","LORETO",3
2021,27,"M","18-44","PASCO",2
2021,27,"M","18-44","PIURA",1
2021,27,"M","18-44","PUNO",7
2021,27,"M","18-44","SAN MARTIN",1
2021,27,"M","18-44","TACNA",3
2021,27,"M","18-44","UCAYALI",1
2021,27,"M","45-64","AMAZONAS",9
2021,27,"M","45-64","ANCASH",6
2021,27,"M","45-64","APURIMAC",3
2021,27,"M","45-64","AREQUIPA",61
2021,27,"M","45-64","AYACUCHO",3
2021,27,"M","45-64","CAJAMARCA",7
2021,27,"M","45-64","CALLAO",9
2021,27,"M","45-64","CUSCO",11
2021,27,"M","45-64","HUANUCO",5
2021,27,"M","45-64","ICA",19
2021,27,"M","45-64","JUNIN",14
2021,27,"M","45-64","LA LIBERTAD",6
2021,27,"M","45-64","LAMBAYEQUE",12
2021,27,"M","45-64","LIMA",98
2021,27,"M","45-64","LORETO",4
2021,27,"M","45-64","MOQUEGUA",6
2021,27,"M","45-64","PIURA",9
2021,27,"M","45-64","PUNO",11
2021,27,"M","45-64","SAN MARTIN",5
2021,27,"M","45-64","TACNA",13
2021,27,"M","45-64","UCAYALI",2
2021,27,"M","65+","AMAZONAS",3
2021,27,"M","65+","ANCASH",9
2021,27,"M","65+","APURIMAC",4
2021,27,"M","65+","AREQUIPA",43
2021,27,"M","65+","AYACUCHO",4
2021,27,"M","65+","CAJAMARCA",11
2021,27,"M","65+","CALLAO",5
2021,27,"M","65+","CUSCO",14
2021,27,"M","65+","HUANCAVELICA",4
2021,27,"M","65+","HUANUCO",2
2021,27,"M","65+","ICA",7
2021,27,"M","65+","JUNIN",10
2021,27,"M","65+","LA LIBERTAD",12
2021,27,"M","65+","LAMBAYEQUE",6
2021,27,"M","65+","LIMA",63
2021,27,"M","65+","LORETO",4
2021,27,"M","65+","MADRE DE DIOS",1
2021,27,"M","65+","MOQUEGUA",6
2021,27,"M","65+","PIURA",16
2021,27,"M","65+","PUNO",21
2021,27,"M","65+","SAN MARTIN",3
2021,27,"M","65+","TACNA",4
2021,27,"M","65+","TUMBES",3
2021,27,"M","65+","UCAYALI",2
2021,28,"F","0-17","AREQUIPA",2
2021,28,"F","0-17","CUSCO",1
2021,28,"F","0-17","LAMBAYEQUE",1
2021,28,"F","18-44","AREQUIPA",5
2021,28,"F","18-44","CAJAMARCA",2
2021,28,"F","18-44","CALLAO",3
2021,28,"F","18-44","HUANCAVELICA",1
2021,28,"F","18-44","HUANUCO",1
2021,28,"F","18-44","ICA",5
2021,28,"F","18-44","JUNIN",2
2021,28,"F","18-44","LA LIBERTAD",2
2021,28,"F","18-44","LIMA",6
2021,28,"F","18-44","LORETO",2
2021,28,"F","18-44","PIURA",3
2021,28,"F","18-44","PUNO",3
2021,28,"F","18-44","SAN MARTIN",1
2021,28,"F","18-44","TACNA",3
2021,28,"F","18-44","TUMBES",1
2021,28,"F","45-64","AMAZONAS",2
2021,28,"F","45-64","ANCASH",4
2021,28,"F","45-64","APURIMAC",2
2021,28,"F","45-64","AREQUIPA",22
2021,28,"F","45-64","CAJAMARCA",4
2021,28,"F","45-64","CALLAO",4
2021,28,"F","45-64","CUSCO",6
2021,28,"F","45-64","HUANCAVELICA",1
2021,28,"F","45-64","ICA",11
2021,28,"F","45-64","JUNIN",10
2021,28,"F","45-64","LA LIBERTAD",1
2021,28,"F","45-64","LAMBAYEQUE",5
2021,28,"F","45-64","LIMA",37
2021,28,"F","45-64","LORETO",3
2021,28,"F","45-64","MOQUEGUA",3
2021,28,"F","45-64","PIURA",3
2021,28,"F","45-64","PUNO",8
2021,28,"F","45-64","SAN MARTIN",2
2021,28,"F","45-64","TUMBES",1
2021,28,"F","45-64","UCAYALI",4
2021,28,"F","65+","AMAZONAS",1
2021,28,"F","65+","ANCASH",5
2021,28,"F","65+","APURIMAC",1
2021,28,"F","65+","AREQUIPA",19
2021,28,"F","65+","AYACUCHO",2
2021,28,"F","65+","CAJAMARCA",4
2021,28,"F","65+","CALLAO",7
2021,28,"F","65+","CUSCO",5
2021,28,"F","65+","HUANCAVELICA",2
2021,28,"F","65+","HUANUCO",2
2021,28,"F","65+","ICA",8
2021,28,"F","65+","JUNIN",5
2021,28,"F","65+","LA LIBERTAD",4
2021,28,"F","65+","LAMBAYEQUE",7
2021,28,"F","65+","LIMA",34
2021,28,"F","65+","MOQUEGUA",5
2021,28,"F","65+","PASCO",1
2021,28,"F","65+","PIURA",8
2021,28,"F","65+","PUNO",5
2021,28,"F","65+","SAN MARTIN",2
2021,28,"F","65+","TACNA",2
2021,28,"F","65+","TUMBES",2
2021,28,"M","0-17","JUNIN",1
2021,28,"M","0-17","LA LIBERTAD",1
2021,28,"M","0-17","LAMBAYEQUE",1
2021,28,"M","0-17","LIMA",1
2021,28,"M","18-44","AREQUIPA",12
2021,28,"M","18-44","AYACUCHO",2
2021,28,"M","18-44","CAJAMARCA",3
2021,28,"M","18-44","CALLAO",2
2021,28,"M","18-44","CUSCO",1
2021,28,"M","18-44","HUANUCO",2
2021,28,"M","18-44","ICA",4
2021,28,"M","18-44","JUNIN",2
2021,28,"M","18-44","LA LIBERTAD",3
2021,28,"M","18-44","LIMA",20
2021,28,"M","18-44","LORETO",3
2021,28,"M","18-44","MADRE DE DIOS",1
2021,28,"M","18-44","MOQUEGUA",4
2021,28,"M","18-44","PASCO",1
2021,28,"M","18-44","PIURA",4
2021,28,"M","18-44","PUNO",6
2021,28,"M","18-44","TACNA",2
2021,28,"M","18-44","TUMBES",1
2021,28,"M","45-64","AMAZONAS",1
2021,28,"M","45-64","ANCASH",8
2021,28,"M","45-64","APURIMAC",2
2021,28,"M","45-64","AREQUIPA",41
2021,28,"M","45-64","AYACUCHO",6
2021,28,"M","45-64","CAJAMARCA",4
2021,28,"M","45-64","CALLAO",10
2021,28,"M","45-64","CUSCO",12
2021,28,"M","45-64","HUANCAVELICA",3
2021,28,"M","45-64","HUANUCO",5
2021,28,"M","45-64","ICA",9
2021,28,"M","45-64","JUNIN",10
2021,28,"M","45-64","LA LIBERTAD",7
2021,28,"M","45-64","LAMBAYEQUE",6
2021,28,"M","45-64","LIMA",74
2021,28,"M","45-64","LORETO",8
2021,28,"M","45-64","MOQUEGUA",4
2021,28,"M","45-64","PASCO",1
2021,28,"M","45-64","PIURA",8
2021,28,"M","45-64","PUNO",11
2021,28,"M","45-64","SAN MARTIN",6
2021,28,"M","45-64","TACNA",8
2021,28,"M","45-64","TUMBES",2
2021,28,"M","45-64","UCAYALI",2
2021,28,"M","65+","AMAZONAS",3
2021,28,"M","65+","ANCASH",8
2021,28,"M","65+","APURIMAC",4
2021,28,"M","65+","AREQUIPA",24
2021,28,"M","65+","AYACUCHO",3
2021,28,"M","65+","CAJAMARCA",8
2021,28,"M","65+","CALLAO",5
2021,28,"M","65+","CUSCO",8
2021,28,"M","65+","HUANCAVELICA",1
2021,28,"M","65+","HUANUCO",3
2021,28,"M","65+","ICA",18
2021,28,"M","65+","JUNIN",16
2021,28,"M","65+","LA LIBERTAD",4
2021,28,"M","65+","LAMBAYEQUE",4
2021,28,"M","65+","LIMA",48
2021,28,"M","65+","LORETO",5
2021,28,"M","65+","MOQUEGUA",2
2021,28,"M","65+","PASCO",4
2021,28,"M","65+","PIURA",10
2021,28,"M","65+","PUNO",8
2021,28,"M","65+","SAN MARTIN",3
2021,28,"M","65+","TACNA",3
2021,28,"M","65+","TUMBES",1
2021,28,"M","65+","UCAYALI",2
2021,29,"F","0-17","CUSCO",1
2021,29,"F","0-17","LIMA",1
2021,29,"F","18-44","APURIMAC",1
2021,29,"F","18-44","AREQUIPA",5
2021,29,"F","18-44","AYACUCHO",2
2021,29,"F","18-44","CALLAO",1
2021,29,"F","18-44","CUSCO",2
2021,29,"F","18-44","ICA",4
2021,29,"F","18-44","LIMA",4
2021,29,"F","18-44","PASCO",1
2021,29,"F","18-44","PUNO",1
2021,29,"F","18-44","SAN MARTIN",2
2021,29,"F","45-64","ANCASH",3
2021,29,"F","45-64","APURIMAC",2
2021,29,"F","45-64","AREQUIPA",13
2021,29,"F","45-64","AYACUCHO",3
2021,29,"F","45-64","CAJAMARCA",1
2021,29,"F","45-64","CALLAO",3
2021,29,"F","45-64","CUSCO",4
2021,29,"F","45-64","ICA",5
2021,29,"F","45-64","JUNIN",4
2021,29,"F","45-64","LA LIBERTAD",1
2021,29,"F","45-64","LAMBAYEQUE",1
2021,29,"F","45-64","LIMA",28
2021,29,"F","45-64","LORETO",2
2021,29,"F","45-64","MOQUEGUA",1
2021,29,"F","45-64","PASCO",2
2021,29,"F","45-64","PIURA",3
2021,29,"F","45-64","PUNO",9
2021,29,"F","45-64","SAN MARTIN",5
2021,29,"F","45-64","TACNA",1
2021,29,"F","45-64","TUMBES",1
2021,29,"F","65+","AMAZONAS",2
2021,29,"F","65+","ANCASH",2
2021,29,"F","65+","APURIMAC",2
2021,29,"F","65+","AREQUIPA",14
2021,29,"F","65+","AYACUCHO",3
2021,29,"F","65+","CAJAMARCA",1
2021,29,"F","65+","CALLAO",1
2021,29,"F","65+","CUSCO",2
2021,29,"F","65+","HUANCAVELICA",2
2021,29,"F","65+","HUANUCO",2
2021,29,"F","65+","ICA",13
2021,29,"F","65+","JUNIN",2
2021,29,"F","65+","LA LIBERTAD",5
2021,29,"F","65+","LAMBAYEQUE",3
2021,29,"F","65+","LIMA",27
2021,29,"F","65+","LORETO",3
2021,29,"F","65+","MADRE DE DIOS",1
2021,29,"F","65+","MOQUEGUA",2
2021,29,"F","65+","PIURA",11
2021,29,"F","65+","PUNO",5
2021,29,"F","65+","SAN MARTIN",4
2021,29,"F","65+","TACNA",2
2021,29,"F","65+","UCAYALI",1
2021,29,"M","0-17","LAMBAYEQUE",2
2021,29,"M","0-17","LIMA",1
2021,29,"M","18-44","AMAZONAS",1
2021,29,"M","18-44","ANCASH",1
2021,29,"M","18-44","AREQUIPA",12
2021,29,"M","18-44","AYACUCHO",1
2021,29,"M","18-44","CAJAMARCA",3
2021,29,"M","18-44","CALLAO",3
2021,29,"M","18-44","CUSCO",5
2021,29,"M","18-44","HUANCAVELICA",1
2021,29,"M","18-44","HUANUCO",1
2021,29,"M","18-44","ICA",6
2021,29,"M","18-44","JUNIN",1
2021,29,"M","18-44","LA LIBERTAD",1
2021,29,"M","18-44","LAMBAYEQUE",1
2021,29,"M","18-44","LIMA",9
2021,29,"M","18-44","LORETO",2
2021,29,"M","18-44","MADRE DE DIOS",1
2021,29,"M","18-44","MOQUEGUA",1
2021,29,"M","18-44","PASCO",2
2021,29,"M","18-44","PIURA",1
2021,29,"M","18-44","PUNO",1
2021,29,"M","18-44","SAN MARTIN",1
2021,29,"M","18-44","TACNA",2
2021,29,"M","45-64","AMAZONAS",4
2021,29,"M","45-64","ANCASH",6
2021,29,"M","45-64","APURIMAC",1
2021,29,"M","45-64","AREQUIPA",28
2021,29,"M","45-64","AYACUCHO",7
2021,29,"M","45-64","CAJAMARCA",5
2021,29,"M","45-64","CALLAO",2
2021,29,"M","45-64","CUSCO",8
2021,29,"M","45-64","HUANUCO",1
2021,29,"M","45-64","ICA",9
2021,29,"M","45-64","JUNIN",13
2021,29,"M","45-64","LA LIBERTAD",4
2021,29,"M","45-64","LAMBAYEQUE",6
2021,29,"M","45-64","LIMA",61
2021,29,"M","45-64","LORETO",6
2021,29,"M","45-64","MADRE DE DIOS",1
2021,29,"M","45-64","MOQUEGUA",2
2021,29,"M","45-64","PASCO",3
2021,29,"M","45-64","PIURA",11
2021,29,"M","45-64","PUNO",10
2021,29,"M","45-64","SAN MARTIN",3
2021,29,"M","45-64","TACNA",4
2021,29,"M","45-64","TUMBES",3
2021,29,"M","45-64","UCAYALI",2
2021,29,"M","65+","AMAZONAS",3
2021,29,"M","65+","ANCASH",6
2021,29,"M","65+","APURIMAC",5
2021,29,"M","65+","AREQUIPA",16
2021,29,"M","65+","AYACUCHO",2
2021,29,"M","65+","CAJAMARCA",7
2021,29,"M","65+","CALLAO",5
2021,29,"M","65+","CUSCO",4
2021,29,"M","65+","HUANCAVELICA",1
2021,29,"M","65+","HUANUCO",4
2021,29,"M","65+","ICA",7
2021,29,"M","65+","JUNIN",7
2021,29,"M","65+","LA LIBERTAD",8
2021,29,"M","65+","LAMBAYEQUE",3
2021,29,"M","65+","LIMA",40
2021,29,"M","65+","LORETO",7
2021,29,"M","65+","MADRE DE DIOS",1
2021,29,"M","65+","MOQUEGUA",1
2021,29,"M","65+","PASCO",1
2021,29,"M","65+","PIURA",6
2021,29,"M","65+","PUNO",10
2021,29,"M","65+","SAN MARTIN",5
2021,29,"M","65+","TACNA",2
2021,29,"M","65+","UCAYALI",3
2021,30,"F","0-17","LIMA",1
2021,30,"F","18-44","CAJAMARCA",1
2021,30,"F","18-44","CALLAO",2
2021,30,"F","18-44","ICA",1
2021,30,"F","18-44","JUNIN",3
2021,30,"F","18-44","LAMBAYEQUE",1
2021,30,"F","18-44","LIMA",6
2021,30,"F","18-44","LORETO",1
2021,30,"F","18-44","MOQUEGUA",2
2021,30,"F","18-44","PIURA",4
2021,30,"F","18-44","PUNO",4
2021,30,"F","18-44","SAN MARTIN",1
2021,30,"F","18-44","TACNA",2
2021,30,"F","18-44","UCAYALI",1
2021,30,"F","45-64","AMAZONAS",1
2021,30,"F","45-64","ANCASH",3
2021,30,"F","45-64","AREQUIPA",7
2021,30,"F","45-64","AYACUCHO",2
2021,30,"F","45-64","CAJAMARCA",2
2021,30,"F","45-64","CALLAO",1
2021,30,"F","45-64","CUSCO",4
2021,30,"F","45-64","HUANUCO",1
2021,30,"F","45-64","ICA",5
2021,30,"F","45-64","JUNIN",3
2021,30,"F","45-64","LA LIBERTAD",3
2021,30,"F","45-64","LAMBAYEQUE",1
2021,30,"F","45-64","LIMA",18
2021,30,"F","45-64","LORETO",3
2021,30,"F","45-64","MOQUEGUA",5
2021,30,"F","45-64","PASCO",1
2021,30,"F","45-64","PIURA",6
2021,30,"F","45-64","PUNO",2
2021,30,"F","45-64","SAN MARTIN",2
2021,30,"F","65+","AMAZONAS",3
2021,30,"F","65+","ANCASH",2
2021,30,"F","65+","APURIMAC",2
2021,30,"F","65+","AREQUIPA",16
2021,30,"F","65+","AYACUCHO",3
2021,30,"F","65+","CAJAMARCA",1
2021,30,"F","65+","CALLAO",1
2021,30,"F","65+","CUSCO",4
2021,30,"F","65+","HUANUCO",4
2021,30,"F","65+","ICA",5
2021,30,"F","65+","JUNIN",11
2021,30,"F","65+","LAMBAYEQUE",1
2021,30,"F","65+","LIMA",19
2021,30,"F","65+","LORETO",3
2021,30,"F","65+","MADRE DE DIOS",1
2021,30,"F","65+","PASCO",1
2021,30,"F","65+","PIURA",7
2021,30,"F","65+","PUNO",4
2021,30,"F","65+","SAN MARTIN",4
2021,30,"F","65+","TACNA",1
2021,30,"F","65+","TUMBES",1
2021,30,"F","65+","UCAYALI",2
2021,30,"M","0-17","CAJAMARCA",1
2021,30,"M","0-17","LIMA",2
2021,30,"M","18-44","AREQUIPA",7
2021,30,"M","18-44","CAJAMARCA",2
2021,30,"M","18-44","CALLAO",1
2021,30,"M","18-44","CUSCO",1
2021,30,"M","18-44","HUANUCO",1
2021,30,"M","18-44","ICA",8
2021,30,"M","18-44","JUNIN",3
2021,30,"M","18-44","LA LIBERTAD",4
2021,30,"M","18-44","LAMBAYEQUE",1
2021,30,"M","18-44","LIMA",21
2021,30,"M","18-44","LORETO",2
2021,30,"M","18-44","PASCO",1
2021,30,"M","18-44","PIURA",3
2021,30,"M","18-44","PUNO",3
2021,30,"M","18-44","SAN MARTIN",3
2021,30,"M","18-44","TACNA",3
2021,30,"M","45-64","AMAZONAS",3
2021,30,"M","45-64","ANCASH",6
2021,30,"M","45-64","APURIMAC",1
2021,30,"M","45-64","AREQUIPA",12
2021,30,"M","45-64","AYACUCHO",3
2021,30,"M","45-64","CAJAMARCA",4
2021,30,"M","45-64","CALLAO",6
2021,30,"M","45-64","CUSCO",2
2021,30,"M","45-64","HUANUCO",3
2021,30,"M","45-64","ICA",7
2021,30,"M","45-64","JUNIN",7
2021,30,"M","45-64","LA LIBERTAD",5
2021,30,"M","45-64","LAMBAYEQUE",4
2021,30,"M","45-64","LIMA",54
2021,30,"M","45-64","LORETO",8
2021,30,"M","45-64","MOQUEGUA",6
2021,30,"M","45-64","PASCO",1
2021,30,"M","45-64","PIURA",6
2021,30,"M","45-64","PUNO",13
2021,30,"M","45-64","SAN MARTIN",1
2021,30,"M","45-64","TACNA",2
2021,30,"M","45-64","TUMBES",2
2021,30,"M","45-64","UCAYALI",3
2021,30,"M","65+","AMAZONAS",2
2021,30,"M","65+","ANCASH",6
2021,30,"M","65+","APURIMAC",2
2021,30,"M","65+","AREQUIPA",16
2021,30,"M","65+","AYACUCHO",2
2021,30,"M","65+","CAJAMARCA",7
2021,30,"M","65+","CALLAO",5
2021,30,"M","65+","CUSCO",10
2021,30,"M","65+","HUANCAVELICA",1
2021,30,"M","65+","HUANUCO",5
2021,30,"M","65+","ICA",8
2021,30,"M","65+","JUNIN",5
2021,30,"M","65+","LA LIBERTAD",6
2021,30,"M","65+","LAMBAYEQUE",5
2021,30,"M","65+","LIMA",40
2021,30,"M","65+","LORETO",5
2021,30,"M","65+","MADRE DE DIOS",2
2021,30,"M","65+","MOQUEGUA",2
2021,30,"M","65+","PASCO",2
2021,30,"M","65+","PIURA",8
2021,30,"M","65+","PUNO",13
2021,30,"M","65+","SAN MARTIN",5
2021,30,"M","65+","TACNA",1
2021,30,"M","65+","UCAYALI",2
2021,31,"F","0-17","JUNIN",1
2021,31,"F","0-17","LIMA",1
2021,31,"F","0-17","PUNO",1
2021,31,"F","18-44","AREQUIPA",1
2021,31,"F","18-44","AYACUCHO",1
2021,31,"F","18-44","CAJAMARCA",2
2021,31,"F","18-44","CUSCO",1
2021,31,"F","18-44","JUNIN",2
2021,31,"F","18-44","LA LIBERTAD",1
2021,31,"F","18-44","LIMA",8
2021,31,"F","18-44","LORETO",1
2021,31,"F","18-44","PIURA",2
2021,31,"F","18-44","PUNO",2
2021,31,"F","18-44","SAN MARTIN",2
2021,31,"F","18-44","UCAYALI",1
2021,31,"F","45-64","ANCASH",1
2021,31,"F","45-64","AREQUIPA",6
2021,31,"F","45-64","AYACUCHO",3
2021,31,"F","45-64","CAJAMARCA",2
2021,31,"F","45-64","CALLAO",1
2021,31,"F","45-64","CUSCO",5
2021,31,"F","45-64","HUANCAVELICA",3
2021,31,"F","45-64","HUANUCO",1
2021,31,"F","45-64","ICA",1
2021,31,"F","45-64","JUNIN",3
2021,31,"F","45-64","LA LIBERTAD",2
2021,31,"F","45-64","LAMBAYEQUE",1
2021,31,"F","45-64","LIMA",16
2021,31,"F","45-64","MADRE DE DIOS",1
2021,31,"F","45-64","MOQUEGUA",1
2021,31,"F","45-64","PASCO",1
2021,31,"F","45-64","PIURA",3
2021,31,"F","45-64","PUNO",4
2021,31,"F","45-64","SAN MARTIN",2
2021,31,"F","65+","AMAZONAS",1
2021,31,"F","65+","ANCASH",3
2021,31,"F","65+","APURIMAC",1
2021,31,"F","65+","AREQUIPA",10
2021,31,"F","65+","AYACUCHO",1
2021,31,"F","65+","CAJAMARCA",1
2021,31,"F","65+","CALLAO",3
2021,31,"F","65+","CUSCO",10
2021,31,"F","65+","ICA",6
2021,31,"F","65+","JUNIN",1
2021,31,"F","65+","LA LIBERTAD",5
2021,31,"F","65+","LAMBAYEQUE",4
2021,31,"F","65+","LIMA",23
2021,31,"F","65+","LORETO",2
2021,31,"F","65+","PIURA",7
2021,31,"F","65+","PUNO",5
2021,31,"F","65+","SAN MARTIN",4
2021,31,"F","65+","TACNA",1
2021,31,"F","65+","TUMBES",1
2021,31,"M","0-17","ANCASH",1
2021,31,"M","0-17","AREQUIPA",1
2021,31,"M","0-17","HUANUCO",1
2021,31,"M","18-44","AMAZONAS",1
2021,31,"M","18-44","AREQUIPA",8
2021,31,"M","18-44","AYACUCHO",1
2021,31,"M","18-44","CAJAMARCA",1
2021,31,"M","18-44","CALLAO",2
2021,31,"M","18-44","CUSCO",5
2021,31,"M","18-44","ICA",2
2021,31,"M","18-44","JUNIN",1
2021,31,"M","18-44","LA LIBERTAD",1
2021,31,"M","18-44","LAMBAYEQUE",2
2021,31,"M","18-44","LIMA",10
2021,31,"M","18-44","PIURA",1
2021,31,"M","18-44","PUNO",3
2021,31,"M","18-44","SAN MARTIN",3
2021,31,"M","18-44","TUMBES",1
2021,31,"M","18-44","UCAYALI",1
2021,31,"M","45-64","AMAZONAS",1
2021,31,"M","45-64","ANCASH",3
2021,31,"M","45-64","APURIMAC",1
2021,31,"M","45-64","AREQUIPA",11
2021,31,"M","45-64","AYACUCHO",3
2021,31,"M","45-64","CAJAMARCA",4
2021,31,"M","45-64","CALLAO",5
2021,31,"M","45-64","CUSCO",3
2021,31,"M","45-64","HUANCAVELICA",3
2021,31,"M","45-64","HUANUCO",3
2021,31,"M","45-64","ICA",4
2021,31,"M","45-64","JUNIN",9
2021,31,"M","45-64","LA LIBERTAD",5
2021,31,"M","45-64","LAMBAYEQUE",4
2021,31,"M","45-64","LIMA",34
2021,31,"M","45-64","LORETO",2
2021,31,"M","45-64","PASCO",1
2021,31,"M","45-64","PIURA",13
2021,31,"M","45-64","PUNO",12
2021,31,"M","45-64","SAN MARTIN",7
2021,31,"M","45-64","TACNA",1
2021,31,"M","65+","ANCASH",2
2021,31,"M","65+","APURIMAC",4
2021,31,"M","65+","AREQUIPA",8
2021,31,"M","65+","AYACUCHO",2
2021,31,"M","65+","CAJAMARCA",5
2021,31,"M","65+","CALLAO",5
2021,31,"M","65+","CUSCO",7
2021,31,"M","65+","HUANUCO",1
2021,31,"M","65+","ICA",3
2021,31,"M","65+","JUNIN",6
2021,31,"M","65+","LA LIBERTAD",6
2021,31,"M","65+","LAMBAYEQUE",6
2021,31,"M","65+","LIMA",41
2021,31,"M","65+","LORETO",3
2021,31,"M","65+","MOQUEGUA",3
2021,31,"M","65+","PASCO",2
2021,31,"M","65+","PIURA",16
2021,31,"M","65+","PUNO",6
2021,31,"M","65+","SAN MARTIN",2
2021,31,"M","65+","TACNA",3
2021,31,"M","65+","UCAYALI",2
2021,32,"F","0-17","ICA",1
2021,32,"F","0-17","LA LIBERTAD",1
2021,32,"F","18-44","AREQUIPA",7
2021,32,"F","18-44","CAJAMARCA",2
2021,32,"F","18-44","CUSCO",2
2021,32,"F","18-44","ICA",5
2021,32,"F","18-44","JUNIN",3
2021,32,"F","18-44","LA LIBERTAD",1
2021,32,"F","18-44","LIMA",5
2021,32,"F","18-44","LORETO",1
2021,32,"F","18-44","PIURA",1
2021,32,"F","18-44","SAN MARTIN",1
2021,32,"F","18-44","TACNA",1
2021,32,"F","45-64","AMAZONAS",1
2021,32,"F","45-64","APURIMAC",1
2021,32,"F","45-64","AREQUIPA",5
2021,32,"F","45-64","CAJAMARCA",1
2021,32,"F","45-64","CALLAO",1
2021,32,"F","45-64","CUSCO",2
2021,32,"F","45-64","ICA",5
2021,32,"F","45-64","JUNIN",1
2021,32,"F","45-64","LA LIBERTAD",1
2021,32,"F","45-64","LAMBAYEQUE",1
2021,32,"F","45-64","LIMA",15
2021,32,"F","45-64","LORETO",3
2021,32,"F","45-64","MOQUEGUA",1
2021,32,"F","45-64","PASCO",1
2021,32,"F","45-64","PIURA",2
2021,32,"F","45-64","PUNO",3
2021,32,"F","45-64","SAN MARTIN",2
2021,32,"F","45-64","TACNA",2
2021,32,"F","45-64","UCAYALI",1
2021,32,"F","65+","AMAZONAS",1
2021,32,"F","65+","ANCASH",1
2021,32,"F","65+","APURIMAC",3
2021,32,"F","65+","AREQUIPA",5
2021,32,"F","65+","AYACUCHO",1
2021,32,"F","65+","CAJAMARCA",6
2021,32,"F","65+","CALLAO",3
2021,32,"F","65+","CUSCO",4
2021,32,"F","65+","HUANUCO",1
2021,32,"F","65+","ICA",7
2021,32,"F","65+","JUNIN",4
2021,32,"F","65+","LA LIBERTAD",2
2021,32,"F","65+","LAMBAYEQUE",3
2021,32,"F","65+","LIMA",35
2021,32,"F","65+","LORETO",1
2021,32,"F","65+","MOQUEGUA",3
2021,32,"F","65+","PASCO",1
2021,32,"F","65+","PIURA",11
2021,32,"F","65+","PUNO",1
2021,32,"F","65+","SAN MARTIN",1
2021,32,"F","65+","UCAYALI",2
2021,32,"M","0-17","HUANUCO",1
2021,32,"M","18-44","ANCASH",1
2021,32,"M","18-44","AREQUIPA",6
2021,32,"M","18-44","CAJAMARCA",1
