"fecha_fallecimiento","sexo","agrp","dpt_cdc","prov_cdc","n"
"2021-03-16","M","18-44","UCAYALI","CORONEL PORTILLO",2
"2021-03-16","M","45-64","ANCASH","CASMA",1
"2021-03-16","M","45-64","ANCASH","HUAYLAS",1
"2021-03-16","M","45-64","ANCASH","RECUAY",1
"2021-03-16","M","45-64","ANCASH","SANTA",3
"2021-03-16","M","45-64","AREQUIPA","AREQUIPA",1
"2021-03-16","M","45-64","AREQUIPA","CAMANA",1
"2021-03-16","M","45-64","AYACUCHO","HUAMANGA",2
"2021-03-16","M","45-64","AYACUCHO","HUANTA",2
"2021-03-16","M","45-64","CAJAMARCA","CAJAMARCA",1
"2021-03-16","M","45-64","CALLAO","CALLAO",5
"2021-03-16","M","45-64","CUSCO","CUSCO",1
"2021-03-16","M","45-64","HUANCAVELICA","HUANCAVELICA",1
"2021-03-16","M","45-64","HUANCAVELICA","TAYACAJA",1
"2021-03-16","M","45-64","ICA","CHINCHA",2
"2021-03-16","M","45-64","ICA","ICA",2
"2021-03-16","M","45-64","JUNIN","CHUPACA",2
"2021-03-16","M","45-64","JUNIN","HUANCAYO",1
"2021-03-16","M","45-64","JUNIN","TARMA",1
"2021-03-16","M","45-64","LA LIBERTAD","ASCOPE",4
"2021-03-16","M","45-64","LA LIBERTAD","CHEPEN",2
"2021-03-16","M","45-64","LA LIBERTAD","TRUJILLO",5
"2021-03-16","M","45-64","LA LIBERTAD","VIRU",1
"2021-03-16","M","45-64","LAMBAYEQUE","CHICLAYO",2
"2021-03-16","M","45-64","LAMBAYEQUE","LAMBAYEQUE",1
"2021-03-16","M","45-64","LIMA","BARRANCA",1
"2021-03-16","M","45-64","LIMA","HUARAL",2
"2021-03-16","M","45-64","LIMA","HUAROCHIRI",1
"2021-03-16","M","45-64","LIMA","HUAURA",1
"2021-03-16","M","45-64","LIMA","LIMA",86
"2021-03-16","M","45-64","LORETO","MAYNAS",2
"2021-03-16","M","45-64","MOQUEGUA","ILO",1
"2021-03-16","M","45-64","PIURA","PAITA",1
"2021-03-16","M","45-64","PIURA","PIURA",2
"2021-03-16","M","45-64","PIURA","SECHURA",1
"2021-03-16","M","45-64","PUNO","CARABAYA",1
"2021-03-16","M","45-64","PUNO","SAN ROMAN",2
"2021-03-16","M","45-64","SAN MARTIN","MOYOBAMBA",1
"2021-03-16","M","45-64","TACNA","TACNA",2
"2021-03-16","M","45-64","TUMBES","TUMBES",1
"2021-03-16","M","45-64","UCAYALI","CORONEL PORTILLO",5
"2021-03-16","M","65+","AMAZONAS","RODRIGUEZ DE MENDOZA",1
"2021-03-16","M","65+","ANCASH","HUARAZ",3
"2021-03-16","M","65+","ANCASH","HUARI",2
"2021-03-16","M","65+","ANCASH","SANTA",1
"2021-03-16","M","65+","APURIMAC","ABANCAY",1
"2021-03-16","M","65+","APURIMAC","COTABAMBAS",1
"2021-03-16","M","65+","AREQUIPA","AREQUIPA",3
"2021-03-16","M","65+","AYACUCHO","HUAMANGA",2
"2021-03-16","M","65+","CAJAMARCA","CAJABAMBA",2
"2021-03-16","M","65+","CAJAMARCA","CAJAMARCA",3
"2021-03-16","M","65+","CAJAMARCA","JAEN",1
"2021-03-16","M","65+","CALLAO","CALLAO",10
"2021-03-16","M","65+","CUSCO","ANTA",1
"2021-03-16","M","65+","CUSCO","CANCHIS",1
"2021-03-16","M","65+","CUSCO","CUSCO",5
"2021-03-16","M","65+","HUANCAVELICA","ACOBAMBA",1
"2021-03-16","M","65+","HUANCAVELICA","HUANCAVELICA",1
"2021-03-16","M","65+","HUANUCO","DOS DE MAYO",1
"2021-03-16","M","65+","HUANUCO","HUAMALIES",1
"2021-03-16","M","65+","HUANUCO","HUANUCO",1
"2021-03-16","M","65+","ICA","CHINCHA",3
"2021-03-16","M","65+","ICA","ICA",1
"2021-03-16","M","65+","ICA","PALPA",1
"2021-03-16","M","65+","ICA","PISCO",1
"2021-03-16","M","65+","JUNIN","CHANCHAMAYO",1
"2021-03-16","M","65+","JUNIN","CHUPACA",4
"2021-03-16","M","65+","JUNIN","HUANCAYO",3
"2021-03-16","M","65+","JUNIN","SATIPO",3
"2021-03-16","M","65+","JUNIN","YAULI",1
"2021-03-16","M","65+","LA LIBERTAD","CHEPEN",1
"2021-03-16","M","65+","LA LIBERTAD","PACASMAYO",1
"2021-03-16","M","65+","LA LIBERTAD","SANTIAGO DE CHUCO",1
"2021-03-16","M","65+","LA LIBERTAD","TRUJILLO",8
"2021-03-16","M","65+","LAMBAYEQUE","CHICLAYO",2
"2021-03-16","M","65+","LIMA","BARRANCA",1
"2021-03-16","M","65+","LIMA","CAÑETE",6
"2021-03-16","M","65+","LIMA","HUARAL",2
"2021-03-16","M","65+","LIMA","HUAROCHIRI",2
"2021-03-16","M","65+","LIMA","HUAURA",5
"2021-03-16","M","65+","LIMA","LIMA",127
"2021-03-16","M","65+","LORETO","ALTO AMAZONAS",1
"2021-03-16","M","65+","LORETO","LORETO",1
"2021-03-16","M","65+","LORETO","MARISCAL RAMON CASTILLA",1
"2021-03-16","M","65+","LORETO","MAYNAS",3
"2021-03-16","M","65+","LORETO","REQUENA",1
"2021-03-16","M","65+","LORETO","UCAYALI",1
"2021-03-16","M","65+","PIURA","AYABACA",1
"2021-03-16","M","65+","PIURA","PIURA",2
"2021-03-16","M","65+","PIURA","SECHURA",1
"2021-03-16","M","65+","PIURA","SULLANA",1
"2021-03-16","M","65+","PIURA","TALARA",1
"2021-03-16","M","65+","PUNO","LAMPA",1
"2021-03-16","M","65+","PUNO","SAN ANTONIO DE PUTINA",1
"2021-03-16","M","65+","SAN MARTIN","MARISCAL CACERES",1
"2021-03-16","M","65+","TUMBES","TUMBES",2
"2021-03-16","M","65+","TUMBES","ZARUMILLA",1
"2021-03-16","M","65+","UCAYALI","CORONEL PORTILLO",1
"2021-03-17","F","0-17","CUSCO","CUSCO",1
"2021-03-17","F","18-44","AREQUIPA","AREQUIPA",1
"2021-03-17","F","18-44","AREQUIPA","CARAVELI",1
"2021-03-17","F","18-44","CAJAMARCA","SAN MARCOS",1
"2021-03-17","F","18-44","CALLAO","CALLAO",1
"2021-03-17","F","18-44","ICA","CHINCHA",1
"2021-03-17","F","18-44","ICA","ICA",1
"2021-03-17","F","18-44","LA LIBERTAD","TRUJILLO",1
"2021-03-17","F","18-44","LAMBAYEQUE","CHICLAYO",2
"2021-03-17","F","18-44","LIMA","LIMA",6
"2021-03-17","F","18-44","PIURA","TALARA",1
"2021-03-17","F","45-64","ANCASH","HUAYLAS",1
"2021-03-17","F","45-64","ANCASH","SANTA",1
"2021-03-17","F","45-64","AREQUIPA","AREQUIPA",1
"2021-03-17","F","45-64","AREQUIPA","CAMANA",1
"2021-03-17","F","45-64","AYACUCHO","HUANTA",1
"2021-03-17","F","45-64","CALLAO","CALLAO",4
"2021-03-17","F","45-64","CUSCO","CUSCO",1
"2021-03-17","F","45-64","ICA","ICA",1
"2021-03-17","F","45-64","ICA","PISCO",2
"2021-03-17","F","45-64","LA LIBERTAD","ASCOPE",2
"2021-03-17","F","45-64","LA LIBERTAD","CHEPEN",1
"2021-03-17","F","45-64","LA LIBERTAD","TRUJILLO",2
"2021-03-17","F","45-64","LAMBAYEQUE","CHICLAYO",2
"2021-03-17","F","45-64","LAMBAYEQUE","LAMBAYEQUE",1
"2021-03-17","F","45-64","LIMA","BARRANCA",2
"2021-03-17","F","45-64","LIMA","CAÑETE",2
"2021-03-17","F","45-64","LIMA","HUARAL",1
"2021-03-17","F","45-64","LIMA","HUAURA",1
"2021-03-17","F","45-64","LIMA","LIMA",44
"2021-03-17","F","45-64","LORETO","UCAYALI",1
"2021-03-17","F","45-64","PIURA","PAITA",1
"2021-03-17","F","45-64","PIURA","SECHURA",1
"2021-03-17","F","45-64","PUNO","SAN ROMAN",2
"2021-03-17","F","45-64","TACNA","TACNA",1
"2021-03-17","F","45-64","TUMBES","TUMBES",1
"2021-03-17","F","45-64","UCAYALI","CORONEL PORTILLO",2
"2021-03-17","F","65+","AMAZONAS","CHACHAPOYAS",1
"2021-03-17","F","65+","ANCASH","HUARAZ",1
"2021-03-17","F","65+","ANCASH","HUAYLAS",1
"2021-03-17","F","65+","ANCASH","SANTA",5
"2021-03-17","F","65+","ANCASH","YUNGAY",1
"2021-03-17","F","65+","AREQUIPA","AREQUIPA",4
"2021-03-17","F","65+","AYACUCHO","CANGALLO",1
"2021-03-17","F","65+","AYACUCHO","HUAMANGA",1
"2021-03-17","F","65+","CAJAMARCA","CAJAMARCA",1
"2021-03-17","F","65+","CAJAMARCA","CHOTA",2
"2021-03-17","F","65+","CAJAMARCA","SANTA CRUZ",1
"2021-03-17","F","65+","CALLAO","CALLAO",5
"2021-03-17","F","65+","CUSCO","CUSCO",2
"2021-03-17","F","65+","CUSCO","PARURO",1
"2021-03-17","F","65+","CUSCO","PAUCARTAMBO",1
"2021-03-17","F","65+","CUSCO","QUISPICANCHI",2
"2021-03-17","F","65+","ICA","CHINCHA",2
"2021-03-17","F","65+","ICA","ICA",1
"2021-03-17","F","65+","JUNIN","CHANCHAMAYO",1
"2021-03-17","F","65+","JUNIN","CHUPACA",1
"2021-03-17","F","65+","JUNIN","HUANCAYO",4
"2021-03-17","F","65+","JUNIN","TARMA",1
"2021-03-17","F","65+","LA LIBERTAD","ASCOPE",1
"2021-03-17","F","65+","LA LIBERTAD","TRUJILLO",4
"2021-03-17","F","65+","LA LIBERTAD","VIRU",1
"2021-03-17","F","65+","LIMA","BARRANCA",2
"2021-03-17","F","65+","LIMA","CAÑETE",4
"2021-03-17","F","65+","LIMA","HUARAL",1
"2021-03-17","F","65+","LIMA","HUAROCHIRI",2
"2021-03-17","F","65+","LIMA","LIMA",88
"2021-03-17","F","65+","MADRE DE DIOS","TAHUAMANU",1
"2021-03-17","F","65+","PASCO","PASCO",1
"2021-03-17","F","65+","PIURA","PAITA",1
"2021-03-17","F","65+","PIURA","PIURA",2
"2021-03-17","F","65+","PIURA","SULLANA",1
"2021-03-17","F","65+","PIURA","TALARA",1
"2021-03-17","F","65+","PUNO","PUNO",1
"2021-03-17","F","65+","PUNO","SAN ROMAN",2
"2021-03-17","F","65+","PUNO","YUNGUYO",1
"2021-03-17","F","65+","SAN MARTIN","BELLAVISTA",1
"2021-03-17","F","65+","SAN MARTIN","LAMAS",1
"2021-03-17","F","65+","TACNA","TACNA",1
"2021-03-17","F","65+","TUMBES","TUMBES",1
"2021-03-17","F","65+","UCAYALI","CORONEL PORTILLO",2
"2021-03-17","M","0-17","LIMA","LIMA",1
"2021-03-17","M","18-44","ANCASH","HUARAZ",1
"2021-03-17","M","18-44","AYACUCHO","HUAMANGA",1
"2021-03-17","M","18-44","CALLAO","CALLAO",4
"2021-03-17","M","18-44","CUSCO","CUSCO",3
"2021-03-17","M","18-44","ICA","CHINCHA",1
"2021-03-17","M","18-44","ICA","PISCO",1
"2021-03-17","M","18-44","LA LIBERTAD","TRUJILLO",1
"2021-03-17","M","18-44","LAMBAYEQUE","LAMBAYEQUE",2
"2021-03-17","M","18-44","LIMA","CAÑETE",1
"2021-03-17","M","18-44","LIMA","LIMA",16
"2021-03-17","M","18-44","LORETO","MAYNAS",2
"2021-03-17","M","18-44","PIURA","HUANCABAMBA",1
"2021-03-17","M","18-44","PIURA","PAITA",1
"2021-03-17","M","18-44","SAN MARTIN","RIOJA",1
"2021-03-17","M","45-64","ANCASH","CASMA",1
"2021-03-17","M","45-64","APURIMAC","ABANCAY",2
"2021-03-17","M","45-64","AREQUIPA","AREQUIPA",1
"2021-03-17","M","45-64","AREQUIPA","CAYLLOMA",1
"2021-03-17","M","45-64","AYACUCHO","HUAMANGA",2
"2021-03-17","M","45-64","AYACUCHO","PARINACOCHAS",1
"2021-03-17","M","45-64","CAJAMARCA","CAJAMARCA",1
"2021-03-17","M","45-64","CAJAMARCA","CUTERVO",1
"2021-03-17","M","45-64","CAJAMARCA","JAEN",2
"2021-03-17","M","45-64","CALLAO","CALLAO",5
"2021-03-17","M","45-64","HUANCAVELICA","ACOBAMBA",1
"2021-03-17","M","45-64","ICA","CHINCHA",4
"2021-03-17","M","45-64","ICA","ICA",2
"2021-03-17","M","45-64","ICA","NAZCA",1
"2021-03-17","M","45-64","JUNIN","CHUPACA",1
"2021-03-17","M","45-64","JUNIN","TARMA",1
"2021-03-17","M","45-64","LA LIBERTAD","TRUJILLO",4
"2021-03-17","M","45-64","LIMA","HUAROCHIRI",1
"2021-03-17","M","45-64","LIMA","HUAURA",1
"2021-03-17","M","45-64","LIMA","LIMA",79
"2021-03-17","M","45-64","LORETO","MAYNAS",1
"2021-03-17","M","45-64","MADRE DE DIOS","MANU",1
"2021-03-17","M","45-64","MADRE DE DIOS","TAMBOPATA",1
"2021-03-17","M","45-64","PASCO","DANIEL ALCIDES CARRION",1
"2021-03-17","M","45-64","PIURA","PIURA",3
"2021-03-17","M","45-64","PIURA","SECHURA",1
"2021-03-17","M","45-64","PIURA","SULLANA",1
"2021-03-17","M","45-64","PIURA","TALARA",1
"2021-03-17","M","45-64","PUNO","SAN ROMAN",1
"2021-03-17","M","45-64","SAN MARTIN","SAN MARTIN",1
"2021-03-17","M","45-64","TUMBES","CONTRALMIRANTE VILLAR",1
"2021-03-17","M","45-64","TUMBES","TUMBES",1
"2021-03-17","M","45-64","UCAYALI","CORONEL PORTILLO",2
"2021-03-17","M","65+","ANCASH","CORONGO",1
"2021-03-17","M","65+","ANCASH","HUARI",1
"2021-03-17","M","65+","ANCASH","HUAYLAS",1
"2021-03-17","M","65+","ANCASH","SANTA",5
"2021-03-17","M","65+","AREQUIPA","AREQUIPA",4
"2021-03-17","M","65+","AREQUIPA","CASTILLA",1
"2021-03-17","M","65+","AREQUIPA","ISLAY",3
"2021-03-17","M","65+","AYACUCHO","HUAMANGA",2
"2021-03-17","M","65+","CAJAMARCA","CAJAMARCA",2
"2021-03-17","M","65+","CAJAMARCA","SAN IGNACIO",1
"2021-03-17","M","65+","CAJAMARCA","SANTA CRUZ",1
"2021-03-17","M","65+","CALLAO","CALLAO",16
"2021-03-17","M","65+","CUSCO","ACOMAYO",1
"2021-03-17","M","65+","CUSCO","CANCHIS",1
"2021-03-17","M","65+","CUSCO","CUSCO",3
"2021-03-17","M","65+","CUSCO","QUISPICANCHI",1
"2021-03-17","M","65+","HUANCAVELICA","ANGARAES",1
"2021-03-17","M","65+","HUANCAVELICA","HUANCAVELICA",1
"2021-03-17","M","65+","HUANUCO","HUAMALIES",1
"2021-03-17","M","65+","HUANUCO","HUANUCO",1
"2021-03-17","M","65+","ICA","CHINCHA",1
"2021-03-17","M","65+","ICA","ICA",1
"2021-03-17","M","65+","ICA","PISCO",2
"2021-03-17","M","65+","JUNIN","CHUPACA",1
"2021-03-17","M","65+","JUNIN","HUANCAYO",4
"2021-03-17","M","65+","JUNIN","TARMA",3
"2021-03-17","M","65+","LA LIBERTAD","CHEPEN",3
"2021-03-17","M","65+","LA LIBERTAD","TRUJILLO",8
"2021-03-17","M","65+","LAMBAYEQUE","CHICLAYO",8
"2021-03-17","M","65+","LAMBAYEQUE","LAMBAYEQUE",1
"2021-03-17","M","65+","LIMA","BARRANCA",3
"2021-03-17","M","65+","LIMA","CAÑETE",1
"2021-03-17","M","65+","LIMA","HUARAL",3
"2021-03-17","M","65+","LIMA","HUAROCHIRI",1
"2021-03-17","M","65+","LIMA","LIMA",125
"2021-03-17","M","65+","LIMA","YAUYOS",1
"2021-03-17","M","65+","LORETO","LORETO",1
"2021-03-17","M","65+","LORETO","MAYNAS",1
"2021-03-17","M","65+","LORETO","REQUENA",1
"2021-03-17","M","65+","MADRE DE DIOS","TAMBOPATA",1
"2021-03-17","M","65+","PASCO","PASCO",1
"2021-03-17","M","65+","PIURA","MORROPON",2
"2021-03-17","M","65+","PIURA","PAITA",1
"2021-03-17","M","65+","PIURA","PIURA",2
"2021-03-17","M","65+","PIURA","SECHURA",1
"2021-03-17","M","65+","PIURA","SULLANA",1
"2021-03-17","M","65+","PUNO","HUANCANE",1
"2021-03-17","M","65+","PUNO","SAN ROMAN",1
"2021-03-17","M","65+","PUNO","SANDIA",1
"2021-03-17","M","65+","SAN MARTIN","MOYOBAMBA",2
"2021-03-17","M","65+","SAN MARTIN","RIOJA",2
"2021-03-17","M","65+","TUMBES","TUMBES",3
"2021-03-17","M","65+","UCAYALI","CORONEL PORTILLO",2
"2021-03-18","F","18-44","AREQUIPA","CARAVELI",1
"2021-03-18","F","18-44","CAJAMARCA","CHOTA",1
"2021-03-18","F","18-44","CAJAMARCA","JAEN",1
"2021-03-18","F","18-44","CAJAMARCA","SAN MIGUEL",1
"2021-03-18","F","18-44","CALLAO","CALLAO",1
"2021-03-18","F","18-44","CUSCO","ANTA",1
"2021-03-18","F","18-44","CUSCO","CUSCO",1
"2021-03-18","F","18-44","ICA","ICA",1
"2021-03-18","F","18-44","ICA","NAZCA",1
"2021-03-18","F","18-44","LIMA","HUAROCHIRI",1
"2021-03-18","F","18-44","LIMA","LIMA",7
"2021-03-18","F","18-44","LORETO","MAYNAS",1
"2021-03-18","F","18-44","PIURA","PIURA",1
"2021-03-18","F","45-64","AMAZONAS","UTCUBAMBA",2
"2021-03-18","F","45-64","ANCASH","CASMA",2
"2021-03-18","F","45-64","ANCASH","HUARAZ",1
"2021-03-18","F","45-64","ANCASH","HUAYLAS",1
"2021-03-18","F","45-64","AYACUCHO","CANGALLO",1
"2021-03-18","F","45-64","AYACUCHO","LA MAR",1
"2021-03-18","F","45-64","CALLAO","CALLAO",5
"2021-03-18","F","45-64","CUSCO","CUSCO",1
"2021-03-18","F","45-64","ICA","CHINCHA",2
"2021-03-18","F","45-64","JUNIN","HUANCAYO",1
"2021-03-18","F","45-64","LA LIBERTAD","ASCOPE",1
"2021-03-18","F","45-64","LA LIBERTAD","TRUJILLO",1
"2021-03-18","F","45-64","LAMBAYEQUE","CHICLAYO",3
"2021-03-18","F","45-64","LAMBAYEQUE","FERREÑAFE",1
"2021-03-18","F","45-64","LAMBAYEQUE","LAMBAYEQUE",1
"2021-03-18","F","45-64","LIMA","CAÑETE",1
"2021-03-18","F","45-64","LIMA","HUARAL",2
"2021-03-18","F","45-64","LIMA","HUAROCHIRI",1
"2021-03-18","F","45-64","LIMA","HUAURA",1
"2021-03-18","F","45-64","LIMA","LIMA",43
"2021-03-18","F","45-64","MADRE DE DIOS","TAMBOPATA",1
"2021-03-18","F","45-64","PASCO","OXAPAMPA",1
"2021-03-18","F","45-64","PIURA","PAITA",1
"2021-03-18","F","45-64","PIURA","PIURA",2
"2021-03-18","F","45-64","PIURA","TALARA",1
"2021-03-18","F","45-64","PUNO","CARABAYA",1
"2021-03-18","F","45-64","PUNO","MELGAR",1
"2021-03-18","F","45-64","SAN MARTIN","SAN MARTIN",1
"2021-03-18","F","45-64","TACNA","TACNA",1
"2021-03-18","F","45-64","UCAYALI","CORONEL PORTILLO",1
"2021-03-18","F","45-64","UCAYALI","PADRE ABAD",1
"2021-03-18","F","65+","AMAZONAS","BONGARA",1
"2021-03-18","F","65+","ANCASH","CASMA",1
"2021-03-18","F","65+","ANCASH","HUARAZ",2
"2021-03-18","F","65+","ANCASH","HUARI",1
"2021-03-18","F","65+","ANCASH","SANTA",2
"2021-03-18","F","65+","APURIMAC","ABANCAY",1
"2021-03-18","F","65+","APURIMAC","ANDAHUAYLAS",2
"2021-03-18","F","65+","AREQUIPA","AREQUIPA",2
"2021-03-18","F","65+","AREQUIPA","ISLAY",1
"2021-03-18","F","65+","CAJAMARCA","CAJAMARCA",3
"2021-03-18","F","65+","CAJAMARCA","CELENDIN",1
"2021-03-18","F","65+","CAJAMARCA","SAN MARCOS",2
"2021-03-18","F","65+","CALLAO","CALLAO",7
"2021-03-18","F","65+","CUSCO","ANTA",1
"2021-03-18","F","65+","CUSCO","CUSCO",2
"2021-03-18","F","65+","CUSCO","URUBAMBA",1
"2021-03-18","F","65+","HUANCAVELICA","ANGARAES",1
"2021-03-18","F","65+","HUANUCO","HUAMALIES",1
"2021-03-18","F","65+","ICA","CHINCHA",2
"2021-03-18","F","65+","ICA","ICA",5
"2021-03-18","F","65+","ICA","NAZCA",1
"2021-03-18","F","65+","ICA","PISCO",1
"2021-03-18","F","65+","JUNIN","CHANCHAMAYO",1
"2021-03-18","F","65+","JUNIN","HUANCAYO",2
"2021-03-18","F","65+","LA LIBERTAD","OTUZCO",1
"2021-03-18","F","65+","LA LIBERTAD","TRUJILLO",3
"2021-03-18","F","65+","LAMBAYEQUE","CHICLAYO",7
"2021-03-18","F","65+","LIMA","HUARAL",2
"2021-03-18","F","65+","LIMA","HUAROCHIRI",1
"2021-03-18","F","65+","LIMA","HUAURA",1
"2021-03-18","F","65+","LIMA","LIMA",73
"2021-03-18","F","65+","LORETO","MAYNAS",1
"2021-03-18","F","65+","MADRE DE DIOS","TAMBOPATA",1
"2021-03-18","F","65+","PASCO","OXAPAMPA",1
"2021-03-18","F","65+","PIURA","MORROPON",3
"2021-03-18","F","65+","PIURA","PAITA",1
"2021-03-18","F","65+","PIURA","PIURA",5
"2021-03-18","F","65+","PIURA","TALARA",3
"2021-03-18","F","65+","PUNO","SAN ROMAN",1
"2021-03-18","F","65+","SAN MARTIN","RIOJA",1
"2021-03-18","F","65+","UCAYALI","CORONEL PORTILLO",3
"2021-03-18","M","0-17","PIURA","PIURA",1
"2021-03-18","M","0-17","TUMBES","TUMBES",1
"2021-03-18","M","18-44","AMAZONAS","BAGUA",1
"2021-03-18","M","18-44","ANCASH","SANTA",1
"2021-03-18","M","18-44","AYACUCHO","PARINACOCHAS",1
"2021-03-18","M","18-44","CALLAO","CALLAO",4
"2021-03-18","M","18-44","HUANCAVELICA","HUANCAVELICA",1
"2021-03-18","M","18-44","HUANUCO","AMBO",1
"2021-03-18","M","18-44","LA LIBERTAD","TRUJILLO",2
"2021-03-18","M","18-44","LAMBAYEQUE","CHICLAYO",1
"2021-03-18","M","18-44","LIMA","LIMA",27
"2021-03-18","M","18-44","PIURA","PIURA",1
"2021-03-18","M","18-44","TACNA","TACNA",1
"2021-03-18","M","18-44","UCAYALI","CORONEL PORTILLO",1
"2021-03-18","M","45-64","AMAZONAS","BAGUA",1
"2021-03-18","M","45-64","ANCASH","HUARAZ",2
"2021-03-18","M","45-64","ANCASH","SANTA",2
"2021-03-18","M","45-64","AREQUIPA","AREQUIPA",1
"2021-03-18","M","45-64","CALLAO","CALLAO",14
"2021-03-18","M","45-64","CUSCO","CUSCO",1
"2021-03-18","M","45-64","HUANUCO","HUANUCO",1
"2021-03-18","M","45-64","HUANUCO","LEONCIO PRADO",1
"2021-03-18","M","45-64","ICA","CHINCHA",3
"2021-03-18","M","45-64","ICA","ICA",2
"2021-03-18","M","45-64","JUNIN","JAUJA",1
"2021-03-18","M","45-64","LA LIBERTAD","CHEPEN",1
"2021-03-18","M","45-64","LA LIBERTAD","TRUJILLO",9
"2021-03-18","M","45-64","LA LIBERTAD","VIRU",1
"2021-03-18","M","45-64","LAMBAYEQUE","CHICLAYO",6
"2021-03-18","M","45-64","LIMA","CAÑETE",1
"2021-03-18","M","45-64","LIMA","CANTA",1
"2021-03-18","M","45-64","LIMA","HUARAL",3
"2021-03-18","M","45-64","LIMA","HUAROCHIRI",2
"2021-03-18","M","45-64","LIMA","HUAURA",1
"2021-03-18","M","45-64","LIMA","LIMA",70
"2021-03-18","M","45-64","LORETO","ALTO AMAZONAS",1
"2021-03-18","M","45-64","LORETO","LORETO",1
"2021-03-18","M","45-64","LORETO","MAYNAS",1
"2021-03-18","M","45-64","MADRE DE DIOS","TAMBOPATA",1
"2021-03-18","M","45-64","PASCO","OXAPAMPA",2
"2021-03-18","M","45-64","PIURA","AYABACA",1
"2021-03-18","M","45-64","PIURA","PAITA",2
"2021-03-18","M","45-64","PIURA","PIURA",4
"2021-03-18","M","45-64","PIURA","SULLANA",2
"2021-03-18","M","45-64","PUNO","CHUCUITO",1
"2021-03-18","M","45-64","PUNO","PUNO",1
"2021-03-18","M","45-64","PUNO","SAN ROMAN",1
"2021-03-18","M","45-64","SAN MARTIN","BELLAVISTA",1
"2021-03-18","M","45-64","SAN MARTIN","SAN MARTIN",1
"2021-03-18","M","45-64","TACNA","TACNA",1
"2021-03-18","M","45-64","TUMBES","TUMBES",4
"2021-03-18","M","45-64","TUMBES","ZARUMILLA",1
"2021-03-18","M","45-64","UCAYALI","CORONEL PORTILLO",2
"2021-03-18","M","65+","AMAZONAS","UTCUBAMBA",1
"2021-03-18","M","65+","ANCASH","BOLOGNESI",1
"2021-03-18","M","65+","ANCASH","HUARMEY",1
"2021-03-18","M","65+","ANCASH","HUAYLAS",1
"2021-03-18","M","65+","ANCASH","PALLASCA",1
"2021-03-18","M","65+","ANCASH","SANTA",4
"2021-03-18","M","65+","APURIMAC","ANDAHUAYLAS",1
"2021-03-18","M","65+","APURIMAC","ANTABAMBA",1
"2021-03-18","M","65+","APURIMAC","COTABAMBAS",1
"2021-03-18","M","65+","AREQUIPA","AREQUIPA",1
"2021-03-18","M","65+","AREQUIPA","CAMANA",1
"2021-03-18","M","65+","AYACUCHO","HUAMANGA",5
"2021-03-18","M","65+","AYACUCHO","HUANTA",3
"2021-03-18","M","65+","AYACUCHO","VILCAS HUAMAN",1
"2021-03-18","M","65+","CAJAMARCA","CAJABAMBA",1
"2021-03-18","M","65+","CAJAMARCA","CAJAMARCA",4
"2021-03-18","M","65+","CAJAMARCA","CHOTA",1
"2021-03-18","M","65+","CAJAMARCA","CONTUMAZA",1
"2021-03-18","M","65+","CAJAMARCA","HUALGAYOC",1
"2021-03-18","M","65+","CALLAO","CALLAO",9
"2021-03-18","M","65+","CUSCO","ANTA",1
"2021-03-18","M","65+","CUSCO","CANCHIS",2
"2021-03-18","M","65+","CUSCO","CUSCO",2
"2021-03-18","M","65+","ICA","CHINCHA",4
"2021-03-18","M","65+","ICA","ICA",4
"2021-03-18","M","65+","ICA","NAZCA",1
"2021-03-18","M","65+","JUNIN","HUANCAYO",2
"2021-03-18","M","65+","JUNIN","JAUJA",1
"2021-03-18","M","65+","JUNIN","YAULI",1
"2021-03-18","M","65+","LA LIBERTAD","ASCOPE",4
"2021-03-18","M","65+","LA LIBERTAD","CHEPEN",2
"2021-03-18","M","65+","LA LIBERTAD","JULCAN",1
"2021-03-18","M","65+","LA LIBERTAD","PACASMAYO",1
"2021-03-18","M","65+","LA LIBERTAD","TRUJILLO",9
"2021-03-18","M","65+","LAMBAYEQUE","CHICLAYO",4
"2021-03-18","M","65+","LAMBAYEQUE","FERREÑAFE",2
"2021-03-18","M","65+","LAMBAYEQUE","LAMBAYEQUE",2
"2021-03-18","M","65+","LIMA","BARRANCA",1
"2021-03-18","M","65+","LIMA","CAJATAMBO",1
"2021-03-18","M","65+","LIMA","HUARAL",1
"2021-03-18","M","65+","LIMA","HUAURA",4
"2021-03-18","M","65+","LIMA","LIMA",115
"2021-03-18","M","65+","LORETO","ALTO AMAZONAS",1
"2021-03-18","M","65+","LORETO","MARISCAL RAMON CASTILLA",1
"2021-03-18","M","65+","LORETO","MAYNAS",3
"2021-03-18","M","65+","LORETO","UCAYALI",2
"2021-03-18","M","65+","MADRE DE DIOS","MANU",1
"2021-03-18","M","65+","MADRE DE DIOS","TAMBOPATA",2
"2021-03-18","M","65+","PIURA","MORROPON",1
"2021-03-18","M","65+","PIURA","PAITA",2
"2021-03-18","M","65+","PIURA","PIURA",2
"2021-03-18","M","65+","PIURA","SECHURA",1
"2021-03-18","M","65+","PIURA","SULLANA",3
"2021-03-18","M","65+","PUNO","HUANCANE",1
"2021-03-18","M","65+","PUNO","SAN ROMAN",3
"2021-03-18","M","65+","SAN MARTIN","LAMAS",2
"2021-03-18","M","65+","SAN MARTIN","SAN MARTIN",1
