"fecha_fallecimiento","sexo","agrp","dpt_cdc","prov_cdc","n"
"2021-03-13","M","65+","PUNO","AZANGARO",2
"2021-03-13","M","65+","PUNO","CHUCUITO",1
"2021-03-13","M","65+","PUNO","MELGAR",1
"2021-03-13","M","65+","PUNO","MOHO",1
"2021-03-13","M","65+","PUNO","YUNGUYO",1
"2021-03-13","M","65+","SAN MARTIN","TOCACHE",1
"2021-03-13","M","65+","TACNA","TACNA",3
"2021-03-13","M","65+","TUMBES","CONTRALMIRANTE VILLAR",1
"2021-03-13","M","65+","UCAYALI","CORONEL PORTILLO",4
"2021-03-14","F","0-17","CALLAO","CALLAO",1
"2021-03-14","F","18-44","AMAZONAS","UTCUBAMBA",1
"2021-03-14","F","18-44","AREQUIPA","AREQUIPA",1
"2021-03-14","F","18-44","CAJAMARCA","JAEN",1
"2021-03-14","F","18-44","CALLAO","CALLAO",2
"2021-03-14","F","18-44","CUSCO","CUSCO",1
"2021-03-14","F","18-44","ICA","CHINCHA",1
"2021-03-14","F","18-44","JUNIN","HUANCAYO",1
"2021-03-14","F","18-44","LIMA","LIMA",7
"2021-03-14","F","18-44","PIURA","TALARA",1
"2021-03-14","F","18-44","UCAYALI","CORONEL PORTILLO",2
"2021-03-14","F","45-64","ANCASH","AIJA",1
"2021-03-14","F","45-64","ANCASH","CARHUAZ",1
"2021-03-14","F","45-64","APURIMAC","ABANCAY",1
"2021-03-14","F","45-64","AREQUIPA","AREQUIPA",1
"2021-03-14","F","45-64","AYACUCHO","HUAMANGA",1
"2021-03-14","F","45-64","AYACUCHO","PARINACOCHAS",1
"2021-03-14","F","45-64","CAJAMARCA","CAJAMARCA",2
"2021-03-14","F","45-64","CALLAO","CALLAO",3
"2021-03-14","F","45-64","ICA","CHINCHA",1
"2021-03-14","F","45-64","ICA","ICA",1
"2021-03-14","F","45-64","ICA","PISCO",2
"2021-03-14","F","45-64","JUNIN","JAUJA",1
"2021-03-14","F","45-64","JUNIN","TARMA",1
"2021-03-14","F","45-64","LA LIBERTAD","TRUJILLO",2
"2021-03-14","F","45-64","LAMBAYEQUE","CHICLAYO",2
"2021-03-14","F","45-64","LIMA","CAÑETE",1
"2021-03-14","F","45-64","LIMA","HUAURA",2
"2021-03-14","F","45-64","LIMA","LIMA",59
"2021-03-14","F","45-64","LORETO","ALTO AMAZONAS",1
"2021-03-14","F","45-64","LORETO","MAYNAS",2
"2021-03-14","F","45-64","MADRE DE DIOS","TAMBOPATA",2
"2021-03-14","F","45-64","PASCO","OXAPAMPA",1
"2021-03-14","F","45-64","PASCO","PASCO",1
"2021-03-14","F","45-64","PIURA","PIURA",1
"2021-03-14","F","45-64","PUNO","CHUCUITO",1
"2021-03-14","F","45-64","PUNO","SAN ROMAN",1
"2021-03-14","F","45-64","SAN MARTIN","BELLAVISTA",1
"2021-03-14","F","45-64","TACNA","TACNA",1
"2021-03-14","F","45-64","TUMBES","TUMBES",1
"2021-03-14","F","45-64","TUMBES","ZARUMILLA",1
"2021-03-14","F","45-64","UCAYALI","CORONEL PORTILLO",3
"2021-03-14","F","65+","ANCASH","CASMA",1
"2021-03-14","F","65+","ANCASH","SANTA",1
"2021-03-14","F","65+","APURIMAC","CHINCHEROS",1
"2021-03-14","F","65+","AREQUIPA","AREQUIPA",3
"2021-03-14","F","65+","AYACUCHO","HUAMANGA",1
"2021-03-14","F","65+","AYACUCHO","HUANTA",1
"2021-03-14","F","65+","CAJAMARCA","CHOTA",1
"2021-03-14","F","65+","CAJAMARCA","SAN PABLO",1
"2021-03-14","F","65+","CALLAO","CALLAO",9
"2021-03-14","F","65+","CUSCO","ANTA",1
"2021-03-14","F","65+","CUSCO","CANCHIS",1
"2021-03-14","F","65+","CUSCO","CUSCO",3
"2021-03-14","F","65+","HUANUCO","HUANUCO",2
"2021-03-14","F","65+","ICA","NAZCA",1
"2021-03-14","F","65+","ICA","PISCO",3
"2021-03-14","F","65+","JUNIN","CHANCHAMAYO",1
"2021-03-14","F","65+","JUNIN","HUANCAYO",2
"2021-03-14","F","65+","JUNIN","JAUJA",1
"2021-03-14","F","65+","JUNIN","TARMA",1
"2021-03-14","F","65+","LA LIBERTAD","ASCOPE",1
"2021-03-14","F","65+","LA LIBERTAD","TRUJILLO",5
"2021-03-14","F","65+","LAMBAYEQUE","CHICLAYO",2
"2021-03-14","F","65+","LIMA","BARRANCA",2
"2021-03-14","F","65+","LIMA","CAÑETE",2
"2021-03-14","F","65+","LIMA","HUARAL",1
"2021-03-14","F","65+","LIMA","LIMA",73
"2021-03-14","F","65+","PIURA","PIURA",2
"2021-03-14","F","65+","PIURA","SULLANA",5
"2021-03-14","F","65+","PIURA","TALARA",1
"2021-03-14","F","65+","SAN MARTIN","SAN MARTIN",1
"2021-03-14","F","65+","TUMBES","TUMBES",3
"2021-03-14","F","65+","UCAYALI","CORONEL PORTILLO",1
"2021-03-14","M","0-17","LIMA","LIMA",1
"2021-03-14","M","18-44","AYACUCHO","HUAMANGA",1
"2021-03-14","M","18-44","CALLAO","CALLAO",4
"2021-03-14","M","18-44","CUSCO","PAUCARTAMBO",1
"2021-03-14","M","18-44","ICA","CHINCHA",1
"2021-03-14","M","18-44","LA LIBERTAD","TRUJILLO",1
"2021-03-14","M","18-44","LIMA","CAÑETE",2
"2021-03-14","M","18-44","LIMA","LIMA",22
"2021-03-14","M","18-44","LIMA","YAUYOS",1
"2021-03-14","M","18-44","LORETO","MAYNAS",1
"2021-03-14","M","18-44","MADRE DE DIOS","TAMBOPATA",1
"2021-03-14","M","18-44","PIURA","PAITA",1
"2021-03-14","M","18-44","PUNO","PUNO",1
"2021-03-14","M","18-44","PUNO","SAN ROMAN",1
"2021-03-14","M","18-44","TUMBES","TUMBES",1
"2021-03-14","M","18-44","UCAYALI","CORONEL PORTILLO",1
"2021-03-14","M","45-64","ANCASH","CASMA",1
"2021-03-14","M","45-64","ANCASH","HUARAZ",1
"2021-03-14","M","45-64","ANCASH","HUARMEY",1
"2021-03-14","M","45-64","ANCASH","SANTA",1
"2021-03-14","M","45-64","APURIMAC","COTABAMBAS",1
"2021-03-14","M","45-64","AREQUIPA","AREQUIPA",3
"2021-03-14","M","45-64","AREQUIPA","CAYLLOMA",1
"2021-03-14","M","45-64","AYACUCHO","PAUCAR DEL SARA SARA",1
"2021-03-14","M","45-64","CAJAMARCA","CAJABAMBA",1
"2021-03-14","M","45-64","CAJAMARCA","CHOTA",1
"2021-03-14","M","45-64","CALLAO","CALLAO",9
"2021-03-14","M","45-64","CUSCO","CUSCO",2
"2021-03-14","M","45-64","CUSCO","PAUCARTAMBO",1
"2021-03-14","M","45-64","HUANCAVELICA","ACOBAMBA",1
"2021-03-14","M","45-64","ICA","CHINCHA",2
"2021-03-14","M","45-64","ICA","ICA",2
"2021-03-14","M","45-64","JUNIN","CHANCHAMAYO",1
"2021-03-14","M","45-64","JUNIN","HUANCAYO",2
"2021-03-14","M","45-64","JUNIN","TARMA",1
"2021-03-14","M","45-64","LA LIBERTAD","CHEPEN",1
"2021-03-14","M","45-64","LA LIBERTAD","PACASMAYO",3
"2021-03-14","M","45-64","LA LIBERTAD","SANCHEZ CARRION",1
"2021-03-14","M","45-64","LA LIBERTAD","TRUJILLO",6
"2021-03-14","M","45-64","LAMBAYEQUE","CHICLAYO",1
"2021-03-14","M","45-64","LIMA","CAÑETE",2
"2021-03-14","M","45-64","LIMA","HUARAL",3
"2021-03-14","M","45-64","LIMA","HUAURA",2
"2021-03-14","M","45-64","LIMA","LIMA",71
"2021-03-14","M","45-64","LORETO","DATEM DEL MARAÑON",1
"2021-03-14","M","45-64","MADRE DE DIOS","TAMBOPATA",1
"2021-03-14","M","45-64","MOQUEGUA","MARISCAL NIETO",1
"2021-03-14","M","45-64","PIURA","PIURA",2
"2021-03-14","M","45-64","PUNO","PUNO",1
"2021-03-14","M","45-64","SAN MARTIN","RIOJA",1
"2021-03-14","M","45-64","SAN MARTIN","TOCACHE",1
"2021-03-14","M","45-64","UCAYALI","ATALAYA",1
"2021-03-14","M","45-64","UCAYALI","CORONEL PORTILLO",4
"2021-03-14","M","65+","AMAZONAS","CHACHAPOYAS",1
"2021-03-14","M","65+","AMAZONAS","UTCUBAMBA",1
"2021-03-14","M","65+","ANCASH","CASMA",1
"2021-03-14","M","65+","ANCASH","HUARAZ",1
"2021-03-14","M","65+","ANCASH","HUAYLAS",1
"2021-03-14","M","65+","ANCASH","SANTA",4
"2021-03-14","M","65+","ANCASH","SIHUAS",1
"2021-03-14","M","65+","AREQUIPA","AREQUIPA",4
"2021-03-14","M","65+","AREQUIPA","CAYLLOMA",1
"2021-03-14","M","65+","AREQUIPA","ISLAY",1
"2021-03-14","M","65+","CAJAMARCA","CAJAMARCA",2
"2021-03-14","M","65+","CALLAO","CALLAO",11
"2021-03-14","M","65+","CUSCO","ANTA",1
"2021-03-14","M","65+","CUSCO","CANCHIS",2
"2021-03-14","M","65+","CUSCO","CUSCO",9
"2021-03-14","M","65+","HUANCAVELICA","HUANCAVELICA",1
"2021-03-14","M","65+","HUANUCO","HUACAYBAMBA",1
"2021-03-14","M","65+","HUANUCO","MARAÑON",1
"2021-03-14","M","65+","ICA","CHINCHA",3
"2021-03-14","M","65+","ICA","ICA",4
"2021-03-14","M","65+","JUNIN","CHANCHAMAYO",1
"2021-03-14","M","65+","JUNIN","HUANCAYO",5
"2021-03-14","M","65+","JUNIN","JAUJA",1
"2021-03-14","M","65+","LA LIBERTAD","PACASMAYO",2
"2021-03-14","M","65+","LA LIBERTAD","TRUJILLO",1
"2021-03-14","M","65+","LAMBAYEQUE","CHICLAYO",4
"2021-03-14","M","65+","LIMA","CAÑETE",2
"2021-03-14","M","65+","LIMA","HUARAL",3
"2021-03-14","M","65+","LIMA","HUAURA",1
"2021-03-14","M","65+","LIMA","LIMA",103
"2021-03-14","M","65+","LORETO","ALTO AMAZONAS",1
"2021-03-14","M","65+","LORETO","MAYNAS",4
"2021-03-14","M","65+","PASCO","OXAPAMPA",1
"2021-03-14","M","65+","PASCO","PASCO",1
"2021-03-14","M","65+","PIURA","AYABACA",1
"2021-03-14","M","65+","PIURA","MORROPON",1
"2021-03-14","M","65+","PIURA","PAITA",1
"2021-03-14","M","65+","PIURA","PIURA",5
"2021-03-14","M","65+","PIURA","SULLANA",1
"2021-03-14","M","65+","PIURA","TALARA",2
"2021-03-14","M","65+","PUNO","CHUCUITO",1
"2021-03-14","M","65+","PUNO","SAN ROMAN",1
"2021-03-14","M","65+","SAN MARTIN","LAMAS",1
"2021-03-14","M","65+","SAN MARTIN","SAN MARTIN",1
"2021-03-14","M","65+","TACNA","TACNA",1
"2021-03-14","M","65+","TUMBES","TUMBES",1
"2021-03-14","M","65+","UCAYALI","CORONEL PORTILLO",5
"2021-03-15","F","0-17","JUNIN","CHUPACA",1
"2021-03-15","F","0-17","LIMA","HUARAL",1
"2021-03-15","F","18-44","ANCASH","HUARI",1
"2021-03-15","F","18-44","AREQUIPA","CARAVELI",1
"2021-03-15","F","18-44","CALLAO","CALLAO",1
"2021-03-15","F","18-44","JUNIN","HUANCAYO",1
"2021-03-15","F","18-44","LIMA","LIMA",10
"2021-03-15","F","18-44","MOQUEGUA","MARISCAL NIETO",1
"2021-03-15","F","18-44","PIURA","PIURA",3
"2021-03-15","F","45-64","ANCASH","CASMA",1
"2021-03-15","F","45-64","ANCASH","SANTA",1
"2021-03-15","F","45-64","AREQUIPA","ISLAY",1
"2021-03-15","F","45-64","CAJAMARCA","JAEN",1
"2021-03-15","F","45-64","CALLAO","CALLAO",5
"2021-03-15","F","45-64","CUSCO","URUBAMBA",1
"2021-03-15","F","45-64","ICA","CHINCHA",4
"2021-03-15","F","45-64","ICA","NAZCA",1
"2021-03-15","F","45-64","JUNIN","HUANCAYO",1
"2021-03-15","F","45-64","JUNIN","TARMA",1
"2021-03-15","F","45-64","LA LIBERTAD","ASCOPE",1
"2021-03-15","F","45-64","LA LIBERTAD","TRUJILLO",4
"2021-03-15","F","45-64","LA LIBERTAD","VIRU",1
"2021-03-15","F","45-64","LAMBAYEQUE","CHICLAYO",1
"2021-03-15","F","45-64","LIMA","CAÑETE",2
"2021-03-15","F","45-64","LIMA","HUARAL",2
"2021-03-15","F","45-64","LIMA","LIMA",36
"2021-03-15","F","45-64","LORETO","MAYNAS",1
"2021-03-15","F","45-64","PASCO","OXAPAMPA",1
"2021-03-15","F","45-64","PIURA","PAITA",3
"2021-03-15","F","45-64","PIURA","PIURA",1
"2021-03-15","F","45-64","PIURA","SECHURA",1
"2021-03-15","F","45-64","PIURA","TALARA",1
"2021-03-15","F","45-64","PUNO","CARABAYA",1
"2021-03-15","F","45-64","PUNO","HUANCANE",1
"2021-03-15","F","45-64","PUNO","SANDIA",1
"2021-03-15","F","45-64","SAN MARTIN","SAN MARTIN",1
"2021-03-15","F","65+","ANCASH","CARHUAZ",1
"2021-03-15","F","65+","ANCASH","CORONGO",1
"2021-03-15","F","65+","ANCASH","HUARMEY",1
"2021-03-15","F","65+","ANCASH","SANTA",1
"2021-03-15","F","65+","AREQUIPA","AREQUIPA",1
"2021-03-15","F","65+","AREQUIPA","ISLAY",1
"2021-03-15","F","65+","AYACUCHO","CANGALLO",1
"2021-03-15","F","65+","AYACUCHO","HUAMANGA",2
"2021-03-15","F","65+","AYACUCHO","HUANTA",1
"2021-03-15","F","65+","CAJAMARCA","CAJAMARCA",1
"2021-03-15","F","65+","CALLAO","CALLAO",10
"2021-03-15","F","65+","CUSCO","CUSCO",2
"2021-03-15","F","65+","CUSCO","LA CONVENCION",1
"2021-03-15","F","65+","HUANCAVELICA","HUANCAVELICA",1
"2021-03-15","F","65+","HUANCAVELICA","TAYACAJA",1
"2021-03-15","F","65+","HUANUCO","HUANUCO",3
"2021-03-15","F","65+","ICA","CHINCHA",1
"2021-03-15","F","65+","ICA","ICA",1
"2021-03-15","F","65+","ICA","NAZCA",1
"2021-03-15","F","65+","JUNIN","CHANCHAMAYO",1
"2021-03-15","F","65+","JUNIN","HUANCAYO",1
"2021-03-15","F","65+","LA LIBERTAD","CHEPEN",1
"2021-03-15","F","65+","LA LIBERTAD","PACASMAYO",1
"2021-03-15","F","65+","LA LIBERTAD","PATAZ",1
"2021-03-15","F","65+","LA LIBERTAD","TRUJILLO",5
"2021-03-15","F","65+","LAMBAYEQUE","CHICLAYO",3
"2021-03-15","F","65+","LAMBAYEQUE","LAMBAYEQUE",1
"2021-03-15","F","65+","LIMA","BARRANCA",2
"2021-03-15","F","65+","LIMA","CAÑETE",5
"2021-03-15","F","65+","LIMA","HUARAL",1
"2021-03-15","F","65+","LIMA","HUAROCHIRI",1
"2021-03-15","F","65+","LIMA","LIMA",83
"2021-03-15","F","65+","LORETO","MAYNAS",4
"2021-03-15","F","65+","PASCO","PASCO",1
"2021-03-15","F","65+","PIURA","HUANCABAMBA",2
"2021-03-15","F","65+","PIURA","TALARA",1
"2021-03-15","F","65+","PUNO","LAMPA",1
"2021-03-15","F","65+","PUNO","PUNO",2
"2021-03-15","F","65+","SAN MARTIN","LAMAS",1
"2021-03-15","F","65+","TACNA","TACNA",2
"2021-03-15","F","65+","TUMBES","TUMBES",2
"2021-03-15","F","65+","UCAYALI","CORONEL PORTILLO",4
"2021-03-15","M","0-17","CALLAO","CALLAO",1
"2021-03-15","M","18-44","AMAZONAS","LUYA",1
"2021-03-15","M","18-44","ANCASH","CASMA",2
"2021-03-15","M","18-44","ANCASH","HUARAZ",1
"2021-03-15","M","18-44","CAJAMARCA","CAJAMARCA",1
"2021-03-15","M","18-44","CAJAMARCA","SAN PABLO",1
"2021-03-15","M","18-44","CALLAO","CALLAO",1
"2021-03-15","M","18-44","CUSCO","CUSCO",1
"2021-03-15","M","18-44","HUANUCO","HUAMALIES",1
"2021-03-15","M","18-44","HUANUCO","HUANUCO",1
"2021-03-15","M","18-44","ICA","CHINCHA",1
"2021-03-15","M","18-44","ICA","PISCO",1
"2021-03-15","M","18-44","JUNIN","SATIPO",1
"2021-03-15","M","18-44","LA LIBERTAD","TRUJILLO",1
"2021-03-15","M","18-44","LAMBAYEQUE","CHICLAYO",1
"2021-03-15","M","18-44","LIMA","LIMA",13
"2021-03-15","M","18-44","PASCO","OXAPAMPA",1
"2021-03-15","M","18-44","PIURA","PIURA",1
"2021-03-15","M","18-44","PIURA","SULLANA",1
"2021-03-15","M","45-64","ANCASH","ANTONIO RAIMONDI",1
"2021-03-15","M","45-64","ANCASH","CASMA",1
"2021-03-15","M","45-64","ANCASH","HUARMEY",1
"2021-03-15","M","45-64","ANCASH","SANTA",2
"2021-03-15","M","45-64","AREQUIPA","AREQUIPA",2
"2021-03-15","M","45-64","AREQUIPA","CARAVELI",1
"2021-03-15","M","45-64","AYACUCHO","HUAMANGA",1
"2021-03-15","M","45-64","CAJAMARCA","CAJAMARCA",2
"2021-03-15","M","45-64","CAJAMARCA","JAEN",1
"2021-03-15","M","45-64","CALLAO","CALLAO",5
"2021-03-15","M","45-64","CUSCO","CANCHIS",1
"2021-03-15","M","45-64","CUSCO","CUSCO",4
"2021-03-15","M","45-64","CUSCO","LA CONVENCION",1
"2021-03-15","M","45-64","HUANUCO","LAURICOCHA",1
"2021-03-15","M","45-64","ICA","ICA",1
"2021-03-15","M","45-64","ICA","NAZCA",1
"2021-03-15","M","45-64","ICA","PALPA",1
"2021-03-15","M","45-64","JUNIN","CHANCHAMAYO",2
"2021-03-15","M","45-64","JUNIN","HUANCAYO",1
"2021-03-15","M","45-64","JUNIN","JUNIN",1
"2021-03-15","M","45-64","LA LIBERTAD","PACASMAYO",1
"2021-03-15","M","45-64","LA LIBERTAD","SANCHEZ CARRION",1
"2021-03-15","M","45-64","LA LIBERTAD","SANTIAGO DE CHUCO",1
"2021-03-15","M","45-64","LA LIBERTAD","TRUJILLO",3
"2021-03-15","M","45-64","LAMBAYEQUE","CHICLAYO",5
"2021-03-15","M","45-64","LIMA","BARRANCA",2
"2021-03-15","M","45-64","LIMA","CAÑETE",1
"2021-03-15","M","45-64","LIMA","HUARAL",4
"2021-03-15","M","45-64","LIMA","HUAURA",4
"2021-03-15","M","45-64","LIMA","LIMA",98
"2021-03-15","M","45-64","LORETO","MAYNAS",1
"2021-03-15","M","45-64","MADRE DE DIOS","TAMBOPATA",2
"2021-03-15","M","45-64","MOQUEGUA","ILO",1
"2021-03-15","M","45-64","PIURA","PAITA",1
"2021-03-15","M","45-64","PIURA","PIURA",1
"2021-03-15","M","45-64","PIURA","SECHURA",1
"2021-03-15","M","45-64","PIURA","SULLANA",2
"2021-03-15","M","45-64","PUNO","SAN ROMAN",1
"2021-03-15","M","45-64","PUNO","YUNGUYO",1
"2021-03-15","M","45-64","SAN MARTIN","MARISCAL CACERES",1
"2021-03-15","M","45-64","SAN MARTIN","SAN MARTIN",2
"2021-03-15","M","45-64","TACNA","TACNA",4
"2021-03-15","M","45-64","TUMBES","TUMBES",1
"2021-03-15","M","45-64","UCAYALI","CORONEL PORTILLO",3
"2021-03-15","M","65+","ANCASH","CARHUAZ",1
"2021-03-15","M","65+","ANCASH","CORONGO",1
"2021-03-15","M","65+","ANCASH","HUARAZ",2
"2021-03-15","M","65+","ANCASH","SANTA",1
"2021-03-15","M","65+","ANCASH","SIHUAS",1
"2021-03-15","M","65+","APURIMAC","ANDAHUAYLAS",1
"2021-03-15","M","65+","AREQUIPA","CAMANA",1
"2021-03-15","M","65+","AREQUIPA","CARAVELI",1
"2021-03-15","M","65+","AREQUIPA","CONDESUYOS",1
"2021-03-15","M","65+","AYACUCHO","CANGALLO",1
"2021-03-15","M","65+","CAJAMARCA","CHOTA",1
"2021-03-15","M","65+","CAJAMARCA","CONTUMAZA",1
"2021-03-15","M","65+","CALLAO","CALLAO",13
"2021-03-15","M","65+","CUSCO","ACOMAYO",1
"2021-03-15","M","65+","CUSCO","CANCHIS",1
"2021-03-15","M","65+","CUSCO","CHUMBIVILCAS",1
"2021-03-15","M","65+","CUSCO","LA CONVENCION",2
"2021-03-15","M","65+","CUSCO","QUISPICANCHI",1
"2021-03-15","M","65+","HUANCAVELICA","CASTROVIRREYNA",1
"2021-03-15","M","65+","HUANCAVELICA","CHURCAMPA",1
"2021-03-15","M","65+","HUANUCO","HUAMALIES",1
"2021-03-15","M","65+","HUANUCO","HUANUCO",1
"2021-03-15","M","65+","ICA","CHINCHA",2
"2021-03-15","M","65+","ICA","ICA",3
"2021-03-15","M","65+","ICA","PISCO",1
"2021-03-15","M","65+","JUNIN","CHANCHAMAYO",3
"2021-03-15","M","65+","JUNIN","HUANCAYO",2
"2021-03-15","M","65+","JUNIN","YAULI",1
"2021-03-15","M","65+","LA LIBERTAD","PACASMAYO",2
"2021-03-15","M","65+","LA LIBERTAD","TRUJILLO",8
"2021-03-15","M","65+","LA LIBERTAD","VIRU",1
"2021-03-15","M","65+","LAMBAYEQUE","CHICLAYO",4
"2021-03-15","M","65+","LAMBAYEQUE","LAMBAYEQUE",1
"2021-03-15","M","65+","LIMA","BARRANCA",2
"2021-03-15","M","65+","LIMA","CAÑETE",4
"2021-03-15","M","65+","LIMA","HUARAL",3
"2021-03-15","M","65+","LIMA","HUAROCHIRI",1
"2021-03-15","M","65+","LIMA","HUAURA",2
"2021-03-15","M","65+","LIMA","LIMA",108
"2021-03-15","M","65+","LORETO","ALTO AMAZONAS",1
"2021-03-15","M","65+","LORETO","MAYNAS",3
"2021-03-15","M","65+","LORETO","REQUENA",1
"2021-03-15","M","65+","MADRE DE DIOS","TAMBOPATA",1
"2021-03-15","M","65+","MOQUEGUA","ILO",1
"2021-03-15","M","65+","PIURA","MORROPON",1
"2021-03-15","M","65+","PIURA","PAITA",1
"2021-03-15","M","65+","PIURA","PIURA",6
"2021-03-15","M","65+","PIURA","SULLANA",2
"2021-03-15","M","65+","PIURA","TALARA",2
"2021-03-15","M","65+","PUNO","PUNO",3
"2021-03-15","M","65+","PUNO","SAN ROMAN",1
"2021-03-15","M","65+","SAN MARTIN","BELLAVISTA",1
"2021-03-15","M","65+","SAN MARTIN","RIOJA",1
"2021-03-15","M","65+","TUMBES","TUMBES",1
"2021-03-15","M","65+","UCAYALI","CORONEL PORTILLO",2
"2021-03-16","F","0-17","LIMA","LIMA",1
"2021-03-16","F","18-44","ANCASH","SANTA",1
"2021-03-16","F","18-44","AYACUCHO","HUAMANGA",1
"2021-03-16","F","18-44","CAJAMARCA","HUALGAYOC",1
"2021-03-16","F","18-44","CALLAO","CALLAO",1
"2021-03-16","F","18-44","CUSCO","LA CONVENCION",1
"2021-03-16","F","18-44","HUANCAVELICA","ANGARAES",1
"2021-03-16","F","18-44","ICA","NAZCA",1
"2021-03-16","F","18-44","LA LIBERTAD","ASCOPE",1
"2021-03-16","F","18-44","LA LIBERTAD","CHEPEN",1
"2021-03-16","F","18-44","LIMA","HUAURA",2
"2021-03-16","F","18-44","LIMA","LIMA",10
"2021-03-16","F","18-44","LORETO","MAYNAS",1
"2021-03-16","F","18-44","PIURA","TALARA",1
"2021-03-16","F","45-64","ANCASH","HUARAZ",2
"2021-03-16","F","45-64","ANCASH","SANTA",1
"2021-03-16","F","45-64","APURIMAC","ANDAHUAYLAS",1
"2021-03-16","F","45-64","CAJAMARCA","SAN MARCOS",1
"2021-03-16","F","45-64","CALLAO","CALLAO",8
"2021-03-16","F","45-64","CUSCO","CANCHIS",1
"2021-03-16","F","45-64","CUSCO","CUSCO",1
"2021-03-16","F","45-64","ICA","CHINCHA",1
"2021-03-16","F","45-64","ICA","ICA",3
"2021-03-16","F","45-64","ICA","PISCO",1
"2021-03-16","F","45-64","JUNIN","SATIPO",1
"2021-03-16","F","45-64","LA LIBERTAD","PACASMAYO",1
"2021-03-16","F","45-64","LA LIBERTAD","TRUJILLO",4
"2021-03-16","F","45-64","LAMBAYEQUE","CHICLAYO",2
"2021-03-16","F","45-64","LIMA","BARRANCA",1
"2021-03-16","F","45-64","LIMA","HUAURA",1
"2021-03-16","F","45-64","LIMA","LIMA",30
"2021-03-16","F","45-64","PIURA","PAITA",1
"2021-03-16","F","45-64","PIURA","PIURA",1
"2021-03-16","F","45-64","PUNO","SAN ROMAN",3
"2021-03-16","F","45-64","UCAYALI","CORONEL PORTILLO",2
"2021-03-16","F","65+","ANCASH","HUARAZ",1
"2021-03-16","F","65+","ANCASH","SANTA",1
"2021-03-16","F","65+","APURIMAC","ABANCAY",1
"2021-03-16","F","65+","APURIMAC","ANDAHUAYLAS",2
"2021-03-16","F","65+","AREQUIPA","AREQUIPA",1
"2021-03-16","F","65+","AREQUIPA","CONDESUYOS",1
"2021-03-16","F","65+","AYACUCHO","HUANTA",1
"2021-03-16","F","65+","AYACUCHO","SUCRE",1
"2021-03-16","F","65+","AYACUCHO","VICTOR FAJARDO",1
"2021-03-16","F","65+","CAJAMARCA","CAJABAMBA",1
"2021-03-16","F","65+","CAJAMARCA","CAJAMARCA",2
"2021-03-16","F","65+","CAJAMARCA","CHOTA",1
"2021-03-16","F","65+","CALLAO","CALLAO",5
"2021-03-16","F","65+","CUSCO","ANTA",1
"2021-03-16","F","65+","CUSCO","CUSCO",2
"2021-03-16","F","65+","HUANCAVELICA","HUANCAVELICA",1
"2021-03-16","F","65+","HUANCAVELICA","TAYACAJA",1
"2021-03-16","F","65+","ICA","ICA",3
"2021-03-16","F","65+","ICA","NAZCA",1
"2021-03-16","F","65+","JUNIN","SATIPO",1
"2021-03-16","F","65+","JUNIN","TARMA",1
"2021-03-16","F","65+","LA LIBERTAD","PACASMAYO",1
"2021-03-16","F","65+","LA LIBERTAD","TRUJILLO",6
"2021-03-16","F","65+","LAMBAYEQUE","CHICLAYO",1
"2021-03-16","F","65+","LAMBAYEQUE","LAMBAYEQUE",1
"2021-03-16","F","65+","LIMA","BARRANCA",1
"2021-03-16","F","65+","LIMA","CAÑETE",1
"2021-03-16","F","65+","LIMA","HUARAL",3
"2021-03-16","F","65+","LIMA","HUAROCHIRI",2
"2021-03-16","F","65+","LIMA","HUAURA",2
"2021-03-16","F","65+","LIMA","LIMA",73
"2021-03-16","F","65+","LIMA","OYON",1
"2021-03-16","F","65+","LORETO","ALTO AMAZONAS",1
"2021-03-16","F","65+","LORETO","MAYNAS",1
"2021-03-16","F","65+","PASCO","DANIEL ALCIDES CARRION",1
"2021-03-16","F","65+","PASCO","OXAPAMPA",1
"2021-03-16","F","65+","PIURA","MORROPON",1
"2021-03-16","F","65+","PIURA","PAITA",1
"2021-03-16","F","65+","PIURA","PIURA",2
"2021-03-16","F","65+","PIURA","SULLANA",2
"2021-03-16","F","65+","PIURA","TALARA",2
"2021-03-16","F","65+","PUNO","AZANGARO",1
"2021-03-16","F","65+","PUNO","PUNO",1
"2021-03-16","F","65+","TACNA","TACNA",1
"2021-03-16","F","65+","TUMBES","CONTRALMIRANTE VILLAR",1
"2021-03-16","F","65+","TUMBES","TUMBES",1
"2021-03-16","F","65+","UCAYALI","CORONEL PORTILLO",2
"2021-03-16","M","0-17","LAMBAYEQUE","CHICLAYO",1
"2021-03-16","M","18-44","CAJAMARCA","CAJAMARCA",1
"2021-03-16","M","18-44","CAJAMARCA","CUTERVO",1
"2021-03-16","M","18-44","CALLAO","CALLAO",4
"2021-03-16","M","18-44","CUSCO","CUSCO",2
"2021-03-16","M","18-44","ICA","PISCO",1
"2021-03-16","M","18-44","JUNIN","HUANCAYO",2
"2021-03-16","M","18-44","LA LIBERTAD","TRUJILLO",3
"2021-03-16","M","18-44","LAMBAYEQUE","CHICLAYO",1
"2021-03-16","M","18-44","LIMA","CAÑETE",1
"2021-03-16","M","18-44","LIMA","LIMA",23
"2021-03-16","M","18-44","LORETO","ALTO AMAZONAS",1
"2021-03-16","M","18-44","PIURA","SULLANA",1
"2021-03-16","M","18-44","TACNA","TACNA",1
