"fecha_fallecimiento","sexo","agrp","dpt_cdc","n"
"2021-05-19","M","65+","TUMBES",2
"2021-05-20","F","18-44","HUANCAVELICA",1
"2021-05-20","F","18-44","LAMBAYEQUE",1
"2021-05-20","F","18-44","LIMA",2
"2021-05-20","F","18-44","MOQUEGUA",1
"2021-05-20","F","18-44","SAN MARTIN",2
"2021-05-20","F","45-64","AMAZONAS",1
"2021-05-20","F","45-64","ANCASH",2
"2021-05-20","F","45-64","APURIMAC",2
"2021-05-20","F","45-64","AREQUIPA",8
"2021-05-20","F","45-64","CAJAMARCA",2
"2021-05-20","F","45-64","CALLAO",1
"2021-05-20","F","45-64","CUSCO",2
"2021-05-20","F","45-64","HUANUCO",1
"2021-05-20","F","45-64","ICA",6
"2021-05-20","F","45-64","JUNIN",5
"2021-05-20","F","45-64","LA LIBERTAD",5
"2021-05-20","F","45-64","LAMBAYEQUE",3
"2021-05-20","F","45-64","LIMA",9
"2021-05-20","F","45-64","PIURA",5
"2021-05-20","F","45-64","PUNO",1
"2021-05-20","F","45-64","SAN MARTIN",1
"2021-05-20","F","45-64","UCAYALI",1
"2021-05-20","F","65+","AMAZONAS",2
"2021-05-20","F","65+","ANCASH",5
"2021-05-20","F","65+","APURIMAC",2
"2021-05-20","F","65+","AREQUIPA",11
"2021-05-20","F","65+","AYACUCHO",2
"2021-05-20","F","65+","CAJAMARCA",4
"2021-05-20","F","65+","CALLAO",2
"2021-05-20","F","65+","CUSCO",2
"2021-05-20","F","65+","ICA",3
"2021-05-20","F","65+","JUNIN",4
"2021-05-20","F","65+","LA LIBERTAD",8
"2021-05-20","F","65+","LAMBAYEQUE",2
"2021-05-20","F","65+","LIMA",30
"2021-05-20","F","65+","PIURA",3
"2021-05-20","F","65+","PUNO",1
"2021-05-20","F","65+","TACNA",2
"2021-05-20","F","65+","UCAYALI",4
"2021-05-20","M","18-44","APURIMAC",2
"2021-05-20","M","18-44","AYACUCHO",1
"2021-05-20","M","18-44","CAJAMARCA",1
"2021-05-20","M","18-44","CUSCO",1
"2021-05-20","M","18-44","ICA",1
"2021-05-20","M","18-44","JUNIN",1
"2021-05-20","M","18-44","LA LIBERTAD",2
"2021-05-20","M","18-44","LAMBAYEQUE",2
"2021-05-20","M","18-44","LIMA",3
"2021-05-20","M","18-44","PIURA",3
"2021-05-20","M","18-44","PUNO",2
"2021-05-20","M","45-64","AMAZONAS",1
"2021-05-20","M","45-64","ANCASH",2
"2021-05-20","M","45-64","APURIMAC",5
"2021-05-20","M","45-64","AREQUIPA",9
"2021-05-20","M","45-64","CAJAMARCA",1
"2021-05-20","M","45-64","CALLAO",4
"2021-05-20","M","45-64","CUSCO",3
"2021-05-20","M","45-64","HUANUCO",3
"2021-05-20","M","45-64","ICA",6
"2021-05-20","M","45-64","JUNIN",5
"2021-05-20","M","45-64","LA LIBERTAD",14
"2021-05-20","M","45-64","LAMBAYEQUE",9
"2021-05-20","M","45-64","LIMA",41
"2021-05-20","M","45-64","MOQUEGUA",1
"2021-05-20","M","45-64","PIURA",6
"2021-05-20","M","45-64","PUNO",4
"2021-05-20","M","45-64","SAN MARTIN",3
"2021-05-20","M","45-64","TUMBES",1
"2021-05-20","M","45-64","UCAYALI",1
"2021-05-20","M","65+","AMAZONAS",3
"2021-05-20","M","65+","ANCASH",7
"2021-05-20","M","65+","APURIMAC",1
"2021-05-20","M","65+","AREQUIPA",11
"2021-05-20","M","65+","AYACUCHO",2
"2021-05-20","M","65+","CAJAMARCA",6
"2021-05-20","M","65+","CALLAO",3
"2021-05-20","M","65+","CUSCO",6
"2021-05-20","M","65+","HUANUCO",3
"2021-05-20","M","65+","ICA",8
"2021-05-20","M","65+","JUNIN",11
"2021-05-20","M","65+","LA LIBERTAD",7
"2021-05-20","M","65+","LAMBAYEQUE",6
"2021-05-20","M","65+","LIMA",57
"2021-05-20","M","65+","LORETO",1
"2021-05-20","M","65+","MADRE DE DIOS",1
"2021-05-20","M","65+","MOQUEGUA",1
"2021-05-20","M","65+","PASCO",2
"2021-05-20","M","65+","PIURA",15
"2021-05-20","M","65+","PUNO",4
"2021-05-20","M","65+","SAN MARTIN",3
"2021-05-20","M","65+","TACNA",1
"2021-05-20","M","65+","UCAYALI",2
"2021-05-21","F","18-44","AMAZONAS",1
"2021-05-21","F","18-44","ANCASH",1
"2021-05-21","F","18-44","AREQUIPA",2
"2021-05-21","F","18-44","AYACUCHO",2
"2021-05-21","F","18-44","CALLAO",1
"2021-05-21","F","18-44","JUNIN",1
"2021-05-21","F","18-44","LA LIBERTAD",2
"2021-05-21","F","18-44","LIMA",5
"2021-05-21","F","18-44","PUNO",1
"2021-05-21","F","45-64","ANCASH",5
"2021-05-21","F","45-64","APURIMAC",1
"2021-05-21","F","45-64","AREQUIPA",6
"2021-05-21","F","45-64","CAJAMARCA",1
"2021-05-21","F","45-64","CALLAO",3
"2021-05-21","F","45-64","CUSCO",1
"2021-05-21","F","45-64","ICA",1
"2021-05-21","F","45-64","JUNIN",1
"2021-05-21","F","45-64","LA LIBERTAD",1
"2021-05-21","F","45-64","LAMBAYEQUE",6
"2021-05-21","F","45-64","LIMA",33
"2021-05-21","F","45-64","PIURA",4
"2021-05-21","F","45-64","PUNO",3
"2021-05-21","F","45-64","SAN MARTIN",4
"2021-05-21","F","45-64","TACNA",1
"2021-05-21","F","45-64","UCAYALI",1
"2021-05-21","F","65+","ANCASH",4
"2021-05-21","F","65+","APURIMAC",5
"2021-05-21","F","65+","AREQUIPA",11
"2021-05-21","F","65+","AYACUCHO",2
"2021-05-21","F","65+","CAJAMARCA",4
"2021-05-21","F","65+","CALLAO",2
"2021-05-21","F","65+","CUSCO",3
"2021-05-21","F","65+","HUANUCO",5
"2021-05-21","F","65+","ICA",2
"2021-05-21","F","65+","JUNIN",7
"2021-05-21","F","65+","LA LIBERTAD",4
"2021-05-21","F","65+","LAMBAYEQUE",2
"2021-05-21","F","65+","LIMA",33
"2021-05-21","F","65+","MOQUEGUA",1
"2021-05-21","F","65+","PASCO",1
"2021-05-21","F","65+","PIURA",5
"2021-05-21","F","65+","PUNO",4
"2021-05-21","F","65+","SAN MARTIN",2
"2021-05-21","F","65+","TACNA",1
"2021-05-21","F","65+","TUMBES",1
"2021-05-21","F","65+","UCAYALI",1
"2021-05-21","M","18-44","AREQUIPA",1
"2021-05-21","M","18-44","AYACUCHO",1
"2021-05-21","M","18-44","CAJAMARCA",1
"2021-05-21","M","18-44","CALLAO",2
"2021-05-21","M","18-44","ICA",1
"2021-05-21","M","18-44","JUNIN",2
"2021-05-21","M","18-44","LA LIBERTAD",2
"2021-05-21","M","18-44","LAMBAYEQUE",3
"2021-05-21","M","18-44","LIMA",10
"2021-05-21","M","18-44","PIURA",4
"2021-05-21","M","18-44","PUNO",1
"2021-05-21","M","18-44","UCAYALI",1
"2021-05-21","M","45-64","ANCASH",7
"2021-05-21","M","45-64","APURIMAC",2
"2021-05-21","M","45-64","AREQUIPA",5
"2021-05-21","M","45-64","AYACUCHO",1
"2021-05-21","M","45-64","CALLAO",4
"2021-05-21","M","45-64","CUSCO",2
"2021-05-21","M","45-64","HUANCAVELICA",1
"2021-05-21","M","45-64","HUANUCO",2
"2021-05-21","M","45-64","ICA",3
"2021-05-21","M","45-64","JUNIN",10
"2021-05-21","M","45-64","LA LIBERTAD",6
"2021-05-21","M","45-64","LAMBAYEQUE",9
"2021-05-21","M","45-64","LIMA",23
"2021-05-21","M","45-64","MOQUEGUA",1
"2021-05-21","M","45-64","PASCO",1
"2021-05-21","M","45-64","PIURA",3
"2021-05-21","M","45-64","PUNO",6
"2021-05-21","M","45-64","SAN MARTIN",2
"2021-05-21","M","45-64","TACNA",1
"2021-05-21","M","45-64","UCAYALI",1
"2021-05-21","M","65+","AMAZONAS",3
"2021-05-21","M","65+","ANCASH",10
"2021-05-21","M","65+","APURIMAC",4
"2021-05-21","M","65+","AREQUIPA",15
"2021-05-21","M","65+","AYACUCHO",4
"2021-05-21","M","65+","CAJAMARCA",4
"2021-05-21","M","65+","CALLAO",10
"2021-05-21","M","65+","CUSCO",7
"2021-05-21","M","65+","HUANCAVELICA",2
"2021-05-21","M","65+","HUANUCO",6
"2021-05-21","M","65+","ICA",7
"2021-05-21","M","65+","JUNIN",10
"2021-05-21","M","65+","LA LIBERTAD",12
"2021-05-21","M","65+","LAMBAYEQUE",7
"2021-05-21","M","65+","LIMA",57
"2021-05-21","M","65+","LORETO",1
"2021-05-21","M","65+","MADRE DE DIOS",1
"2021-05-21","M","65+","MOQUEGUA",3
"2021-05-21","M","65+","PASCO",1
"2021-05-21","M","65+","PIURA",16
"2021-05-21","M","65+","PUNO",8
"2021-05-21","M","65+","TACNA",3
"2021-05-21","M","65+","UCAYALI",1
"2021-05-22","F","18-44","AREQUIPA",4
"2021-05-22","F","18-44","AYACUCHO",1
"2021-05-22","F","18-44","CALLAO",1
"2021-05-22","F","18-44","CUSCO",1
"2021-05-22","F","18-44","ICA",1
"2021-05-22","F","18-44","LA LIBERTAD",1
"2021-05-22","F","18-44","LIMA",2
"2021-05-22","F","18-44","PUNO",2
"2021-05-22","F","45-64","AMAZONAS",1
"2021-05-22","F","45-64","ANCASH",1
"2021-05-22","F","45-64","APURIMAC",2
"2021-05-22","F","45-64","AREQUIPA",5
"2021-05-22","F","45-64","AYACUCHO",1
"2021-05-22","F","45-64","CALLAO",2
"2021-05-22","F","45-64","CUSCO",3
"2021-05-22","F","45-64","HUANUCO",2
"2021-05-22","F","45-64","ICA",1
"2021-05-22","F","45-64","JUNIN",2
"2021-05-22","F","45-64","LA LIBERTAD",4
"2021-05-22","F","45-64","LAMBAYEQUE",3
"2021-05-22","F","45-64","LIMA",20
"2021-05-22","F","45-64","MADRE DE DIOS",1
"2021-05-22","F","45-64","MOQUEGUA",1
"2021-05-22","F","45-64","PIURA",4
"2021-05-22","F","45-64","PUNO",1
"2021-05-22","F","45-64","SAN MARTIN",1
"2021-05-22","F","45-64","TACNA",2
"2021-05-22","F","65+","ANCASH",10
"2021-05-22","F","65+","APURIMAC",2
"2021-05-22","F","65+","AREQUIPA",5
"2021-05-22","F","65+","AYACUCHO",2
"2021-05-22","F","65+","CAJAMARCA",1
"2021-05-22","F","65+","CALLAO",1
"2021-05-22","F","65+","CUSCO",8
"2021-05-22","F","65+","ICA",2
"2021-05-22","F","65+","JUNIN",5
"2021-05-22","F","65+","LA LIBERTAD",7
"2021-05-22","F","65+","LAMBAYEQUE",7
"2021-05-22","F","65+","LIMA",26
"2021-05-22","F","65+","MOQUEGUA",1
"2021-05-22","F","65+","PASCO",1
"2021-05-22","F","65+","PIURA",9
"2021-05-22","F","65+","SAN MARTIN",1
"2021-05-22","F","65+","TACNA",1
"2021-05-22","F","65+","TUMBES",1
"2021-05-22","M","0-17","CAJAMARCA",1
"2021-05-22","M","18-44","AMAZONAS",1
"2021-05-22","M","18-44","AREQUIPA",2
"2021-05-22","M","18-44","AYACUCHO",1
"2021-05-22","M","18-44","CAJAMARCA",1
"2021-05-22","M","18-44","ICA",1
"2021-05-22","M","18-44","LAMBAYEQUE",1
"2021-05-22","M","18-44","PIURA",3
"2021-05-22","M","18-44","PUNO",4
"2021-05-22","M","18-44","SAN MARTIN",1
"2021-05-22","M","45-64","ANCASH",7
"2021-05-22","M","45-64","AREQUIPA",8
"2021-05-22","M","45-64","AYACUCHO",4
"2021-05-22","M","45-64","CAJAMARCA",2
"2021-05-22","M","45-64","CALLAO",8
"2021-05-22","M","45-64","CUSCO",2
"2021-05-22","M","45-64","HUANCAVELICA",1
"2021-05-22","M","45-64","HUANUCO",2
"2021-05-22","M","45-64","ICA",2
"2021-05-22","M","45-64","JUNIN",5
"2021-05-22","M","45-64","LA LIBERTAD",3
"2021-05-22","M","45-64","LAMBAYEQUE",5
"2021-05-22","M","45-64","LIMA",44
"2021-05-22","M","45-64","MADRE DE DIOS",1
"2021-05-22","M","45-64","PASCO",2
"2021-05-22","M","45-64","PIURA",6
"2021-05-22","M","45-64","PUNO",4
"2021-05-22","M","45-64","SAN MARTIN",4
"2021-05-22","M","45-64","TUMBES",1
"2021-05-22","M","65+","AMAZONAS",2
"2021-05-22","M","65+","ANCASH",7
"2021-05-22","M","65+","APURIMAC",4
"2021-05-22","M","65+","AREQUIPA",8
"2021-05-22","M","65+","AYACUCHO",5
"2021-05-22","M","65+","CAJAMARCA",8
"2021-05-22","M","65+","CALLAO",3
"2021-05-22","M","65+","CUSCO",3
"2021-05-22","M","65+","HUANUCO",5
"2021-05-22","M","65+","ICA",9
"2021-05-22","M","65+","JUNIN",10
"2021-05-22","M","65+","LA LIBERTAD",9
"2021-05-22","M","65+","LAMBAYEQUE",9
"2021-05-22","M","65+","LIMA",55
"2021-05-22","M","65+","MOQUEGUA",2
"2021-05-22","M","65+","PIURA",10
"2021-05-22","M","65+","PUNO",3
"2021-05-22","M","65+","SAN MARTIN",3
"2021-05-22","M","65+","TACNA",1
"2021-05-22","M","65+","TUMBES",2
"2021-05-22","M","65+","UCAYALI",2
"2021-05-23","F","18-44","ANCASH",1
"2021-05-23","F","18-44","AREQUIPA",1
"2021-05-23","F","18-44","CAJAMARCA",1
"2021-05-23","F","18-44","CALLAO",1
"2021-05-23","F","18-44","HUANUCO",1
"2021-05-23","F","18-44","ICA",1
"2021-05-23","F","18-44","LA LIBERTAD",1
"2021-05-23","F","18-44","LIMA",2
"2021-05-23","F","18-44","PIURA",1
"2021-05-23","F","18-44","TUMBES",1
"2021-05-23","F","45-64","AMAZONAS",1
"2021-05-23","F","45-64","ANCASH",3
"2021-05-23","F","45-64","AREQUIPA",7
"2021-05-23","F","45-64","AYACUCHO",2
"2021-05-23","F","45-64","CAJAMARCA",1
"2021-05-23","F","45-64","CALLAO",2
"2021-05-23","F","45-64","CUSCO",1
"2021-05-23","F","45-64","HUANUCO",2
"2021-05-23","F","45-64","ICA",2
"2021-05-23","F","45-64","JUNIN",3
"2021-05-23","F","45-64","LA LIBERTAD",5
"2021-05-23","F","45-64","LAMBAYEQUE",3
"2021-05-23","F","45-64","LIMA",31
"2021-05-23","F","45-64","PASCO",2
"2021-05-23","F","45-64","PIURA",2
"2021-05-23","F","45-64","PUNO",1
"2021-05-23","F","45-64","SAN MARTIN",1
"2021-05-23","F","45-64","TACNA",2
"2021-05-23","F","45-64","TUMBES",3
"2021-05-23","F","45-64","UCAYALI",1
"2021-05-23","F","65+","ANCASH",2
"2021-05-23","F","65+","APURIMAC",3
"2021-05-23","F","65+","AREQUIPA",13
"2021-05-23","F","65+","AYACUCHO",3
"2021-05-23","F","65+","CAJAMARCA",7
"2021-05-23","F","65+","CALLAO",1
"2021-05-23","F","65+","CUSCO",3
"2021-05-23","F","65+","HUANUCO",2
"2021-05-23","F","65+","ICA",3
"2021-05-23","F","65+","JUNIN",7
"2021-05-23","F","65+","LA LIBERTAD",7
"2021-05-23","F","65+","LAMBAYEQUE",2
"2021-05-23","F","65+","LIMA",26
"2021-05-23","F","65+","MOQUEGUA",1
"2021-05-23","F","65+","PASCO",2
"2021-05-23","F","65+","PIURA",4
"2021-05-23","F","65+","PUNO",2
"2021-05-23","F","65+","SAN MARTIN",2
"2021-05-23","F","65+","TUMBES",1
"2021-05-23","F","65+","UCAYALI",1
"2021-05-23","M","0-17","CUSCO",1
"2021-05-23","M","18-44","ANCASH",1
"2021-05-23","M","18-44","AREQUIPA",1
"2021-05-23","M","18-44","CUSCO",1
"2021-05-23","M","18-44","ICA",1
"2021-05-23","M","18-44","JUNIN",3
"2021-05-23","M","18-44","LA LIBERTAD",1
"2021-05-23","M","18-44","LAMBAYEQUE",1
"2021-05-23","M","18-44","LIMA",6
"2021-05-23","M","18-44","MOQUEGUA",1
"2021-05-23","M","18-44","PASCO",1
"2021-05-23","M","18-44","PIURA",2
"2021-05-23","M","18-44","PUNO",2
"2021-05-23","M","45-64","AMAZONAS",1
"2021-05-23","M","45-64","ANCASH",6
"2021-05-23","M","45-64","APURIMAC",1
"2021-05-23","M","45-64","AREQUIPA",11
"2021-05-23","M","45-64","CAJAMARCA",3
"2021-05-23","M","45-64","CALLAO",3
"2021-05-23","M","45-64","CUSCO",5
"2021-05-23","M","45-64","HUANCAVELICA",1
"2021-05-23","M","45-64","HUANUCO",1
"2021-05-23","M","45-64","ICA",1
"2021-05-23","M","45-64","JUNIN",7
"2021-05-23","M","45-64","LA LIBERTAD",7
"2021-05-23","M","45-64","LAMBAYEQUE",8
"2021-05-23","M","45-64","LIMA",45
"2021-05-23","M","45-64","LORETO",2
"2021-05-23","M","45-64","PASCO",2
"2021-05-23","M","45-64","PIURA",7
"2021-05-23","M","45-64","PUNO",2
"2021-05-23","M","45-64","SAN MARTIN",2
"2021-05-23","M","45-64","TACNA",2
"2021-05-23","M","45-64","TUMBES",1
"2021-05-23","M","65+","ANCASH",6
"2021-05-23","M","65+","APURIMAC",3
"2021-05-23","M","65+","AREQUIPA",11
"2021-05-23","M","65+","AYACUCHO",1
"2021-05-23","M","65+","CAJAMARCA",5
"2021-05-23","M","65+","CALLAO",6
"2021-05-23","M","65+","CUSCO",6
"2021-05-23","M","65+","HUANCAVELICA",2
"2021-05-23","M","65+","HUANUCO",3
"2021-05-23","M","65+","ICA",5
"2021-05-23","M","65+","JUNIN",14
"2021-05-23","M","65+","LA LIBERTAD",8
"2021-05-23","M","65+","LAMBAYEQUE",8
"2021-05-23","M","65+","LIMA",42
"2021-05-23","M","65+","LORETO",1
"2021-05-23","M","65+","MADRE DE DIOS",2
"2021-05-23","M","65+","MOQUEGUA",2
"2021-05-23","M","65+","PIURA",13
"2021-05-23","M","65+","PUNO",6
"2021-05-23","M","65+","SAN MARTIN",3
"2021-05-23","M","65+","TUMBES",2
"2021-05-23","M","65+","UCAYALI",2
"2021-05-24","F","0-17","ICA",1
"2021-05-24","F","18-44","ANCASH",1
"2021-05-24","F","18-44","CAJAMARCA",2
"2021-05-24","F","18-44","HUANUCO",1
"2021-05-24","F","18-44","ICA",1
"2021-05-24","F","18-44","JUNIN",1
"2021-05-24","F","18-44","LA LIBERTAD",1
"2021-05-24","F","18-44","LAMBAYEQUE",2
"2021-05-24","F","18-44","LIMA",2
"2021-05-24","F","18-44","LORETO",1
"2021-05-24","F","18-44","PIURA",1
"2021-05-24","F","18-44","PUNO",1
"2021-05-24","F","45-64","ANCASH",3
"2021-05-24","F","45-64","AREQUIPA",1
"2021-05-24","F","45-64","CAJAMARCA",1
"2021-05-24","F","45-64","CALLAO",3
"2021-05-24","F","45-64","CUSCO",2
"2021-05-24","F","45-64","HUANUCO",1
"2021-05-24","F","45-64","ICA",5
"2021-05-24","F","45-64","JUNIN",7
"2021-05-24","F","45-64","LA LIBERTAD",1
"2021-05-24","F","45-64","LAMBAYEQUE",4
"2021-05-24","F","45-64","LIMA",20
"2021-05-24","F","45-64","LORETO",1
"2021-05-24","F","45-64","PIURA",3
"2021-05-24","F","45-64","PUNO",1
"2021-05-24","F","45-64","SAN MARTIN",1
"2021-05-24","F","45-64","TACNA",1
"2021-05-24","F","45-64","TUMBES",1
"2021-05-24","F","65+","AMAZONAS",2
"2021-05-24","F","65+","ANCASH",7
"2021-05-24","F","65+","APURIMAC",2
"2021-05-24","F","65+","AREQUIPA",10
"2021-05-24","F","65+","AYACUCHO",2
"2021-05-24","F","65+","CAJAMARCA",3
"2021-05-24","F","65+","CALLAO",3
"2021-05-24","F","65+","CUSCO",6
"2021-05-24","F","65+","HUANCAVELICA",1
"2021-05-24","F","65+","HUANUCO",5
"2021-05-24","F","65+","ICA",6
"2021-05-24","F","65+","JUNIN",8
"2021-05-24","F","65+","LA LIBERTAD",7
"2021-05-24","F","65+","LAMBAYEQUE",6
"2021-05-24","F","65+","LIMA",28
"2021-05-24","F","65+","MOQUEGUA",1
"2021-05-24","F","65+","PIURA",6
"2021-05-24","F","65+","PUNO",2
"2021-05-24","F","65+","SAN MARTIN",2
"2021-05-24","F","65+","TACNA",1
"2021-05-24","F","65+","UCAYALI",1
"2021-05-24","M","0-17","LA LIBERTAD",1
"2021-05-24","M","18-44","ANCASH",1
"2021-05-24","M","18-44","APURIMAC",1
"2021-05-24","M","18-44","ICA",1
"2021-05-24","M","18-44","JUNIN",4
"2021-05-24","M","18-44","LA LIBERTAD",1
"2021-05-24","M","18-44","LIMA",6
"2021-05-24","M","18-44","PIURA",1
"2021-05-24","M","18-44","PUNO",2
"2021-05-24","M","18-44","TACNA",1
"2021-05-24","M","18-44","TUMBES",1
"2021-05-24","M","18-44","UCAYALI",1
"2021-05-24","M","45-64","AMAZONAS",1
"2021-05-24","M","45-64","ANCASH",1
"2021-05-24","M","45-64","AREQUIPA",9
"2021-05-24","M","45-64","CAJAMARCA",3
"2021-05-24","M","45-64","CALLAO",3
"2021-05-24","M","45-64","CUSCO",4
"2021-05-24","M","45-64","HUANUCO",2
"2021-05-24","M","45-64","ICA",6
"2021-05-24","M","45-64","JUNIN",3
"2021-05-24","M","45-64","LA LIBERTAD",6
"2021-05-24","M","45-64","LAMBAYEQUE",5
"2021-05-24","M","45-64","LIMA",29
"2021-05-24","M","45-64","MOQUEGUA",1
"2021-05-24","M","45-64","PIURA",2
"2021-05-24","M","45-64","PUNO",10
"2021-05-24","M","45-64","SAN MARTIN",1
"2021-05-24","M","45-64","TACNA",1
"2021-05-24","M","45-64","TUMBES",1
"2021-05-24","M","65+","AMAZONAS",3
"2021-05-24","M","65+","ANCASH",6
"2021-05-24","M","65+","AREQUIPA",10
"2021-05-24","M","65+","AYACUCHO",2
"2021-05-24","M","65+","CAJAMARCA",3
"2021-05-24","M","65+","CALLAO",7
"2021-05-24","M","65+","CUSCO",7
"2021-05-24","M","65+","HUANUCO",2
"2021-05-24","M","65+","ICA",5
"2021-05-24","M","65+","JUNIN",8
"2021-05-24","M","65+","LA LIBERTAD",6
"2021-05-24","M","65+","LAMBAYEQUE",6
"2021-05-24","M","65+","LIMA",52
"2021-05-24","M","65+","MOQUEGUA",1
"2021-05-24","M","65+","PIURA",12
"2021-05-24","M","65+","PUNO",3
"2021-05-24","M","65+","SAN MARTIN",2
"2021-05-24","M","65+","TACNA",1
"2021-05-24","M","65+","TUMBES",1
"2021-05-24","M","65+","UCAYALI",3
"2021-05-25","F","0-17","LORETO",1
"2021-05-25","F","18-44","CALLAO",1
"2021-05-25","F","18-44","CUSCO",1
"2021-05-25","F","18-44","HUANCAVELICA",1
"2021-05-25","F","18-44","ICA",5
"2021-05-25","F","18-44","LA LIBERTAD",2
"2021-05-25","F","18-44","LIMA",6
"2021-05-25","F","18-44","LORETO",1
"2021-05-25","F","18-44","UCAYALI",1
"2021-05-25","F","45-64","AMAZONAS",1
"2021-05-25","F","45-64","ANCASH",2
"2021-05-25","F","45-64","AREQUIPA",2
"2021-05-25","F","45-64","AYACUCHO",1
"2021-05-25","F","45-64","CAJAMARCA",1
"2021-05-25","F","45-64","CALLAO",1
"2021-05-25","F","45-64","CUSCO",4
"2021-05-25","F","45-64","ICA",2
"2021-05-25","F","45-64","JUNIN",2
"2021-05-25","F","45-64","LA LIBERTAD",5
"2021-05-25","F","45-64","LAMBAYEQUE",1
"2021-05-25","F","45-64","LIMA",24
"2021-05-25","F","45-64","PIURA",4
"2021-05-25","F","45-64","PUNO",1
"2021-05-25","F","45-64","SAN MARTIN",1
"2021-05-25","F","45-64","TACNA",1
"2021-05-25","F","45-64","TUMBES",1
"2021-05-25","F","65+","ANCASH",8
"2021-05-25","F","65+","APURIMAC",1
"2021-05-25","F","65+","AREQUIPA",10
"2021-05-25","F","65+","AYACUCHO",1
"2021-05-25","F","65+","CAJAMARCA",5
"2021-05-25","F","65+","CALLAO",2
"2021-05-25","F","65+","CUSCO",6
"2021-05-25","F","65+","HUANUCO",1
"2021-05-25","F","65+","ICA",7
"2021-05-25","F","65+","JUNIN",4
"2021-05-25","F","65+","LA LIBERTAD",7
"2021-05-25","F","65+","LAMBAYEQUE",6
"2021-05-25","F","65+","LIMA",28
"2021-05-25","F","65+","MOQUEGUA",2
"2021-05-25","F","65+","PASCO",1
"2021-05-25","F","65+","PIURA",7
"2021-05-25","F","65+","PUNO",1
"2021-05-25","F","65+","SAN MARTIN",2
"2021-05-25","F","65+","TACNA",1
"2021-05-25","F","65+","TUMBES",1
"2021-05-25","F","65+","UCAYALI",2
"2021-05-25","M","18-44","AMAZONAS",1
"2021-05-25","M","18-44","ANCASH",1
"2021-05-25","M","18-44","AREQUIPA",3
"2021-05-25","M","18-44","CAJAMARCA",1
"2021-05-25","M","18-44","CALLAO",1
"2021-05-25","M","18-44","HUANUCO",1
"2021-05-25","M","18-44","ICA",1
"2021-05-25","M","18-44","LA LIBERTAD",1
"2021-05-25","M","18-44","LAMBAYEQUE",1
"2021-05-25","M","18-44","LIMA",5
"2021-05-25","M","18-44","PUNO",1
"2021-05-25","M","45-64","AMAZONAS",1
"2021-05-25","M","45-64","ANCASH",4
"2021-05-25","M","45-64","AREQUIPA",8
"2021-05-25","M","45-64","CAJAMARCA",2
"2021-05-25","M","45-64","CALLAO",1
"2021-05-25","M","45-64","CUSCO",2
"2021-05-25","M","45-64","HUANCAVELICA",1
"2021-05-25","M","45-64","HUANUCO",1
"2021-05-25","M","45-64","ICA",3
"2021-05-25","M","45-64","JUNIN",5
"2021-05-25","M","45-64","LA LIBERTAD",9
"2021-05-25","M","45-64","LAMBAYEQUE",5
"2021-05-25","M","45-64","LIMA",47
"2021-05-25","M","45-64","MOQUEGUA",2
"2021-05-25","M","45-64","PASCO",2
"2021-05-25","M","45-64","PIURA",7
"2021-05-25","M","45-64","PUNO",7
"2021-05-25","M","45-64","TACNA",1
"2021-05-25","M","45-64","UCAYALI",1
"2021-05-25","M","65+","ANCASH",5
"2021-05-25","M","65+","APURIMAC",2
"2021-05-25","M","65+","AREQUIPA",17
"2021-05-25","M","65+","AYACUCHO",4
"2021-05-25","M","65+","CAJAMARCA",3
"2021-05-25","M","65+","CALLAO",3
"2021-05-25","M","65+","CUSCO",4
"2021-05-25","M","65+","HUANCAVELICA",3
"2021-05-25","M","65+","HUANUCO",2
"2021-05-25","M","65+","ICA",3
"2021-05-25","M","65+","JUNIN",4
"2021-05-25","M","65+","LA LIBERTAD",13
"2021-05-25","M","65+","LAMBAYEQUE",4
"2021-05-25","M","65+","LIMA",34
"2021-05-25","M","65+","MOQUEGUA",1
"2021-05-25","M","65+","PASCO",1
"2021-05-25","M","65+","PIURA",11
"2021-05-25","M","65+","PUNO",4
"2021-05-25","M","65+","SAN MARTIN",2
"2021-05-25","M","65+","TACNA",2
"2021-05-25","M","65+","UCAYALI",1
"2021-05-25",NA,"65+","AREQUIPA",1
"2021-05-26","F","18-44","AMAZONAS",1
"2021-05-26","F","18-44","AYACUCHO",1
"2021-05-26","F","18-44","LAMBAYEQUE",1
"2021-05-26","F","18-44","LIMA",5
"2021-05-26","F","18-44","PIURA",1
"2021-05-26","F","18-44","TACNA",1
"2021-05-26","F","45-64","AMAZONAS",1
"2021-05-26","F","45-64","ANCASH",4
"2021-05-26","F","45-64","AREQUIPA",9
"2021-05-26","F","45-64","AYACUCHO",1
"2021-05-26","F","45-64","CAJAMARCA",1
"2021-05-26","F","45-64","CALLAO",4
"2021-05-26","F","45-64","CUSCO",1
"2021-05-26","F","45-64","HUANCAVELICA",1
"2021-05-26","F","45-64","HUANUCO",1
"2021-05-26","F","45-64","ICA",3
"2021-05-26","F","45-64","JUNIN",3
"2021-05-26","F","45-64","LA LIBERTAD",3
"2021-05-26","F","45-64","LAMBAYEQUE",1
"2021-05-26","F","45-64","LIMA",19
"2021-05-26","F","45-64","MOQUEGUA",1
"2021-05-26","F","45-64","PASCO",1
"2021-05-26","F","45-64","PIURA",3
"2021-05-26","F","45-64","PUNO",2
"2021-05-26","F","45-64","TACNA",1
