"fecha_fallecimiento","sexo","agrp","dpt_cdc","n"
"2020-10-18","M","65+","CUSCO",2
"2020-10-18","M","65+","ICA",4
"2020-10-18","M","65+","JUNIN",3
"2020-10-18","M","65+","LA LIBERTAD",2
"2020-10-18","M","65+","LAMBAYEQUE",1
"2020-10-18","M","65+","LIMA",20
"2020-10-18","M","65+","MOQUEGUA",1
"2020-10-18","M","65+","PIURA",2
"2020-10-19","F","0-17","LIMA",1
"2020-10-19","F","18-44","AREQUIPA",1
"2020-10-19","F","18-44","CAJAMARCA",1
"2020-10-19","F","18-44","CUSCO",2
"2020-10-19","F","18-44","LA LIBERTAD",1
"2020-10-19","F","45-64","AMAZONAS",1
"2020-10-19","F","45-64","ICA",2
"2020-10-19","F","45-64","LA LIBERTAD",1
"2020-10-19","F","45-64","LIMA",6
"2020-10-19","F","45-64","LORETO",1
"2020-10-19","F","45-64","MADRE DE DIOS",1
"2020-10-19","F","45-64","PIURA",1
"2020-10-19","F","45-64","TUMBES",1
"2020-10-19","F","65+","AREQUIPA",2
"2020-10-19","F","65+","AYACUCHO",1
"2020-10-19","F","65+","CAJAMARCA",3
"2020-10-19","F","65+","CALLAO",1
"2020-10-19","F","65+","CUSCO",2
"2020-10-19","F","65+","HUANUCO",1
"2020-10-19","F","65+","ICA",2
"2020-10-19","F","65+","LA LIBERTAD",1
"2020-10-19","F","65+","LAMBAYEQUE",1
"2020-10-19","F","65+","LIMA",16
"2020-10-19","F","65+","LORETO",2
"2020-10-19","F","65+","MOQUEGUA",2
"2020-10-19","F","65+","PIURA",4
"2020-10-19","F","65+","SAN MARTIN",2
"2020-10-19","F","65+","TUMBES",1
"2020-10-19","M","0-17","MADRE DE DIOS",1
"2020-10-19","M","18-44","CALLAO",1
"2020-10-19","M","18-44","CUSCO",2
"2020-10-19","M","18-44","JUNIN",1
"2020-10-19","M","18-44","LAMBAYEQUE",1
"2020-10-19","M","18-44","LIMA",3
"2020-10-19","M","45-64","CAJAMARCA",1
"2020-10-19","M","45-64","ICA",1
"2020-10-19","M","45-64","JUNIN",1
"2020-10-19","M","45-64","LAMBAYEQUE",2
"2020-10-19","M","45-64","LIMA",9
"2020-10-19","M","45-64","LORETO",2
"2020-10-19","M","45-64","PIURA",1
"2020-10-19","M","65+","AREQUIPA",1
"2020-10-19","M","65+","CAJAMARCA",3
"2020-10-19","M","65+","CALLAO",3
"2020-10-19","M","65+","CUSCO",4
"2020-10-19","M","65+","HUANCAVELICA",2
"2020-10-19","M","65+","ICA",3
"2020-10-19","M","65+","JUNIN",2
"2020-10-19","M","65+","LAMBAYEQUE",3
"2020-10-19","M","65+","LIMA",24
"2020-10-19","M","65+","PIURA",2
"2020-10-19","M","65+","SAN MARTIN",1
"2020-10-20","F","18-44","HUANCAVELICA",1
"2020-10-20","F","18-44","LIMA",7
"2020-10-20","F","45-64","ICA",1
"2020-10-20","F","45-64","LA LIBERTAD",1
"2020-10-20","F","45-64","LIMA",7
"2020-10-20","F","45-64","PIURA",1
"2020-10-20","F","45-64","TUMBES",1
"2020-10-20","F","65+","AMAZONAS",1
"2020-10-20","F","65+","AREQUIPA",3
"2020-10-20","F","65+","CALLAO",1
"2020-10-20","F","65+","HUANUCO",3
"2020-10-20","F","65+","ICA",1
"2020-10-20","F","65+","JUNIN",3
"2020-10-20","F","65+","LAMBAYEQUE",4
"2020-10-20","F","65+","LIMA",8
"2020-10-20","F","65+","PIURA",3
"2020-10-20","F","65+","UCAYALI",1
"2020-10-20","M","0-17","UCAYALI",1
"2020-10-20","M","18-44","HUANCAVELICA",1
"2020-10-20","M","18-44","ICA",1
"2020-10-20","M","18-44","LA LIBERTAD",1
"2020-10-20","M","18-44","LIMA",3
"2020-10-20","M","18-44","TUMBES",1
"2020-10-20","M","18-44","UCAYALI",1
"2020-10-20","M","45-64","CAJAMARCA",1
"2020-10-20","M","45-64","CALLAO",1
"2020-10-20","M","45-64","HUANUCO",1
"2020-10-20","M","45-64","ICA",1
"2020-10-20","M","45-64","JUNIN",1
"2020-10-20","M","45-64","LAMBAYEQUE",4
"2020-10-20","M","45-64","LIMA",13
"2020-10-20","M","45-64","LORETO",1
"2020-10-20","M","45-64","PIURA",3
"2020-10-20","M","45-64","PUNO",2
"2020-10-20","M","65+","ANCASH",1
"2020-10-20","M","65+","AREQUIPA",3
"2020-10-20","M","65+","CALLAO",2
"2020-10-20","M","65+","CUSCO",1
"2020-10-20","M","65+","ICA",3
"2020-10-20","M","65+","LA LIBERTAD",1
"2020-10-20","M","65+","LAMBAYEQUE",2
"2020-10-20","M","65+","LIMA",32
"2020-10-20","M","65+","MOQUEGUA",1
"2020-10-20","M","65+","PIURA",1
"2020-10-20","M","65+","SAN MARTIN",1
"2020-10-21","F","18-44","AYACUCHO",1
"2020-10-21","F","18-44","LIMA",2
"2020-10-21","F","45-64","ANCASH",1
"2020-10-21","F","45-64","CALLAO",1
"2020-10-21","F","45-64","HUANUCO",1
"2020-10-21","F","45-64","JUNIN",1
"2020-10-21","F","45-64","LIMA",4
"2020-10-21","F","45-64","PIURA",1
"2020-10-21","F","45-64","PUNO",1
"2020-10-21","F","45-64","TUMBES",1
"2020-10-21","F","65+","ANCASH",1
"2020-10-21","F","65+","APURIMAC",1
"2020-10-21","F","65+","AREQUIPA",1
"2020-10-21","F","65+","AYACUCHO",1
"2020-10-21","F","65+","CAJAMARCA",2
"2020-10-21","F","65+","CUSCO",1
"2020-10-21","F","65+","HUANCAVELICA",1
"2020-10-21","F","65+","HUANUCO",1
"2020-10-21","F","65+","ICA",4
"2020-10-21","F","65+","JUNIN",2
"2020-10-21","F","65+","LAMBAYEQUE",5
"2020-10-21","F","65+","LIMA",21
"2020-10-21","F","65+","PIURA",1
"2020-10-21","F","65+","PUNO",1
"2020-10-21","M","0-17","PIURA",1
"2020-10-21","M","18-44","CUSCO",1
"2020-10-21","M","18-44","LAMBAYEQUE",1
"2020-10-21","M","18-44","LIMA",3
"2020-10-21","M","18-44","LORETO",1
"2020-10-21","M","45-64","CAJAMARCA",1
"2020-10-21","M","45-64","CUSCO",1
"2020-10-21","M","45-64","ICA",1
"2020-10-21","M","45-64","JUNIN",1
"2020-10-21","M","45-64","LIMA",9
"2020-10-21","M","45-64","PIURA",1
"2020-10-21","M","45-64","PUNO",1
"2020-10-21","M","65+","AMAZONAS",2
"2020-10-21","M","65+","ANCASH",2
"2020-10-21","M","65+","AREQUIPA",2
"2020-10-21","M","65+","AYACUCHO",1
"2020-10-21","M","65+","CAJAMARCA",1
"2020-10-21","M","65+","JUNIN",3
"2020-10-21","M","65+","LA LIBERTAD",2
"2020-10-21","M","65+","LAMBAYEQUE",8
"2020-10-21","M","65+","LIMA",16
"2020-10-21","M","65+","LORETO",1
"2020-10-21","M","65+","PIURA",5
"2020-10-21","M","65+","SAN MARTIN",1
"2020-10-21","M","65+","TACNA",1
"2020-10-21","M","65+","TUMBES",1
"2020-10-22","F","0-17","PUNO",1
"2020-10-22","F","18-44","ANCASH",1
"2020-10-22","F","18-44","CALLAO",1
"2020-10-22","F","18-44","LIMA",1
"2020-10-22","F","18-44","MOQUEGUA",1
"2020-10-22","F","45-64","AREQUIPA",1
"2020-10-22","F","45-64","AYACUCHO",1
"2020-10-22","F","45-64","HUANUCO",1
"2020-10-22","F","45-64","JUNIN",1
"2020-10-22","F","45-64","LAMBAYEQUE",2
"2020-10-22","F","45-64","LIMA",9
"2020-10-22","F","45-64","PIURA",1
"2020-10-22","F","65+","ANCASH",2
"2020-10-22","F","65+","AREQUIPA",2
"2020-10-22","F","65+","CALLAO",1
"2020-10-22","F","65+","CUSCO",1
"2020-10-22","F","65+","ICA",1
"2020-10-22","F","65+","JUNIN",1
"2020-10-22","F","65+","LA LIBERTAD",3
"2020-10-22","F","65+","LAMBAYEQUE",2
"2020-10-22","F","65+","LIMA",13
"2020-10-22","F","65+","LORETO",1
"2020-10-22","F","65+","PIURA",2
"2020-10-22","F","65+","TUMBES",1
"2020-10-22","M","18-44","AMAZONAS",1
"2020-10-22","M","18-44","ANCASH",1
"2020-10-22","M","18-44","JUNIN",1
"2020-10-22","M","18-44","LAMBAYEQUE",1
"2020-10-22","M","18-44","LIMA",2
"2020-10-22","M","18-44","PIURA",2
"2020-10-22","M","45-64","ANCASH",2
"2020-10-22","M","45-64","AREQUIPA",1
"2020-10-22","M","45-64","CUSCO",1
"2020-10-22","M","45-64","JUNIN",1
"2020-10-22","M","45-64","LA LIBERTAD",1
"2020-10-22","M","45-64","LAMBAYEQUE",2
"2020-10-22","M","45-64","LIMA",7
"2020-10-22","M","45-64","MOQUEGUA",1
"2020-10-22","M","65+","AMAZONAS",1
"2020-10-22","M","65+","AYACUCHO",1
"2020-10-22","M","65+","CALLAO",2
"2020-10-22","M","65+","HUANUCO",1
"2020-10-22","M","65+","ICA",1
"2020-10-22","M","65+","JUNIN",1
"2020-10-22","M","65+","LA LIBERTAD",1
"2020-10-22","M","65+","LAMBAYEQUE",5
"2020-10-22","M","65+","LIMA",14
"2020-10-22","M","65+","LORETO",1
"2020-10-22","M","65+","MOQUEGUA",1
"2020-10-22","M","65+","PIURA",3
"2020-10-22","M","65+","PUNO",2
"2020-10-22","M","65+","TACNA",1
"2020-10-22","M","65+","UCAYALI",1
"2020-10-23","F","45-64","AMAZONAS",1
"2020-10-23","F","45-64","ANCASH",1
"2020-10-23","F","45-64","CALLAO",1
"2020-10-23","F","45-64","LA LIBERTAD",1
"2020-10-23","F","45-64","LAMBAYEQUE",2
"2020-10-23","F","45-64","LIMA",5
"2020-10-23","F","45-64","PASCO",1
"2020-10-23","F","45-64","PIURA",1
"2020-10-23","F","45-64","PUNO",1
"2020-10-23","F","45-64","SAN MARTIN",1
"2020-10-23","F","65+","AMAZONAS",1
"2020-10-23","F","65+","ANCASH",1
"2020-10-23","F","65+","APURIMAC",1
"2020-10-23","F","65+","AREQUIPA",2
"2020-10-23","F","65+","AYACUCHO",1
"2020-10-23","F","65+","CAJAMARCA",1
"2020-10-23","F","65+","CALLAO",2
"2020-10-23","F","65+","ICA",2
"2020-10-23","F","65+","JUNIN",1
"2020-10-23","F","65+","LA LIBERTAD",3
"2020-10-23","F","65+","LAMBAYEQUE",1
"2020-10-23","F","65+","LIMA",11
"2020-10-23","F","65+","MOQUEGUA",1
"2020-10-23","F","65+","PIURA",1
"2020-10-23","F","65+","SAN MARTIN",1
"2020-10-23","M","0-17","AYACUCHO",1
"2020-10-23","M","0-17","PUNO",1
"2020-10-23","M","18-44","AREQUIPA",1
"2020-10-23","M","18-44","JUNIN",1
"2020-10-23","M","18-44","LIMA",4
"2020-10-23","M","18-44","SAN MARTIN",1
"2020-10-23","M","45-64","ANCASH",1
"2020-10-23","M","45-64","APURIMAC",1
"2020-10-23","M","45-64","CALLAO",3
"2020-10-23","M","45-64","HUANUCO",1
"2020-10-23","M","45-64","ICA",2
"2020-10-23","M","45-64","LA LIBERTAD",2
"2020-10-23","M","45-64","LAMBAYEQUE",2
"2020-10-23","M","45-64","LIMA",6
"2020-10-23","M","45-64","MADRE DE DIOS",1
"2020-10-23","M","45-64","PIURA",2
"2020-10-23","M","45-64","PUNO",1
"2020-10-23","M","65+","ANCASH",1
"2020-10-23","M","65+","AREQUIPA",2
"2020-10-23","M","65+","CAJAMARCA",1
"2020-10-23","M","65+","CUSCO",3
"2020-10-23","M","65+","HUANCAVELICA",1
"2020-10-23","M","65+","ICA",2
"2020-10-23","M","65+","JUNIN",2
"2020-10-23","M","65+","LIMA",15
"2020-10-23","M","65+","PIURA",2
"2020-10-23","M","65+","PUNO",1
"2020-10-23","M","65+","SAN MARTIN",3
"2020-10-23","M","65+","TACNA",1
"2020-10-24","F","18-44","CAJAMARCA",2
"2020-10-24","F","18-44","LA LIBERTAD",1
"2020-10-24","F","18-44","LAMBAYEQUE",1
"2020-10-24","F","18-44","SAN MARTIN",1
"2020-10-24","F","45-64","CALLAO",1
"2020-10-24","F","45-64","CUSCO",1
"2020-10-24","F","45-64","HUANCAVELICA",1
"2020-10-24","F","45-64","HUANUCO",1
"2020-10-24","F","45-64","ICA",1
"2020-10-24","F","45-64","LIMA",4
"2020-10-24","F","45-64","LORETO",1
"2020-10-24","F","45-64","PUNO",1
"2020-10-24","F","65+","AREQUIPA",1
"2020-10-24","F","65+","CALLAO",2
"2020-10-24","F","65+","CUSCO",1
"2020-10-24","F","65+","HUANUCO",1
"2020-10-24","F","65+","ICA",1
"2020-10-24","F","65+","JUNIN",1
"2020-10-24","F","65+","LAMBAYEQUE",2
"2020-10-24","F","65+","LIMA",12
"2020-10-24","F","65+","MOQUEGUA",1
"2020-10-24","F","65+","PIURA",5
"2020-10-24","F","65+","SAN MARTIN",1
"2020-10-24","F","65+","TACNA",1
"2020-10-24","M","0-17","PIURA",1
"2020-10-24","M","18-44","AMAZONAS",1
"2020-10-24","M","18-44","ANCASH",1
"2020-10-24","M","18-44","CALLAO",1
"2020-10-24","M","18-44","ICA",1
"2020-10-24","M","18-44","JUNIN",1
"2020-10-24","M","18-44","LIMA",1
"2020-10-24","M","18-44","PUNO",1
"2020-10-24","M","45-64","CUSCO",1
"2020-10-24","M","45-64","ICA",1
"2020-10-24","M","45-64","JUNIN",1
"2020-10-24","M","45-64","LA LIBERTAD",1
"2020-10-24","M","45-64","LAMBAYEQUE",2
"2020-10-24","M","45-64","LIMA",2
"2020-10-24","M","45-64","MADRE DE DIOS",1
"2020-10-24","M","45-64","PIURA",2
"2020-10-24","M","65+","ANCASH",1
"2020-10-24","M","65+","AYACUCHO",1
"2020-10-24","M","65+","CAJAMARCA",2
"2020-10-24","M","65+","CALLAO",1
"2020-10-24","M","65+","CUSCO",1
"2020-10-24","M","65+","ICA",1
"2020-10-24","M","65+","JUNIN",2
"2020-10-24","M","65+","LA LIBERTAD",2
"2020-10-24","M","65+","LAMBAYEQUE",1
"2020-10-24","M","65+","LIMA",19
"2020-10-24","M","65+","LORETO",1
"2020-10-24","M","65+","MOQUEGUA",2
"2020-10-24","M","65+","PIURA",1
"2020-10-24","M","65+","PUNO",1
"2020-10-24","M","65+","TACNA",1
"2020-10-24","M","65+","UCAYALI",1
"2020-10-25","F","0-17","PUNO",1
"2020-10-25","F","18-44","LA LIBERTAD",1
"2020-10-25","F","18-44","LIMA",1
"2020-10-25","F","18-44","PUNO",1
"2020-10-25","F","18-44","TACNA",1
"2020-10-25","F","45-64","CAJAMARCA",1
"2020-10-25","F","45-64","CALLAO",1
"2020-10-25","F","45-64","HUANCAVELICA",1
"2020-10-25","F","45-64","LA LIBERTAD",1
"2020-10-25","F","45-64","LIMA",4
"2020-10-25","F","45-64","LORETO",1
"2020-10-25","F","45-64","SAN MARTIN",1
"2020-10-25","F","65+","AYACUCHO",1
"2020-10-25","F","65+","CALLAO",3
"2020-10-25","F","65+","CUSCO",1
"2020-10-25","F","65+","ICA",1
"2020-10-25","F","65+","LAMBAYEQUE",1
"2020-10-25","F","65+","LIMA",7
"2020-10-25","F","65+","LORETO",1
"2020-10-25","F","65+","PIURA",2
"2020-10-25","F","65+","PUNO",1
"2020-10-25","F","65+","SAN MARTIN",2
"2020-10-25","M","0-17","CUSCO",1
"2020-10-25","M","18-44","LIMA",1
"2020-10-25","M","45-64","AREQUIPA",1
"2020-10-25","M","45-64","CALLAO",1
"2020-10-25","M","45-64","ICA",2
"2020-10-25","M","45-64","LAMBAYEQUE",1
"2020-10-25","M","45-64","LIMA",11
"2020-10-25","M","45-64","TACNA",1
"2020-10-25","M","45-64","TUMBES",1
"2020-10-25","M","65+","ANCASH",2
"2020-10-25","M","65+","AREQUIPA",1
"2020-10-25","M","65+","AYACUCHO",1
"2020-10-25","M","65+","CAJAMARCA",3
"2020-10-25","M","65+","CALLAO",1
"2020-10-25","M","65+","CUSCO",2
"2020-10-25","M","65+","HUANCAVELICA",2
"2020-10-25","M","65+","LA LIBERTAD",1
"2020-10-25","M","65+","LAMBAYEQUE",2
"2020-10-25","M","65+","LIMA",20
"2020-10-25","M","65+","MOQUEGUA",1
"2020-10-25","M","65+","PUNO",1
"2020-10-25","M","65+","SAN MARTIN",1
"2020-10-25","M","65+","TACNA",1
"2020-10-26","F","0-17","CUSCO",1
"2020-10-26","F","0-17","HUANUCO",1
"2020-10-26","F","18-44","ICA",1
"2020-10-26","F","18-44","LIMA",3
"2020-10-26","F","45-64","AREQUIPA",3
"2020-10-26","F","45-64","CALLAO",1
"2020-10-26","F","45-64","CUSCO",1
"2020-10-26","F","45-64","HUANUCO",1
"2020-10-26","F","45-64","ICA",1
"2020-10-26","F","45-64","LAMBAYEQUE",2
"2020-10-26","F","45-64","LIMA",7
"2020-10-26","F","45-64","MADRE DE DIOS",1
"2020-10-26","F","45-64","PIURA",2
"2020-10-26","F","65+","ANCASH",1
"2020-10-26","F","65+","APURIMAC",1
"2020-10-26","F","65+","AREQUIPA",1
"2020-10-26","F","65+","CUSCO",2
"2020-10-26","F","65+","HUANCAVELICA",1
"2020-10-26","F","65+","ICA",2
"2020-10-26","F","65+","LA LIBERTAD",2
"2020-10-26","F","65+","LAMBAYEQUE",4
"2020-10-26","F","65+","LIMA",15
"2020-10-26","F","65+","PUNO",1
"2020-10-26","F","65+","TACNA",1
"2020-10-26","F","65+","TUMBES",1
"2020-10-26","M","18-44","APURIMAC",1
"2020-10-26","M","18-44","LIMA",1
"2020-10-26","M","18-44","PUNO",1
"2020-10-26","M","18-44","TUMBES",1
"2020-10-26","M","45-64","AREQUIPA",1
"2020-10-26","M","45-64","AYACUCHO",1
"2020-10-26","M","45-64","CAJAMARCA",2
"2020-10-26","M","45-64","HUANUCO",2
"2020-10-26","M","45-64","ICA",1
"2020-10-26","M","45-64","LA LIBERTAD",1
"2020-10-26","M","45-64","LAMBAYEQUE",1
"2020-10-26","M","45-64","LIMA",8
"2020-10-26","M","45-64","MOQUEGUA",1
"2020-10-26","M","45-64","PIURA",2
"2020-10-26","M","45-64","UCAYALI",1
"2020-10-26","M","65+","AMAZONAS",1
"2020-10-26","M","65+","ANCASH",3
"2020-10-26","M","65+","AREQUIPA",1
"2020-10-26","M","65+","AYACUCHO",1
"2020-10-26","M","65+","CALLAO",3
"2020-10-26","M","65+","HUANUCO",2
"2020-10-26","M","65+","ICA",2
"2020-10-26","M","65+","LA LIBERTAD",2
"2020-10-26","M","65+","LAMBAYEQUE",3
"2020-10-26","M","65+","LIMA",19
"2020-10-26","M","65+","PIURA",2
"2020-10-26","M","65+","PUNO",1
"2020-10-27","F","0-17","LA LIBERTAD",1
"2020-10-27","F","18-44","ANCASH",1
"2020-10-27","F","18-44","LAMBAYEQUE",1
"2020-10-27","F","18-44","LIMA",2
"2020-10-27","F","45-64","APURIMAC",1
"2020-10-27","F","45-64","AREQUIPA",2
"2020-10-27","F","45-64","CALLAO",1
"2020-10-27","F","45-64","CUSCO",1
"2020-10-27","F","45-64","ICA",2
"2020-10-27","F","45-64","LA LIBERTAD",1
"2020-10-27","F","45-64","LAMBAYEQUE",1
"2020-10-27","F","45-64","LIMA",9
"2020-10-27","F","45-64","PUNO",1
"2020-10-27","F","45-64","UCAYALI",1
"2020-10-27","F","65+","ANCASH",3
"2020-10-27","F","65+","APURIMAC",1
"2020-10-27","F","65+","AYACUCHO",1
"2020-10-27","F","65+","CAJAMARCA",1
"2020-10-27","F","65+","CALLAO",1
"2020-10-27","F","65+","CUSCO",1
"2020-10-27","F","65+","HUANUCO",2
"2020-10-27","F","65+","JUNIN",1
"2020-10-27","F","65+","LA LIBERTAD",3
"2020-10-27","F","65+","LAMBAYEQUE",1
"2020-10-27","F","65+","LIMA",16
"2020-10-27","F","65+","PASCO",1
"2020-10-27","M","18-44","CAJAMARCA",1
"2020-10-27","M","18-44","JUNIN",1
"2020-10-27","M","18-44","LIMA",1
"2020-10-27","M","18-44","PUNO",1
"2020-10-27","M","18-44","TACNA",1
"2020-10-27","M","45-64","AYACUCHO",1
"2020-10-27","M","45-64","CALLAO",2
"2020-10-27","M","45-64","CUSCO",1
"2020-10-27","M","45-64","ICA",2
"2020-10-27","M","45-64","JUNIN",1
"2020-10-27","M","45-64","LIMA",4
"2020-10-27","M","45-64","PIURA",1
"2020-10-27","M","45-64","PUNO",1
"2020-10-27","M","65+","APURIMAC",1
"2020-10-27","M","65+","AYACUCHO",1
"2020-10-27","M","65+","CAJAMARCA",2
"2020-10-27","M","65+","CALLAO",1
"2020-10-27","M","65+","CUSCO",1
"2020-10-27","M","65+","HUANCAVELICA",1
"2020-10-27","M","65+","ICA",1
"2020-10-27","M","65+","JUNIN",1
"2020-10-27","M","65+","LA LIBERTAD",2
"2020-10-27","M","65+","LAMBAYEQUE",2
"2020-10-27","M","65+","LIMA",18
"2020-10-27","M","65+","PIURA",4
"2020-10-27","M","65+","PUNO",1
"2020-10-28","F","0-17","CAJAMARCA",2
"2020-10-28","F","18-44","LAMBAYEQUE",2
"2020-10-28","F","18-44","LIMA",1
"2020-10-28","F","45-64","ANCASH",1
"2020-10-28","F","45-64","CALLAO",1
"2020-10-28","F","45-64","CUSCO",1
"2020-10-28","F","45-64","LA LIBERTAD",1
"2020-10-28","F","45-64","LAMBAYEQUE",2
"2020-10-28","F","45-64","LIMA",6
"2020-10-28","F","45-64","PIURA",1
"2020-10-28","F","45-64","PUNO",1
"2020-10-28","F","65+","AREQUIPA",3
"2020-10-28","F","65+","CUSCO",2
"2020-10-28","F","65+","JUNIN",1
"2020-10-28","F","65+","LA LIBERTAD",2
"2020-10-28","F","65+","LAMBAYEQUE",3
"2020-10-28","F","65+","LIMA",9
"2020-10-28","F","65+","MOQUEGUA",1
"2020-10-28","F","65+","PIURA",1
"2020-10-28","F","65+","PUNO",1
"2020-10-28","F","65+","SAN MARTIN",1
"2020-10-28","F","65+","TUMBES",1
"2020-10-28","M","18-44","CAJAMARCA",1
"2020-10-28","M","18-44","CUSCO",1
"2020-10-28","M","18-44","JUNIN",1
"2020-10-28","M","18-44","LAMBAYEQUE",1
"2020-10-28","M","18-44","LIMA",2
"2020-10-28","M","18-44","MADRE DE DIOS",1
"2020-10-28","M","18-44","SAN MARTIN",1
"2020-10-28","M","18-44","TUMBES",1
"2020-10-28","M","45-64","ANCASH",1
"2020-10-28","M","45-64","AREQUIPA",2
"2020-10-28","M","45-64","CUSCO",2
"2020-10-28","M","45-64","HUANUCO",1
"2020-10-28","M","45-64","ICA",1
"2020-10-28","M","45-64","LA LIBERTAD",1
"2020-10-28","M","45-64","LAMBAYEQUE",1
"2020-10-28","M","45-64","LIMA",7
"2020-10-28","M","45-64","PIURA",1
"2020-10-28","M","45-64","UCAYALI",1
"2020-10-28","M","65+","ANCASH",2
"2020-10-28","M","65+","APURIMAC",2
"2020-10-28","M","65+","AREQUIPA",1
"2020-10-28","M","65+","CAJAMARCA",1
"2020-10-28","M","65+","CALLAO",3
"2020-10-28","M","65+","ICA",2
"2020-10-28","M","65+","JUNIN",1
"2020-10-28","M","65+","LA LIBERTAD",1
"2020-10-28","M","65+","LAMBAYEQUE",7
"2020-10-28","M","65+","LIMA",21
"2020-10-28","M","65+","MADRE DE DIOS",1
"2020-10-28","M","65+","PIURA",2
"2020-10-28","M","65+","PUNO",1
"2020-10-28","M","65+","SAN MARTIN",1
"2020-10-28","M","65+","TUMBES",2
"2020-10-29","F","0-17","LIMA",1
"2020-10-29","F","18-44","AREQUIPA",1
"2020-10-29","F","18-44","LIMA",1
"2020-10-29","F","45-64","ANCASH",1
"2020-10-29","F","45-64","CUSCO",1
"2020-10-29","F","45-64","ICA",1
"2020-10-29","F","45-64","LA LIBERTAD",2
"2020-10-29","F","45-64","LAMBAYEQUE",1
"2020-10-29","F","45-64","LIMA",4
"2020-10-29","F","45-64","MADRE DE DIOS",1
"2020-10-29","F","45-64","PIURA",1
"2020-10-29","F","65+","APURIMAC",1
"2020-10-29","F","65+","CAJAMARCA",1
"2020-10-29","F","65+","CUSCO",2
"2020-10-29","F","65+","HUANUCO",1
"2020-10-29","F","65+","ICA",2
"2020-10-29","F","65+","JUNIN",2
"2020-10-29","F","65+","LA LIBERTAD",2
"2020-10-29","F","65+","LAMBAYEQUE",1
"2020-10-29","F","65+","LIMA",13
"2020-10-29","M","0-17","MOQUEGUA",1
"2020-10-29","M","18-44","AREQUIPA",1
"2020-10-29","M","18-44","PASCO",1
"2020-10-29","M","18-44","PUNO",1
"2020-10-29","M","45-64","ANCASH",1
"2020-10-29","M","45-64","AYACUCHO",1
"2020-10-29","M","45-64","CAJAMARCA",1
"2020-10-29","M","45-64","ICA",2
"2020-10-29","M","45-64","JUNIN",1
"2020-10-29","M","45-64","LA LIBERTAD",1
"2020-10-29","M","45-64","LAMBAYEQUE",2
"2020-10-29","M","45-64","LIMA",7
"2020-10-29","M","45-64","PASCO",1
"2020-10-29","M","45-64","PIURA",2
"2020-10-29","M","45-64","SAN MARTIN",2
"2020-10-29","M","45-64","UCAYALI",1
"2020-10-29","M","65+","ANCASH",5
"2020-10-29","M","65+","AREQUIPA",1
"2020-10-29","M","65+","AYACUCHO",2
"2020-10-29","M","65+","CAJAMARCA",1
"2020-10-29","M","65+","CALLAO",4
"2020-10-29","M","65+","CUSCO",1
"2020-10-29","M","65+","HUANUCO",1
"2020-10-29","M","65+","ICA",3
"2020-10-29","M","65+","LA LIBERTAD",2
"2020-10-29","M","65+","LAMBAYEQUE",1
"2020-10-29","M","65+","LIMA",16
"2020-10-29","M","65+","PIURA",4
"2020-10-30","F","18-44","APURIMAC",1
"2020-10-30","F","18-44","CUSCO",1
"2020-10-30","F","18-44","LIMA",3
"2020-10-30","F","18-44","MADRE DE DIOS",1
"2020-10-30","F","18-44","SAN MARTIN",1
"2020-10-30","F","45-64","CALLAO",1
"2020-10-30","F","45-64","ICA",1
"2020-10-30","F","45-64","JUNIN",2
"2020-10-30","F","45-64","LAMBAYEQUE",3
"2020-10-30","F","45-64","LIMA",8
"2020-10-30","F","65+","ANCASH",2
"2020-10-30","F","65+","APURIMAC",1
"2020-10-30","F","65+","AREQUIPA",4
"2020-10-30","F","65+","CALLAO",2
"2020-10-30","F","65+","HUANCAVELICA",1
"2020-10-30","F","65+","JUNIN",1
"2020-10-30","F","65+","LAMBAYEQUE",3
"2020-10-30","F","65+","LIMA",16
"2020-10-30","F","65+","LORETO",1
"2020-10-30","F","65+","PIURA",2
"2020-10-30","F","65+","PUNO",2
"2020-10-30","M","18-44","APURIMAC",1
"2020-10-30","M","18-44","LAMBAYEQUE",1
"2020-10-30","M","18-44","LIMA",2
"2020-10-30","M","45-64","AMAZONAS",1
"2020-10-30","M","45-64","ANCASH",2
"2020-10-30","M","45-64","CALLAO",2
"2020-10-30","M","45-64","JUNIN",1
"2020-10-30","M","45-64","LA LIBERTAD",2
"2020-10-30","M","45-64","LIMA",4
"2020-10-30","M","45-64","MADRE DE DIOS",1
"2020-10-30","M","45-64","TACNA",1
"2020-10-30","M","45-64","UCAYALI",1
"2020-10-30","M","65+","AREQUIPA",1
"2020-10-30","M","65+","AYACUCHO",1
"2020-10-30","M","65+","CAJAMARCA",1
"2020-10-30","M","65+","CUSCO",2
"2020-10-30","M","65+","ICA",5
"2020-10-30","M","65+","JUNIN",1
"2020-10-30","M","65+","LA LIBERTAD",6
"2020-10-30","M","65+","LIMA",24
"2020-10-30","M","65+","PIURA",4
"2020-10-30","M","65+","PUNO",1
"2020-10-30","M","65+","TUMBES",1
"2020-10-31","F","0-17","PUNO",1
"2020-10-31","F","18-44","PIURA",1
"2020-10-31","F","45-64","ANCASH",1
"2020-10-31","F","45-64","APURIMAC",2
"2020-10-31","F","45-64","HUANUCO",1
"2020-10-31","F","45-64","LIMA",6
"2020-10-31","F","65+","AMAZONAS",1
"2020-10-31","F","65+","AREQUIPA",1
"2020-10-31","F","65+","ICA",1
